informative_lh,prior,lh,left_pred,red_observation,run
True,0.4,0.3,0.6,True,0
False,0.8,0.5,0.67,False,0
True,0.5,0.1,0.67,True,1
False,0.2,0.4,0.6,False,1
True,0.6,0.9,0.75,True,2
False,0.7,0.5,0.75,False,2
True,0.5,0.7,0.75,True,3
False,0.2,0.5,0.58,False,3
True,0.5,0.7,0.65,False,4
False,0.9,0.5,0.67,True,4
True,0.4,0.8,0.67,True,5
False,0.7,0.4,0.58,False,5
True,0.5,0.1,0.78,True,6
False,0.8,0.5,0.67,True,6
True,0.5,0.7,0.7,True,7
False,0.8,0.4,0.67,False,7
True,0.6,0.9,0.75,True,8
False,0.3,0.5,0.58,True,8
True,0.5,0.2,0.75,True,9
False,0.8,0.6,0.7,True,9
True,0.4,0.2,0.78,False,10
False,0.3,0.6,0.65,False,10
True,0.5,0.2,0.75,True,11
False,0.3,0.5,0.58,True,11
True,0.4,0.7,0.75,True,12
False,0.8,0.6,0.75,True,12
True,0.6,0.8,0.67,True,13
False,0.9,0.6,0.6,False,13
True,0.5,0.8,0.71,True,14
False,0.8,0.4,0.67,False,14
True,0.5,0.8,0.6,False,15
False,0.2,0.5,0.44,False,15
True,0.5,0.7,0.6,True,16
False,0.8,0.5,96,True,16
True,0.5,0.1,0.27,False,17
False,0.1,0.4,0.67,True,17
True,0.5,0.9,0.68,False,18
False,0.3,0.5,0.43,False,18
True,0.4,0.8,0.67,False,19
False,0.1,0.5,0.27,False,19
True,0.5,0.2,0.67,True,20
False,0.8,0.4,0.75,False,20
True,0.5,0.3,0.65,False,21
False,0.8,0.6,0.6,False,21
True,0.6,0.3,0.6,False,22
False,0.9,0.5,0.58,False,22
True,0.5,0.7,0.78,True,23
False,0.1,0.5,0.58,True,23
True,0.5,0.9,0.65,True,24
False,0.7,0.5,0.71,True,24
True,0.6,0.8,0.75,True,25
False,0.2,0.5,0.42,True,25
True,0.4,0.9,0.75,False,26
False,0.1,0.4,0.67,True,26
True,0.6,0.2,0.75,False,27
False,0.2,0.5,0.58,True,27
True,0.4,0.7,0.38,False,28
False,0.1,0.5,0.58,True,28
True,0.6,0.3,0.65,False,29
False,0.7,0.5,0.42,False,29
True,0.5,0.3,0.68,False,30
False,0.8,0.5,0.71,True,30
True,0.5,0.7,0.65,True,31
False,0.9,0.6,0.67,False,31
True,0.4,0.9,0.75,True,32
False,0.1,0.4,0.67,True,32
True,0.5,0.8,0.78,True,33
False,0.3,0.5,0.58,False,33
True,0.4,0.1,0.67,True,34
False,0.3,0.5,0.67,True,34
True,0.5,0.7,0.42,False,35
False,0.9,0.5,0.58,False,35
True,0.5,0.8,0.42,False,36
False,0.9,0.4,0.6,False,36
True,0.4,0.7,0.67,False,37
False,0.7,0.4,0.6,False,37
True,0.5,0.2,0.78,False,38
False,0.3,0.5,0.67,True,38
True,0.5,0.7,0.67,True,39
False,0.8,0.5,0.58,False,39
True,0.5,0.7,0.58,True,40
False,0.7,0.5,0.67,True,40
True,0.4,0.7,0.65,False,41
False,0.3,0.5,0.45,False,41
True,0.4,0.7,0.65,True,42
False,0.3,0.5,0.42,False,42
True,0.6,0.7,0.58,False,43
False,0.3,0.5,0.42,True,43
True,0.5,0.8,0.75,True,44
False,0.7,0.5,0.71,True,44
True,0.5,0.3,0.6,False,45
False,0.9,0.5,0.58,False,45
True,0.4,0.7,0.75,True,46
False,0.2,0.4,0.58,True,46
True,0.5,0.2,0.42,False,47
False,0.3,0.5,0.58,True,47
True,0.5,0.2,0.78,False,48
False,0.7,0.4,0.6,False,48
True,0.5,0.8,0.6,False,49
False,0.9,0.5,0.42,False,49
True,0.4,0.9,0.25,False,50
False,0.8,0.4,0.65,False,50
True,0.6,0.8,0.6,False,51
False,0.7,0.5,0.67,True,51
True,0.4,0.8,0.67,True,52
False,0.8,0.5,0.45,False,52
True,0.6,0.2,0.75,True,53
False,0.7,0.4,0.6,False,53
True,0.6,0.7,0.6,False,54
False,0.8,0.5,0.67,True,54
True,0.5,0.7,99,True,55
False,0.1,0.4,0.75,False,55
True,0.5,0.8,0.65,False,56
False,0.1,0.5,0.58,True,56
True,0.6,0.9,0.67,False,57
False,0.8,0.5,0.67,False,57
True,0.5,0.1,0.67,True,58
False,0.9,0.5,0.58,False,58
True,0.4,0.9,0.67,False,59
False,0.9,0.5,0.78,True,59
True,0.4,0.1,0.67,True,60
False,0.3,0.5,0.58,True,60
True,0.4,0.9,0.25,False,61
False,0.9,0.4,0.6,False,61
True,0.4,0.3,0.6,False,62
False,0.1,0.5,0.44,False,62
True,0.5,0.7,0.42,False,63
False,0.3,0.4,0.6,True,63
True,0.6,0.8,0.75,True,64
False,0.2,0.5,0.43,False,64
True,0.6,0.9,0.2,False,65
False,0.9,0.5,0.58,False,65
True,0.6,0.9,0.75,True,66
False,0.8,0.4,0.6,True,66
True,0.6,0.3,0.44,False,67
False,0.7,0.6,0.67,True,67
True,0.5,0.7,0.6,False,68
False,0.9,0.5,0.43,False,68
True,0.5,0.7,0.68,True,69
False,0.2,0.5,0.58,True,69
True,0.6,0.1,0.67,True,70
False,0.8,0.6,0.75,True,70
True,0.5,0.2,0.75,False,71
False,0.7,0.4,0.58,True,71
True,0.5,0.8,0.68,True,72
False,0.2,0.5,0.42,False,72
True,0.5,0.2,0.71,True,73
False,0.7,0.5,0.71,True,73
True,0.5,0.2,0.67,False,74
False,0.3,0.5,0.58,True,74
True,0.4,0.1,0.38,False,75
False,0.2,0.5,0.42,True,75
True,0.5,0.7,0.42,False,76
False,0.3,0.5,0.58,True,76
True,0.6,0.3,0.58,True,77
False,0.7,0.5,0.58,True,77
True,0.5,0.2,0.68,True,78
False,0.1,0.5,0.42,True,78
True,0.6,0.2,0.75,True,79
False,0.9,0.5,0.78,True,79
True,0.5,0.7,0.6,True,80
False,0.3,0.5,0.58,False,80
True,0.4,0.2,0.75,True,81
False,0.2,0.4,0.58,True,81
True,0.4,0.3,0.6,False,82
False,0.7,0.6,0.58,False,82
True,0.6,0.2,0.44,False,83
False,0.8,0.4,0.65,True,83
True,0.5,0.7,0.7,False,84
False,0.1,0.5,0.44,False,84
True,0.6,0.3,0.68,True,85
False,0.8,0.6,0.67,False,85
True,0.5,0.7,0.42,False,86
False,0.2,0.5,0.67,True,86
True,0.6,0.2,0.75,False,87
False,0.7,0.6,0.6,True,87
True,0.5,0.9,0.78,True,88
False,0.1,0.5,0.42,True,88
True,0.5,0.8,0.65,True,89
False,0.3,0.4,0.67,True,89
True,0.4,0.3,0.58,False,90
False,0.3,0.6,0.58,False,90
True,0.5,0.3,0.58,False,91
False,0.7,0.4,0.58,False,91
True,0.5,0.3,0.44,False,92
False,0.9,0.4,0.65,False,92
True,0.6,0.2,0.75,True,93
False,0.1,0.5,0.58,True,93
True,0.5,0.1,0.38,True,94
False,0.2,0.6,0.67,True,94
True,0.4,0.8,0.67,False,95
False,0.7,0.5,0.67,True,95
True,0.4,0.9,0.25,False,96
False,0.9,0.4,0.6,True,96
True,0.5,0.8,0.42,False,97
False,0.1,0.6,0.78,False,97
True,0.5,0.8,0.75,False,98
False,0.9,0.5,0.78,True,98
True,0.5,0.3,0.58,True,99
False,0.2,0.4,0.67,False,99
True,0.5,0.3,0.7,True,100
False,0.2,0.6,0.7,True,100
True,0.6,0.9,0.75,False,101
False,0.9,0.5,0.58,False,101
True,0.4,0.2,0.67,False,102
False,0.8,0.6,0.65,False,102
True,0.5,0.2,0.65,True,103
False,0.9,0.5,0.63,False,103
True,0.6,0.3,0.6,True,104
False,0.3,0.6,0.67,False,104
True,0.5,0.9,0.25,False,105
False,0.8,0.5,0.78,True,105
True,0.6,0.8,0.42,False,106
False,0.1,0.5,0.42,True,106
True,0.5,0.1,0.42,True,107
False,0.1,0.5,0.38,True,107
True,0.5,0.3,0.68,False,108
False,0.7,0.5,0.63,False,108
True,0.5,0.8,0.78,True,109
False,0.9,0.5,0.67,False,109
True,0.5,0.7,0.42,False,110
False,0.3,0.5,0.37,False,110
True,0.6,0.8,0.75,True,111
False,0.1,0.6,0.38,False,111
True,0.6,0.2,0.75,True,112
False,0.9,0.6,0.6,False,112
True,0.5,0.7,0.7,True,113
False,0.2,0.5,0.45,False,113
True,0.5,0.2,0.67,False,114
False,0.3,0.4,0.65,False,114
True,0.5,0.7,0.7,True,115
False,0.9,0.5,0.67,False,115
True,0.6,0.1,0.58,True,116
False,0.2,0.5,0.58,True,116
