trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,7,7,32,False,0,0,0
1,3,3,32,False,1,0,0
2,0,0,8,False,0,2,0
3,1,1,128,False,0,1,0
4,1,1,8,False,1,2,0
5,1,1,128,False,1,1,0
6,0,0,128,False,2,1,0
7,1,1,32,False,2,0,0
8,1,1,32,False,3,0,0
9,1,1,128,False,3,1,0
10,0,0,8,False,2,2,0
11,0,0,32,False,4,0,0
12,0,0,8,False,3,2,0
13,0,0,128,False,4,1,0
14,1,1,32,False,5,0,0
15,2,0,8,True,4,2,0
16,50,0,128,True,5,1,0
17,3,0,8,True,5,2,0
18,2,0,128,True,6,1,0
19,1,1,128,False,7,1,0
20,8,8,128,False,8,1,0
21,118,0,128,True,9,1,0
22,1,1,32,False,6,0,0
23,6,6,128,False,10,1,0
24,0,0,8,False,6,2,0
25,0,0,128,False,11,1,0
26,0,0,32,False,7,0,0
27,0,0,8,False,7,2,0
28,0,0,8,False,8,2,0
29,2,0,8,True,9,2,0
30,6,0,32,True,8,0,0
31,52,0,128,True,12,1,0
32,30,0,128,True,13,1,0
33,4,0,8,True,10,2,0
34,1,0,8,True,11,2,0
35,0,0,32,False,9,0,0
36,73,0,128,True,14,1,0
37,23,0,128,True,15,1,0
38,108,0,128,True,16,1,0
39,23,0,128,True,17,1,0
40,8,0,8,True,12,2,0
41,25,0,128,True,18,1,0
42,3,0,32,True,10,0,0
43,4,0,8,True,13,2,0
44,56,0,128,True,19,1,0
45,21,0,32,True,11,0,0
46,17,0,128,True,20,1,0
47,72,0,128,True,21,1,0
48,20,0,32,True,12,0,0
49,0,0,32,False,13,0,0
50,3,0,8,True,14,2,0
51,5,0,32,True,14,0,0
52,4,0,8,True,15,2,0
53,2,0,8,True,16,2,0
54,16,0,32,True,15,0,0
55,7,0,8,True,17,2,0
56,6,0,32,True,16,0,0
57,13,0,32,True,17,0,0
58,70,0,128,True,22,1,0
59,20,0,32,True,18,0,0
60,126,0,128,True,23,1,0
61,9,0,128,True,24,1,0
62,7,0,8,True,18,2,0
63,0,0,32,False,19,0,0
64,72,0,128,True,25,1,0
65,62,0,128,True,26,1,0
66,41,0,128,True,27,1,0
67,7,0,8,True,19,2,0
68,1,0,128,True,28,1,0
69,6,0,32,True,20,0,0
70,3,0,8,True,20,2,0
71,8,0,8,True,21,2,0
72,13,13,32,False,21,0,0
73,6,0,8,True,22,2,0
74,0,0,32,False,22,0,0
75,5,0,8,True,23,2,0
76,8,0,32,True,23,0,0
77,0,0,8,False,24,2,0
78,20,0,128,True,29,1,0
79,0,0,32,False,24,0,0
80,17,17,32,False,25,0,0
81,6,0,8,True,25,2,0
82,0,0,32,False,26,0,0
83,26,0,32,True,27,0,0
84,6,0,8,True,26,2,0
85,0,0,32,False,28,0,0
86,32,0,32,True,29,0,0
87,0,0,8,False,27,2,0
88,4,0,8,True,28,2,0
89,0,0,8,False,29,2,0
0,7,7,128,False,0,0,1
1,1,1,8,False,0,1,1
2,0,0,32,False,0,2,1
3,0,0,32,False,1,2,1
4,12,0,128,True,1,0,1
5,6,0,8,True,1,1,1
6,0,0,8,False,2,1,1
7,1,1,128,False,2,0,1
8,0,0,32,False,2,2,1
9,79,0,128,True,3,0,1
10,5,0,8,True,3,1,1
11,0,0,32,False,3,2,1
12,0,0,32,False,4,2,1
13,0,0,128,False,4,0,1
14,4,0,8,True,4,1,1
15,3,0,8,True,5,1,1
16,2,0,8,True,6,1,1
17,0,0,32,False,5,2,1
18,1,1,32,False,6,2,1
19,4,0,8,True,7,1,1
20,3,0,8,True,8,1,1
21,8,0,8,True,9,1,1
22,7,7,32,False,7,2,1
23,32,0,32,True,8,2,1
24,0,0,32,False,9,2,1
25,5,5,128,False,5,0,1
26,0,0,128,False,6,0,1
27,101,0,128,True,7,0,1
28,1,0,8,True,10,1,1
29,8,0,32,True,10,2,1
30,7,0,8,True,11,1,1
31,88,0,128,True,8,0,1
32,99,0,128,True,9,0,1
33,4,0,8,True,12,1,1
34,19,0,32,True,11,2,1
35,1,0,8,True,13,1,1
36,25,0,128,True,10,0,1
37,2,0,32,True,12,2,1
38,4,0,8,True,14,1,1
39,6,0,32,True,13,2,1
40,2,0,32,True,14,2,1
41,7,0,8,True,15,1,1
42,7,0,32,True,15,2,1
43,109,0,128,True,11,0,1
44,1,0,8,True,16,1,1
45,48,0,128,True,12,0,1
46,94,0,128,True,13,0,1
47,49,0,128,True,14,0,1
48,84,0,128,True,15,0,1
49,8,0,8,True,17,1,1
50,87,0,128,True,16,0,1
51,16,0,32,True,16,2,1
52,19,0,32,True,17,2,1
53,2,0,32,True,18,2,1
54,71,0,128,True,17,0,1
55,34,0,128,True,18,0,1
56,6,0,8,True,18,1,1
57,15,0,32,True,19,2,1
58,5,0,8,True,19,1,1
59,8,0,8,True,20,1,1
60,4,0,8,True,21,1,1
61,7,0,8,True,22,1,1
62,8,0,8,True,23,1,1
63,4,0,8,True,24,1,1
64,109,0,128,True,19,0,1
65,61,0,128,True,20,0,1
66,2,0,8,True,25,1,1
67,101,0,128,True,21,0,1
68,115,0,128,True,22,0,1
69,1,0,32,True,20,2,1
70,8,0,8,True,26,1,1
71,98,0,128,True,23,0,1
72,8,0,8,True,27,1,1
73,28,0,32,True,21,2,1
74,7,0,8,True,28,1,1
75,7,0,8,True,29,1,1
76,44,0,128,True,24,0,1
77,0,0,32,False,22,2,1
78,0,0,32,False,23,2,1
79,5,5,32,False,24,2,1
80,16,16,128,False,25,0,1
81,101,0,128,True,26,0,1
82,0,0,32,False,25,2,1
83,26,0,32,True,26,2,1
84,28,0,32,True,27,2,1
85,14,0,32,True,28,2,1
86,46,0,128,True,27,0,1
87,60,0,128,True,28,0,1
88,30,0,32,True,29,2,1
89,84,0,128,True,29,0,1
0,1,0,8,True,0,2,2
1,9,9,32,False,0,1,2
2,0,0,8,False,1,2,2
3,3,0,8,True,2,2,2
4,93,0,128,True,0,0,2
5,19,0,32,True,1,1,2
6,28,0,32,True,2,1,2
7,0,0,128,False,1,0,2
