trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,3,3,32,False,0,0,0
1,2,0,8,True,0,2,0
2,0,0,8,False,1,2,0
3,3,0,32,True,1,0,0
4,2,0,128,True,0,1,0
5,0,0,128,False,1,1,0
6,0,0,8,False,2,2,0
7,1,1,32,False,2,0,0
8,0,0,8,False,3,2,0
9,5,5,32,False,3,0,0
10,6,6,32,False,4,0,0
11,11,11,32,False,5,0,0
12,7,7,32,False,6,0,0
13,5,0,32,True,7,0,0
14,2,2,32,False,8,0,0
15,0,0,8,False,4,2,0
16,0,0,128,False,2,1,0
17,8,8,32,False,9,0,0
18,0,0,8,False,5,2,0
19,0,0,8,False,6,2,0
20,0,0,128,False,3,1,0
21,6,6,32,False,10,0,0
22,0,0,8,False,7,2,0
23,12,12,32,False,11,0,0
24,0,0,8,False,8,2,0
25,0,0,8,False,9,2,0
26,7,0,32,True,12,0,0
27,4,4,32,False,13,0,0
28,0,0,128,False,4,1,0
29,1,1,32,False,14,0,0
30,13,13,32,False,15,0,0
31,14,14,32,False,16,0,0
32,11,0,32,True,17,0,0
33,2,2,32,False,18,0,0
34,7,7,32,False,19,0,0
35,0,0,8,False,10,2,0
36,7,7,32,False,20,0,0
37,0,0,8,False,11,2,0
38,6,6,32,False,21,0,0
39,0,0,8,False,12,2,0
40,0,0,128,False,5,1,0
41,7,0,32,True,22,0,0
42,0,0,8,False,13,2,0
43,0,0,8,False,14,2,0
44,0,0,8,False,15,2,0
45,0,0,8,False,16,2,0
46,7,7,32,False,23,0,0
47,3,0,32,True,24,0,0
48,0,0,128,False,6,1,0
49,0,0,128,False,7,1,0
50,10,10,32,False,25,0,0
51,0,0,128,False,8,1,0
52,0,0,8,False,17,2,0
53,0,0,8,False,18,2,0
54,0,0,8,False,19,2,0
55,7,7,32,False,26,0,0
56,0,0,8,False,20,2,0
57,0,0,128,False,9,1,0
58,6,6,32,False,27,0,0
59,0,0,8,False,21,2,0
60,0,0,8,False,22,2,0
61,0,0,8,False,23,2,0
62,0,0,128,False,10,1,0
63,1,0,32,True,28,0,0
64,0,0,128,False,11,1,0
65,6,6,32,False,29,0,0
66,0,0,128,False,12,1,0
67,0,0,128,False,13,1,0
68,0,0,128,False,14,1,0
69,0,0,8,False,24,2,0
70,0,0,128,False,15,1,0
71,0,0,128,False,16,1,0
72,0,0,8,False,25,2,0
73,0,0,8,False,26,2,0
74,0,0,128,False,17,1,0
75,0,0,128,False,18,1,0
76,0,0,8,False,27,2,0
77,0,0,128,False,19,1,0
78,0,0,128,False,20,1,0
79,0,0,8,False,28,2,0
80,0,0,128,False,21,1,0
81,0,0,128,False,22,1,0
82,0,0,128,False,23,1,0
83,0,0,8,False,29,2,0
84,0,0,128,False,24,1,0
85,0,0,128,False,25,1,0
86,0,0,128,False,26,1,0
87,0,0,128,False,27,1,0
88,0,0,128,False,28,1,0
89,0,0,128,False,29,1,0
0,2,0,8,True,0,1,1
1,1,1,128,False,0,0,1
2,0,0,8,False,1,1,1
3,0,0,8,False,2,1,1
4,10,10,128,False,1,0,1
5,20,20,128,False,2,0,1
6,11,11,128,False,3,0,1
7,6,0,32,True,0,2,1
8,0,0,8,False,3,1,1
9,0,0,8,False,4,1,1
10,0,0,8,False,5,1,1
11,17,17,128,False,4,0,1
12,0,0,8,False,6,1,1
13,0,0,8,False,7,1,1
14,20,20,128,False,5,0,1
15,21,21,128,False,6,0,1
16,0,0,8,False,8,1,1
17,0,0,32,False,1,2,1
18,0,0,8,False,9,1,1
19,0,0,8,False,10,1,1
20,0,0,8,False,11,1,1
21,0,0,8,False,12,1,1
22,0,0,8,False,13,1,1
23,0,0,32,False,2,2,1
24,0,0,8,False,14,1,1
25,0,0,8,False,15,1,1
26,0,0,32,False,3,2,1
27,0,0,32,False,4,2,1
28,0,0,8,False,16,1,1
29,0,0,8,False,17,1,1
30,0,0,32,False,5,2,1
31,0,0,32,False,6,2,1
32,0,0,8,False,18,1,1
