trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,2,2,0,128,False,0,0
1,2,2,0,128,False,1,0
2,1,1,0,32,False,0,1
3,1,1,0,128,False,2,0
4,1,1,0,8,False,0,2
5,0,0,0,8,False,1,2
6,1,1,0,32,False,1,1
7,0,0,0,8,False,2,2
8,3,3,0,128,False,3,0
9,0,0,0,32,False,2,1
10,3,3,0,8,False,3,2
11,0,0,0,32,False,3,1
12,1,1,0,128,False,4,0
13,1,1,0,32,False,4,1
14,0,0,0,128,False,5,0
15,1,1,0,8,False,4,2
16,0,0,0,32,False,5,1
17,0,0,0,8,False,5,2
18,4,4,0,128,False,6,0
19,6,0,0,8,True,6,2
20,0,0,0,32,False,6,1
21,0,0,0,32,False,7,1
22,2,2,0,128,False,7,0
23,0,0,0,8,False,7,2
24,1,1,0,128,False,8,0
25,0,0,0,8,False,8,2
26,1,1,0,128,False,9,0
27,1,1,0,128,False,10,0
28,0,0,0,32,False,8,1
29,0,0,0,8,False,9,2
30,1,0,0,32,True,9,1
31,6,6,0,8,False,10,2
32,2,2,0,32,False,10,1
33,1,1,0,8,False,11,2
34,1,1,0,8,False,12,2
35,0,0,0,8,False,13,2
36,3,3,0,128,False,11,0
37,2,2,0,32,False,11,1
38,4,4,0,8,False,14,2
39,0,0,0,32,False,12,1
40,0,0,0,32,False,13,1
41,4,4,0,32,False,14,1
42,4,4,0,128,False,12,0
43,4,4,0,128,False,13,0
44,3,3,0,128,False,14,0
0,2,2,1,32,False,0,1
1,2,0,1,8,True,0,0
2,3,3,1,128,False,0,2
3,3,0,1,8,True,1,0
4,2,0,1,8,True,2,0
5,3,3,1,8,False,3,0
6,2,2,1,32,False,1,1
7,1,1,1,32,False,2,1
8,1,0,1,8,True,4,0
9,2,2,1,128,False,1,2
10,1,1,1,8,False,5,0
11,2,0,1,8,True,6,0
12,1,1,1,32,False,3,1
13,1,1,1,32,False,4,1
14,0,0,1,8,False,7,0
15,6,6,1,128,False,2,2
16,0,0,1,32,False,5,1
17,2,2,1,128,False,3,2
18,1,1,1,8,False,8,0
19,0,0,1,128,False,4,2
20,0,0,1,128,False,5,2
21,0,0,1,32,False,6,1
22,0,0,1,128,False,6,2
23,1,1,1,8,False,9,0
24,1,1,1,128,False,7,2
25,1,1,1,8,False,10,0
26,0,0,1,128,False,8,2
27,2,2,1,128,False,9,2
28,3,3,1,128,False,10,2
29,0,0,1,32,False,7,1
30,0,0,1,128,False,11,2
31,2,2,1,128,False,12,2
32,0,0,1,8,False,11,0
33,1,1,1,128,False,13,2
34,1,1,1,8,False,12,0
35,0,0,1,128,False,14,2
36,1,1,1,32,False,8,1
37,2,2,1,32,False,9,1
38,2,2,1,32,False,10,1
39,0,0,1,32,False,11,1
40,0,0,1,32,False,12,1
41,3,3,1,32,False,13,1
42,2,2,1,32,False,14,1
43,1,1,1,8,False,13,0
44,1,1,1,8,False,14,0
0,3,3,2,32,False,0,0
1,2,2,2,8,False,0,1
2,7,0,2,32,True,1,0
3,1,1,2,128,False,0,2
4,1,1,2,128,False,1,2
5,1,1,2,128,False,2,2
6,0,0,2,128,False,3,2
7,4,4,2,32,False,2,0
8,0,0,2,32,False,3,0
9,0,0,2,8,False,1,1
10,2,0,2,8,True,2,1
11,2,2,2,32,False,4,0
12,0,0,2,8,False,3,1
13,1,1,2,32,False,5,0
14,0,0,2,128,False,4,2
15,1,1,2,32,False,6,0
16,0,0,2,128,False,5,2
17,1,1,2,128,False,6,2
18,0,0,2,8,False,4,1
19,0,0,2,128,False,7,2
20,0,0,2,128,False,8,2
21,0,0,2,128,False,9,2
22,0,0,2,8,False,5,1
23,0,0,2,128,False,10,2
24,2,2,2,32,False,7,0
25,0,0,2,32,False,8,0
26,0,0,2,128,False,11,2
27,3,3,2,32,False,9,0
28,1,1,2,32,False,10,0
29,2,2,2,128,False,12,2
30,3,3,2,128,False,13,2
31,0,0,2,8,False,6,1
32,1,1,2,8,False,7,1
33,1,1,2,32,False,11,0
34,0,0,2,8,False,8,1
35,3,0,2,8,True,9,1
36,0,0,2,8,False,10,1
37,0,0,2,8,False,11,1
38,1,1,2,32,False,12,0
39,2,2,2,128,False,14,2
40,1,1,2,32,False,13,0
41,1,1,2,32,False,14,0
42,5,5,2,8,False,12,1
43,0,0,2,8,False,13,1
44,0,0,2,8,False,14,1
0,3,3,3,128,False,0,2
1,0,0,3,8,False,0,1
2,7,0,3,8,True,1,1
3,1,1,3,8,False,2,1
