trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,5,5,0,128,False,0,0
1,1,1,0,128,False,1,0
2,0,0,0,8,False,0,2
3,1,1,0,128,False,2,0
4,0,0,0,128,False,3,0
5,0,0,0,128,False,4,0
6,1,1,0,128,False,5,0
7,0,0,0,128,False,6,0
8,1,1,0,32,False,0,1
9,0,0,0,32,False,1,1
10,0,0,0,8,False,1,2
11,1,1,0,8,False,2,2
12,3,3,0,8,False,3,2
13,1,1,0,32,False,2,1
14,0,0,0,128,False,7,0
15,0,0,0,128,False,8,0
16,0,0,0,8,False,4,2
17,0,0,0,32,False,3,1
18,0,0,0,32,False,4,1
19,0,0,0,128,False,9,0
20,0,0,0,32,False,5,1
21,0,0,0,128,False,10,0
22,0,0,0,128,False,11,0
23,0,0,0,32,False,6,1
24,0,0,0,8,False,5,2
25,0,0,0,8,False,6,2
26,0,0,0,8,False,7,2
27,0,0,0,8,False,8,2
28,0,0,0,8,False,9,2
29,0,0,0,32,False,7,1
30,0,0,0,8,False,10,2
31,0,0,0,32,False,8,1
32,0,0,0,8,False,11,2
33,0,0,0,32,False,9,1
34,0,0,0,32,False,10,1
35,0,0,0,128,False,12,0
36,0,0,0,128,False,13,0
37,0,0,0,128,False,14,0
38,0,0,0,32,False,11,1
39,0,0,0,32,False,12,1
40,0,0,0,32,False,13,1
41,0,0,0,8,False,12,2
42,0,0,0,8,False,13,2
43,0,0,0,8,False,14,2
44,0,0,0,32,False,14,1
0,2,2,1,128,False,0,0
1,0,0,1,32,False,0,2
2,1,1,1,32,False,1,2
3,1,1,1,32,False,2,2
4,0,0,1,128,False,1,0
5,1,0,1,128,True,2,0
6,1,1,1,8,False,0,1
7,1,1,1,32,False,3,2
8,2,0,1,32,True,4,2
9,0,0,1,128,False,3,0
10,0,0,1,128,False,4,0
11,0,0,1,128,False,5,0
12,1,1,1,8,False,1,1
13,1,1,1,32,False,5,2
14,0,0,1,128,False,6,0
15,0,0,1,128,False,7,0
16,0,0,1,32,False,6,2
17,0,0,1,8,False,2,1
18,0,0,1,8,False,3,1
19,0,0,1,32,False,7,2
20,0,0,1,8,False,4,1
21,0,0,1,128,False,8,0
22,0,0,1,128,False,9,0
23,0,0,1,128,False,10,0
24,0,0,1,128,False,11,0
25,0,0,1,128,False,12,0
26,0,0,1,8,False,5,1
27,0,0,1,32,False,8,2
28,0,0,1,128,False,13,0
29,0,0,1,128,False,14,0
30,0,0,1,8,False,6,1
31,0,0,1,8,False,7,1
32,0,0,1,32,False,9,2
33,0,0,1,8,False,8,1
34,0,0,1,32,False,10,2
35,0,0,1,32,False,11,2
36,0,0,1,8,False,9,1
37,0,0,1,32,False,12,2
38,0,0,1,32,False,13,2
39,0,0,1,8,False,10,1
40,0,0,1,32,False,14,2
41,0,0,1,8,False,11,1
42,0,0,1,8,False,12,1
43,0,0,1,8,False,13,1
44,0,0,1,8,False,14,1
0,2,2,2,128,False,0,2
1,0,0,2,128,False,1,2
2,4,4,2,128,False,2,2
3,0,0,2,128,False,3,2
4,1,1,2,8,False,0,1
5,1,1,2,128,False,4,2
6,0,0,2,8,False,1,1
7,0,0,2,8,False,2,1
8,0,0,2,32,False,0,0
9,1,1,2,128,False,5,2
10,1,0,2,8,True,3,1
11,1,1,2,32,False,1,0
12,0,0,2,32,False,2,0
13,0,0,2,32,False,3,0
14,0,0,2,128,False,6,2
15,0,0,2,8,False,4,1
16,0,0,2,32,False,4,0
17,0,0,2,8,False,5,1
18,0,0,2,32,False,5,0
19,0,0,2,128,False,7,2
20,0,0,2,8,False,6,1
21,0,0,2,8,False,7,1
22,0,0,2,128,False,8,2
23,0,0,2,32,False,6,0
24,0,0,2,8,False,8,1
25,0,0,2,32,False,7,0
26,0,0,2,8,False,9,1
27,0,0,2,128,False,9,2
28,0,0,2,8,False,10,1
29,0,0,2,32,False,8,0
30,0,0,2,128,False,10,2
31,0,0,2,32,False,9,0
32,0,0,2,128,False,11,2
33,0,0,2,128,False,12,2
34,0,0,2,8,False,11,1
35,0,0,2,8,False,12,1
36,0,0,2,8,False,13,1
37,0,0,2,128,False,13,2
38,0,0,2,8,False,14,1
39,0,0,2,32,False,10,0
40,0,0,2,128,False,14,2
41,0,0,2,32,False,11,0
42,0,0,2,32,False,12,0
43,0,0,2,32,False,13,0
44,0,0,2,32,False,14,0
0,0,0,3,128,False,0,0
1,0,0,3,32,False,0,2
2,2,2,3,8,False,0,1
3,4,4,3,32,False,1,2
4,0,0,3,32,False,2,2
5,0,0,3,32,False,3,2
6,1,1,3,8,False,1,1
7,0,0,3,32,False,4,2
8,0,0,3,32,False,5,2
9,0,0,3,128,False,1,0
10,0,0,3,128,False,2,0
11,0,0,3,32,False,6,2
12,0,0,3,128,False,3,0
13,0,0,3,128,False,4,0
14,0,0,3,128,False,5,0
15,0,0,3,32,False,7,2
16,0,0,3,128,False,6,0
17,0,0,3,8,False,2,1
18,0,0,3,32,False,8,2
19,0,0,3,32,False,9,2
20,0,0,3,32,False,10,2
21,0,0,3,32,False,11,2
22,0,0,3,32,False,12,2
23,0,0,3,32,False,13,2
24,0,0,3,128,False,7,0
25,0,0,3,128,False,8,0
26,0,0,3,128,False,9,0
27,0,0,3,8,False,3,1
28,0,0,3,8,False,4,1
29,0,0,3,8,False,5,1
30,0,0,3,8,False,6,1
31,0,0,3,8,False,7,1
32,0,0,3,32,False,14,2
33,0,0,3,128,False,10,0
34,0,0,3,128,False,11,0
35,0,0,3,128,False,12,0
36,0,0,3,8,False,8,1
37,0,0,3,128,False,13,0
38,0,0,3,8,False,9,1
39,0,0,3,8,False,10,1
40,0,0,3,8,False,11,1
41,0,0,3,128,False,14,0
42,0,0,3,8,False,12,1
43,0,0,3,8,False,13,1
44,0,0,3,8,False,14,1
0,0,0,4,8,False,0,0
1,0,0,4,32,False,0,1
2,2,0,4,32,True,1,1
3,0,0,4,8,False,1,0
4,0,0,4,128,False,0,2
5,0,0,4,128,False,1,2
6,1,1,4,128,False,2,2
7,0,0,4,32,False,2,1
8,2,2,4,8,False,2,0
9,0,0,4,8,False,3,0
10,0,0,4,128,False,3,2
11,1,1,4,32,False,3,1
12,0,0,4,8,False,4,0
13,0,0,4,8,False,5,0
14,0,0,4,128,False,4,2
15,0,0,4,128,False,5,2
16,0,0,4,128,False,6,2
17,0,0,4,128,False,7,2
18,0,0,4,128,False,8,2
19,0,0,4,128,False,9,2
20,0,0,4,32,False,4,1
21,0,0,4,32,False,5,1
22,0,0,4,128,False,10,2
23,0,0,4,32,False,6,1
24,0,0,4,32,False,7,1
25,0,0,4,32,False,8,1
26,0,0,4,32,False,9,1
27,0,0,4,32,False,10,1
28,0,0,4,128,False,11,2
29,0,0,4,32,False,11,1
30,0,0,4,8,False,6,0
31,0,0,4,32,False,12,1
32,0,0,4,128,False,12,2
33,0,0,4,8,False,7,0
34,0,0,4,128,False,13,2
35,0,0,4,128,False,14,2
36,0,0,4,8,False,8,0
37,0,0,4,8,False,9,0
38,0,0,4,8,False,10,0
39,0,0,4,32,False,13,1
40,0,0,4,8,False,11,0
41,0,0,4,8,False,12,0
42,0,0,4,8,False,13,0
43,0,0,4,32,False,14,1
44,0,0,4,8,False,14,0
0,0,0,5,128,False,0,2
1,0,0,5,8,False,0,1
2,1,1,5,32,False,0,0
3,0,0,5,8,False,1,1
4,0,0,5,128,False,1,2
5,0,0,5,8,False,2,1
6,2,0,5,32,True,1,0
7,0,0,5,32,False,2,0
8,0,0,5,128,False,2,2
9,1,1,5,8,False,3,1
10,0,0,5,8,False,4,1
11,0,0,5,128,False,3,2
12,0,0,5,128,False,4,2
13,0,0,5,32,False,3,0
14,0,0,5,8,False,5,1
15,0,0,5,32,False,4,0
16,0,0,5,128,False,5,2
17,0,0,5,8,False,6,1
18,0,0,5,128,False,6,2
19,0,0,5,32,False,5,0
20,0,0,5,8,False,7,1
21,0,0,5,8,False,8,1
22,0,0,5,32,False,6,0
23,0,0,5,32,False,7,0
24,0,0,5,8,False,9,1
25,0,0,5,32,False,8,0
26,0,0,5,8,False,10,1
27,0,0,5,128,False,7,2
28,0,0,5,32,False,9,0
29,0,0,5,8,False,11,1
30,0,0,5,8,False,12,1
31,0,0,5,32,False,10,0
32,0,0,5,8,False,13,1
33,0,0,5,8,False,14,1
34,0,0,5,32,False,11,0
35,0,0,5,32,False,12,0
36,0,0,5,32,False,13,0
37,0,0,5,32,False,14,0
38,0,0,5,128,False,8,2
39,0,0,5,128,False,9,2
40,0,0,5,128,False,10,2
41,0,0,5,128,False,11,2
42,0,0,5,128,False,12,2
43,0,0,5,128,False,13,2
44,0,0,5,128,False,14,2
0,2,2,6,32,False,0,0
1,1,1,6,8,False,0,2
2,3,3,6,32,False,1,0
3,0,0,6,128,False,0,1
4,0,0,6,128,False,1,1
5,1,1,6,32,False,2,0
6,1,1,6,128,False,2,1
7,1,1,6,8,False,1,2
8,0,0,6,8,False,2,2
9,0,0,6,8,False,3,2
10,1,1,6,8,False,4,2
11,0,0,6,32,False,3,0
12,1,1,6,8,False,5,2
13,0,0,6,8,False,6,2
14,0,0,6,32,False,4,0
15,0,0,6,32,False,5,0
16,0,0,6,8,False,7,2
17,0,0,6,32,False,6,0
18,0,0,6,128,False,3,1
19,0,0,6,32,False,7,0
20,0,0,6,8,False,8,2
21,0,0,6,8,False,9,2
22,0,0,6,32,False,8,0
23,0,0,6,32,False,9,0
24,0,0,6,32,False,10,0
25,0,0,6,8,False,10,2
26,0,0,6,8,False,11,2
27,0,0,6,32,False,11,0
28,0,0,6,8,False,12,2
29,0,0,6,8,False,13,2
30,0,0,6,8,False,14,2
