trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,1,1,0,8,False,0,0
1,24,0,0,32,True,0,2
2,66,0,0,128,True,0,1
3,57,0,0,128,True,1,1
4,100,0,0,128,True,2,1
5,22,0,0,32,True,1,2
6,118,0,0,128,True,3,1
7,83,0,0,128,True,4,1
8,31,0,0,128,True,5,1
9,8,0,0,8,True,1,0
10,8,0,0,32,True,2,2
11,114,0,0,128,True,6,1
12,2,0,0,8,True,2,0
13,8,0,0,8,True,3,0
14,47,0,0,128,True,7,1
15,74,0,0,128,True,8,1
16,1,0,0,8,True,4,0
17,27,0,0,32,True,3,2
18,3,0,0,8,True,5,0
19,120,0,0,128,True,9,1
20,98,0,0,128,True,10,1
21,28,0,0,32,True,4,2
22,28,0,0,32,True,5,2
23,6,0,0,8,True,6,0
24,1,0,0,8,True,7,0
25,49,0,0,128,True,11,1
26,6,0,0,8,True,8,0
27,102,0,0,128,True,12,1
28,4,0,0,32,True,6,2
29,2,0,0,8,True,9,0
30,29,0,0,32,True,7,2
31,32,0,0,32,True,8,2
32,21,0,0,32,True,9,2
33,38,0,0,128,True,13,1
34,26,0,0,128,True,14,1
35,25,0,0,32,True,10,2
36,3,0,0,8,True,10,0
37,23,0,0,32,True,11,2
38,6,0,0,32,True,12,2
39,5,0,0,32,True,13,2
40,27,0,0,32,True,14,2
41,7,0,0,8,True,11,0
42,4,0,0,8,True,12,0
43,6,0,0,8,True,13,0
44,5,0,0,8,True,14,0
0,1,1,1,8,False,0,0
1,1,0,1,8,True,1,0
2,5,0,1,8,True,2,0
3,6,0,1,8,True,3,0
4,21,0,1,32,True,0,2
5,8,0,1,8,True,4,0
6,6,0,1,32,True,1,2
7,98,0,1,128,True,0,1
8,7,0,1,8,True,5,0
9,4,0,1,32,True,2,2
10,12,0,1,32,True,3,2
11,4,0,1,8,True,6,0
12,31,0,1,32,True,4,2
13,95,0,1,128,True,1,1
14,1,1,1,8,False,7,0
15,20,0,1,128,True,2,1
16,65,0,1,128,True,3,1
17,21,0,1,32,True,5,2
18,120,0,1,128,True,4,1
19,31,0,1,32,True,6,2
20,10,0,1,32,True,7,2
21,38,0,1,128,True,5,1
22,13,0,1,128,True,6,1
23,123,0,1,128,True,7,1
24,5,0,1,8,True,8,0
25,1,0,1,8,True,9,0
26,19,0,1,32,True,8,2
27,4,0,1,8,True,10,0
28,25,0,1,128,True,8,1
29,31,0,1,32,True,9,2
30,10,0,1,32,True,10,2
31,3,0,1,128,True,9,1
32,125,0,1,128,True,10,1
33,91,0,1,128,True,11,1
34,18,0,1,128,True,12,1
35,35,0,1,128,True,13,1
36,9,0,1,32,True,11,2
37,18,0,1,32,True,12,2
38,10,0,1,32,True,13,2
39,32,0,1,128,True,14,1
40,8,0,1,8,True,11,0
41,7,0,1,8,True,12,0
42,4,0,1,8,True,13,0
43,6,0,1,8,True,14,0
44,18,0,1,32,True,14,2
0,3,3,2,128,False,0,0
1,30,0,2,32,True,0,1
2,0,0,2,128,False,1,0
3,71,0,2,128,True,2,0
4,26,0,2,32,True,1,1
