trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,1,0,0,8,True,0,1
1,0,0,0,8,False,1,1
2,6,0,0,8,True,2,1
3,0,0,0,8,False,3,1
4,0,0,0,8,False,4,1
5,8,8,0,128,False,0,0
6,0,0,0,8,False,5,1
7,0,0,0,8,False,6,1
8,7,0,0,32,True,0,2
9,0,0,0,8,False,7,1
10,0,0,0,8,False,8,1
11,0,0,0,8,False,9,1
12,15,15,0,128,False,1,0
13,0,0,0,8,False,10,1
14,0,0,0,8,False,11,1
15,0,0,0,8,False,12,1
16,0,0,0,32,False,1,2
17,0,0,0,8,False,13,1
18,0,0,0,8,False,14,1
19,0,0,0,32,False,2,2
20,2,0,0,32,True,3,2
21,0,0,0,32,False,4,2
22,25,0,0,128,True,2,0
23,0,0,0,32,False,5,2
24,101,0,0,128,True,3,0
25,1,1,0,128,False,4,0
26,12,12,0,128,False,5,0
27,0,0,0,32,False,6,2
28,82,0,0,128,True,6,0
29,0,0,0,32,False,7,2
30,0,0,0,32,False,8,2
31,11,11,0,128,False,7,0
32,0,0,0,32,False,9,2
33,0,0,0,32,False,10,2
34,40,0,0,128,True,8,0
35,0,0,0,32,False,11,2
36,6,6,0,128,False,9,0
37,10,10,0,128,False,10,0
38,0,0,0,128,False,11,0
39,4,4,0,128,False,12,0
40,49,0,0,128,True,13,0
41,1,1,0,128,False,14,0
42,0,0,0,32,False,12,2
43,0,0,0,32,False,13,2
44,0,0,0,32,False,14,2
0,14,14,1,32,False,0,1
1,4,4,1,32,False,1,1
2,14,14,1,32,False,2,1
3,4,0,1,8,True,0,2
4,10,0,1,32,True,3,1
5,2,2,1,32,False,4,1
6,0,0,1,8,False,1,2
7,0,0,1,8,False,2,2
8,14,14,1,32,False,5,1
9,7,0,1,32,True,6,1
10,0,0,1,8,False,3,2
11,0,0,1,8,False,4,2
12,6,6,1,128,False,0,0
13,1,1,1,128,False,1,0
14,0,0,1,8,False,5,2
15,8,8,1,128,False,2,0
16,15,15,1,128,False,3,0
17,5,5,1,128,False,4,0
18,7,0,1,32,True,7,1
19,0,0,1,8,False,6,2
20,0,0,1,32,False,8,1
21,5,0,1,128,True,5,0
22,1,1,1,128,False,6,0
23,0,0,1,8,False,7,2
24,0,0,1,8,False,8,2
25,3,3,1,128,False,7,0
26,0,0,1,8,False,9,2
27,1,1,1,32,False,9,1
28,1,1,1,32,False,10,1
29,4,4,1,32,False,11,1
30,14,14,1,128,False,8,0
31,2,2,1,128,False,9,0
32,1,1,1,128,False,10,0
33,0,0,1,8,False,10,2
34,20,20,1,128,False,11,0
35,0,0,1,32,False,12,1
36,0,0,1,32,False,13,1
37,1,1,1,32,False,14,1
38,32,32,1,128,False,12,0
39,0,0,1,8,False,11,2
40,3,3,1,128,False,13,0
41,2,2,1,128,False,14,0
42,0,0,1,8,False,12,2
43,0,0,1,8,False,13,2
44,0,0,1,8,False,14,2
0,14,14,2,128,False,0,0
1,2,2,2,128,False,1,0
2,9,0,2,32,True,0,2
