trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,1,1,8,False,0,0,0
1,2,0,8,True,1,0,0
2,1,1,32,False,0,2,0
3,32,0,32,True,1,2,0
4,28,0,32,True,2,2,0
5,3,3,128,False,0,1,0
6,0,0,32,False,3,2,0
7,0,0,8,False,2,0,0
8,1,1,8,False,3,0,0
9,7,7,128,False,1,1,0
10,0,0,32,False,4,2,0
11,1,1,32,False,5,2,0
12,1,1,32,False,6,2,0
13,12,0,32,True,7,2,0
14,0,0,8,False,4,0,0
15,1,1,32,False,8,2,0
16,1,1,8,False,5,0,0
17,0,0,32,False,9,2,0
18,2,0,32,True,10,2,0
19,2,2,32,False,11,2,0
20,0,0,8,False,6,0,0
21,69,69,128,False,2,1,0
22,4,4,8,False,7,0,0
23,2,0,8,True,8,0,0
24,2,2,8,False,9,0,0
25,21,0,128,True,3,1,0
26,0,0,8,False,10,0,0
27,0,0,32,False,12,2,0
28,2,2,128,False,4,1,0
29,0,0,32,False,13,2,0
30,0,0,8,False,11,0,0
31,9,9,128,False,5,1,0
32,19,0,128,True,6,1,0
33,2,2,32,False,14,2,0
34,0,0,8,False,12,0,0
35,0,0,8,False,13,0,0
36,0,0,128,False,7,1,0
37,2,2,128,False,8,1,0
38,1,1,128,False,9,1,0
39,2,2,128,False,10,1,0
40,0,0,128,False,11,1,0
41,0,0,128,False,12,1,0
42,4,4,128,False,13,1,0
43,0,0,8,False,14,0,0
44,0,0,128,False,14,1,0
0,2,2,8,False,0,2,1
1,2,0,8,True,1,2,1
2,0,0,8,False,2,2,1
3,0,0,8,False,3,2,1
4,0,0,8,False,4,2,1
5,0,0,128,False,0,1,1
6,0,0,32,False,0,0,1
7,12,12,32,False,1,0,1
8,5,5,128,False,1,1,1
9,13,13,32,False,2,0,1
10,0,0,8,False,5,2,1
11,10,10,128,False,2,1,1
12,0,0,8,False,6,2,1
13,0,0,8,False,7,2,1
14,0,0,8,False,8,2,1
15,39,39,128,False,3,1,1
16,0,0,8,False,9,2,1
17,0,0,8,False,10,2,1
18,0,0,8,False,11,2,1
19,19,19,32,False,3,0,1
20,23,0,32,True,4,0,1
21,5,5,32,False,5,0,1
22,2,2,32,False,6,0,1
23,0,0,128,False,4,1,1
24,46,46,128,False,5,1,1
25,9,9,128,False,6,1,1
26,1,1,8,False,12,2,1
27,1,1,8,False,13,2,1
28,0,0,128,False,7,1,1
29,0,0,32,False,7,0,1
30,11,11,128,False,8,1,1
31,0,0,128,False,9,1,1
32,7,7,128,False,10,1,1
33,0,0,32,False,8,0,1
34,0,0,128,False,11,1,1
35,0,0,32,False,9,0,1
36,0,0,128,False,12,1,1
37,0,0,128,False,13,1,1
38,2,2,8,False,14,2,1
39,0,0,32,False,10,0,1
40,50,0,128,True,14,1,1
41,0,0,32,False,11,0,1
42,0,0,32,False,12,0,1
43,0,0,32,False,13,0,1
44,0,0,32,False,14,0,1
0,2,0,32,True,0,0,2
1,0,0,128,False,0,2,2
2,0,0,8,False,0,1,2
3,2,2,32,False,1,0,2
4,0,0,128,False,1,2,2
5,0,0,32,False,2,0,2
6,0,0,128,False,2,2,2
7,0,0,128,False,3,2,2
8,0,0,32,False,3,0,2
9,0,0,32,False,4,0,2
10,2,2,32,False,5,0,2
11,1,1,32,False,6,0,2
12,0,0,128,False,4,2,2
13,0,0,8,False,1,1,2
14,3,3,32,False,7,0,2
15,0,0,8,False,2,1,2
16,7,7,32,False,8,0,2
17,1,0,32,True,9,0,2
18,0,0,32,False,10,0,2
19,0,0,32,False,11,0,2
20,2,2,8,False,3,1,2
21,1,1,128,False,5,2,2
22,6,6,128,False,6,2,2
23,0,0,32,False,12,0,2
24,2,2,8,False,4,1,2
25,6,0,8,True,5,1,2
26,1,1,8,False,6,1,2
27,1,1,8,False,7,1,2
28,0,0,32,False,13,0,2
29,8,8,128,False,7,2,2
30,1,1,128,False,8,2,2
31,13,13,128,False,9,2,2
32,1,0,8,True,8,1,2
33,4,0,8,True,9,1,2
34,16,16,128,False,10,2,2
35,0,0,32,False,14,0,2
36,3,0,8,True,10,1,2
37,0,0,8,False,11,1,2
38,10,10,128,False,11,2,2
39,4,0,128,True,12,2,2
40,1,1,8,False,12,1,2
41,7,7,128,False,13,2,2
42,14,14,128,False,14,2,2
43,3,3,8,False,13,1,2
44,2,2,8,False,14,1,2
