trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,1,1,32,False,0,1,0
1,2,2,128,False,0,2,0
2,4,4,32,False,1,1,0
3,4,0,8,True,0,0,0
4,0,0,8,False,1,0,0
5,4,4,32,False,2,1,0
6,1,1,32,False,3,1,0
7,1,1,128,False,1,2,0
8,3,3,128,False,2,2,0
9,1,0,32,True,4,1,0
10,0,0,8,False,2,0,0
11,1,1,128,False,3,2,0
12,1,1,128,False,4,2,0
13,0,0,32,False,5,1,0
14,6,6,32,False,6,1,0
15,0,0,8,False,3,0,0
16,0,0,32,False,7,1,0
17,0,0,8,False,4,0,0
18,0,0,128,False,5,2,0
19,0,0,8,False,5,0,0
20,0,0,8,False,6,0,0
21,2,2,128,False,6,2,0
22,5,5,128,False,7,2,0
23,1,1,128,False,8,2,0
24,1,1,8,False,7,0,0
25,7,7,128,False,9,2,0
26,3,3,128,False,10,2,0
27,1,1,32,False,8,1,0
28,2,2,32,False,9,1,0
29,0,0,8,False,8,0,0
30,1,1,8,False,9,0,0
31,1,1,128,False,11,2,0
32,0,0,8,False,10,0,0
33,2,2,128,False,12,2,0
34,2,2,8,False,11,0,0
35,1,1,128,False,13,2,0
36,4,4,128,False,14,2,0
37,1,1,32,False,10,1,0
38,5,5,32,False,11,1,0
39,0,0,8,False,12,0,0
40,1,1,32,False,12,1,0
41,2,2,32,False,13,1,0
42,0,0,32,False,14,1,0
43,2,2,8,False,13,0,0
44,2,2,8,False,14,0,0
0,2,2,32,False,0,1,1
1,2,2,32,False,1,1,1
2,0,0,32,False,2,1,1
3,3,3,32,False,3,1,1
4,2,2,128,False,0,2,1
5,5,5,32,False,4,1,1
6,5,5,32,False,5,1,1
7,4,4,8,False,0,0,1
8,1,1,32,False,6,1,1
9,2,2,32,False,7,1,1
10,5,5,32,False,8,1,1
11,0,0,8,False,1,0,1
12,2,2,32,False,9,1,1
13,1,1,128,False,1,2,1
14,0,0,128,False,2,2,1
15,1,0,8,True,2,0,1
16,1,1,32,False,10,1,1
17,0,0,32,False,11,1,1
18,2,2,32,False,12,1,1
19,2,2,128,False,3,2,1
20,0,0,128,False,4,2,1
21,1,1,128,False,5,2,1
22,2,2,32,False,13,1,1
23,1,1,128,False,6,2,1
24,0,0,8,False,3,0,1
25,2,2,8,False,4,0,1
26,0,0,128,False,7,2,1
27,0,0,8,False,5,0,1
28,1,1,128,False,8,2,1
29,1,1,8,False,6,0,1
30,0,0,128,False,9,2,1
31,2,0,8,True,7,0,1
32,2,2,32,False,14,1,1
