trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,3,3,128,False,0,1,0
1,1,1,8,False,0,2,0
2,0,0,32,False,0,0,0
3,4,4,8,False,1,2,0
4,0,0,8,False,2,2,0
5,0,0,8,False,3,2,0
6,1,1,8,False,4,2,0
7,1,1,32,False,1,0,0
8,0,0,128,False,1,1,0
9,2,2,128,False,2,1,0
10,1,1,32,False,2,0,0
11,1,1,128,False,3,1,0
12,1,1,8,False,5,2,0
13,1,1,128,False,4,1,0
14,0,0,128,False,5,1,0
15,1,1,8,False,6,2,0
16,3,3,128,False,6,1,0
17,3,3,32,False,3,0,0
18,1,1,8,False,7,2,0
19,2,2,128,False,7,1,0
20,2,2,32,False,4,0,0
21,0,0,32,False,5,0,0
22,0,0,32,False,6,0,0
23,1,1,32,False,7,0,0
24,0,0,128,False,8,1,0
25,0,0,8,False,8,2,0
26,0,0,128,False,9,1,0
27,1,1,32,False,8,0,0
28,1,1,8,False,9,2,0
29,0,0,32,False,9,0,0
30,0,0,8,False,10,2,0
31,1,1,8,False,11,2,0
32,0,0,8,False,12,2,0
33,2,2,32,False,10,0,0
34,0,0,128,False,10,1,0
35,0,0,128,False,11,1,0
36,0,0,32,False,11,0,0
37,1,1,32,False,12,0,0
38,2,2,128,False,12,1,0
39,1,1,32,False,13,0,0
40,4,4,32,False,14,0,0
41,0,0,128,False,13,1,0
42,0,0,8,False,13,2,0
43,2,2,128,False,14,1,0
44,6,0,8,True,14,2,0
0,1,0,8,True,0,2,1
1,1,1,32,False,0,1,1
2,0,0,32,False,1,1,1
3,0,0,8,False,1,2,1
4,0,0,32,False,2,1,1
5,0,0,128,False,0,0,1
6,0,0,128,False,1,0,1
7,4,4,8,False,2,2,1
8,0,0,8,False,3,2,1
9,0,0,8,False,4,2,1
10,4,4,32,False,3,1,1
11,1,1,8,False,5,2,1
12,0,0,8,False,6,2,1
13,0,0,32,False,4,1,1
14,2,2,8,False,7,2,1
15,0,0,8,False,8,2,1
16,0,0,128,False,2,0,1
17,0,0,32,False,5,1,1
18,1,1,8,False,9,2,1
19,3,3,32,False,6,1,1
20,0,0,32,False,7,1,1
21,3,3,8,False,10,2,1
22,5,5,128,False,3,0,1
23,0,0,8,False,11,2,1
24,0,0,128,False,4,0,1
25,1,1,8,False,12,2,1
26,1,0,8,True,13,2,1
27,0,0,32,False,8,1,1
28,4,0,128,True,5,0,1
29,0,0,128,False,6,0,1
30,0,0,128,False,7,0,1
31,1,1,8,False,14,2,1
32,0,0,32,False,9,1,1
33,2,2,32,False,10,1,1
34,2,0,128,True,8,0,1
35,0,0,128,False,9,0,1
36,7,7,32,False,11,1,1
37,2,2,32,False,12,1,1
38,1,1,128,False,10,0,1
39,0,0,128,False,11,0,1
40,0,0,32,False,13,1,1
41,0,0,128,False,12,0,1
42,1,1,128,False,13,0,1
43,1,1,32,False,14,1,1
44,0,0,128,False,14,0,1
0,1,0,8,True,0,0,2
1,0,0,8,False,1,0,2
2,0,0,128,False,0,2,2
3,0,0,32,False,0,1,2
4,2,2,32,False,1,1,2
5,0,0,32,False,2,1,2
6,0,0,32,False,3,1,2
7,1,1,8,False,2,0,2
8,0,0,8,False,3,0,2
9,0,0,32,False,4,1,2
10,2,2,8,False,4,0,2
11,1,1,128,False,1,2,2
12,0,0,32,False,5,1,2
13,0,0,32,False,6,1,2
14,0,0,32,False,7,1,2
15,1,1,8,False,5,0,2
16,3,3,32,False,8,1,2
17,1,1,128,False,2,2,2
18,1,1,32,False,9,1,2
19,0,0,32,False,10,1,2
20,1,1,32,False,11,1,2
21,0,0,32,False,12,1,2
22,8,8,128,False,3,2,2
23,0,0,8,False,6,0,2
24,0,0,32,False,13,1,2
25,0,0,128,False,4,2,2
26,0,0,32,False,14,1,2
27,0,0,128,False,5,2,2
28,1,0,8,True,7,0,2
29,1,1,128,False,6,2,2
30,0,0,8,False,8,0,2
31,2,2,8,False,9,0,2
32,3,3,8,False,10,0,2
33,0,0,128,False,7,2,2
34,1,1,128,False,8,2,2
35,1,1,128,False,9,2,2
36,0,0,8,False,11,0,2
37,1,1,8,False,12,0,2
38,3,3,8,False,13,0,2
39,0,0,8,False,14,0,2
40,1,1,128,False,10,2,2
41,1,1,128,False,11,2,2
42,0,0,128,False,12,2,2
43,0,0,128,False,13,2,2
44,0,0,128,False,14,2,2
0,4,4,32,False,0,1,3
1,1,1,128,False,0,2,3
2,0,0,8,False,0,0,3
3,0,0,8,False,1,0,3
4,2,2,128,False,1,2,3
5,2,0,8,True,2,0,3
6,2,2,32,False,1,1,3
7,1,1,32,False,2,1,3
8,0,0,32,False,3,1,3
9,0,0,32,False,4,1,3
10,1,1,128,False,2,2,3
11,2,2,128,False,3,2,3
12,0,0,32,False,5,1,3
13,1,0,32,True,6,1,3
14,2,2,32,False,7,1,3
15,1,0,8,True,3,0,3
16,0,0,8,False,4,0,3
17,0,0,8,False,5,0,3
18,3,3,128,False,4,2,3
19,1,0,32,True,8,1,3
20,0,0,8,False,6,0,3
21,1,1,8,False,7,0,3
22,0,0,32,False,9,1,3
23,1,1,128,False,5,2,3
24,0,0,32,False,10,1,3
25,0,0,128,False,6,2,3
26,0,0,128,False,7,2,3
27,1,1,32,False,11,1,3
28,0,0,128,False,8,2,3
29,0,0,8,False,8,0,3
30,0,0,32,False,12,1,3
31,2,0,8,True,9,0,3
32,2,2,8,False,10,0,3
33,0,0,128,False,9,2,3
34,0,0,8,False,11,0,3
35,0,0,8,False,12,0,3
36,1,1,8,False,13,0,3
37,1,1,128,False,10,2,3
38,8,8,128,False,11,2,3
39,0,0,128,False,12,2,3
40,2,2,128,False,13,2,3
41,1,1,8,False,14,0,3
42,1,1,128,False,14,2,3
43,2,2,32,False,13,1,3
44,0,0,32,False,14,1,3
0,1,1,128,False,0,1,4
1,0,0,8,False,0,0,4
2,1,1,32,False,0,2,4
3,0,0,8,False,1,0,4
4,0,0,32,False,1,2,4
5,0,0,32,False,2,2,4
6,1,1,32,False,3,2,4
7,0,0,128,False,1,1,4
8,0,0,8,False,2,0,4
9,11,11,32,False,4,2,4
10,1,1,32,False,5,2,4
11,0,0,128,False,2,1,4
12,2,2,128,False,3,1,4
13,0,0,8,False,3,0,4
14,2,2,32,False,6,2,4
15,0,0,128,False,4,1,4
16,0,0,32,False,7,2,4
17,0,0,8,False,4,0,4
18,1,1,8,False,5,0,4
19,0,0,8,False,6,0,4
20,3,3,128,False,5,1,4
21,0,0,8,False,7,0,4
22,0,0,32,False,8,2,4
23,1,0,8,True,8,0,4
24,4,4,32,False,9,2,4
25,0,0,128,False,6,1,4
26,1,1,32,False,10,2,4
27,0,0,32,False,11,2,4
28,1,0,8,True,9,0,4
29,0,0,128,False,7,1,4
30,0,0,128,False,8,1,4
31,0,0,8,False,10,0,4
32,0,0,128,False,9,1,4
33,2,2,128,False,10,1,4
34,1,1,128,False,11,1,4
35,0,0,8,False,11,0,4
36,1,1,32,False,12,2,4
37,3,3,128,False,12,1,4
38,1,1,8,False,12,0,4
39,0,0,8,False,13,0,4
40,3,3,32,False,13,2,4
41,0,0,128,False,13,1,4
42,1,1,8,False,14,0,4
43,0,0,128,False,14,1,4
44,2,2,32,False,14,2,4
