trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,85,0,0,128,True,0,2
1,0,0,0,128,False,1,2
2,8,0,0,8,True,0,1
3,0,0,0,128,False,2,2
4,0,0,0,32,False,0,0
5,1,1,0,32,False,1,0
6,0,0,0,8,False,1,1
7,0,0,0,128,False,3,2
8,5,0,0,8,True,2,1
9,0,0,0,8,False,3,1
10,7,0,0,8,True,4,1
11,0,0,0,32,False,2,0
12,0,0,0,128,False,4,2
13,0,0,0,32,False,3,0
14,1,1,0,128,False,5,2
15,105,0,0,128,True,6,2
16,0,0,0,8,False,5,1
17,1,1,0,32,False,4,0
18,0,0,0,128,False,7,2
19,0,0,0,8,False,6,1
20,0,0,0,128,False,8,2
21,4,4,0,128,False,9,2
22,0,0,0,8,False,7,1
23,0,0,0,128,False,10,2
24,3,0,0,8,True,8,1
25,1,1,0,8,False,9,1
26,0,0,0,32,False,5,0
27,1,1,0,32,False,6,0
28,12,12,0,128,False,11,2
29,0,0,0,128,False,12,2
30,8,0,0,8,True,10,1
31,5,5,0,128,False,13,2
32,0,0,0,32,False,7,0
33,1,0,0,8,True,11,1
34,0,0,0,32,False,8,0
35,4,4,0,8,False,12,1
36,1,1,0,128,False,14,2
37,1,1,0,32,False,9,0
38,1,1,0,8,False,13,1
39,3,0,0,32,True,10,0
40,1,1,0,32,False,11,0
41,2,0,0,8,True,14,1
42,0,0,0,32,False,12,0
43,0,0,0,32,False,13,0
44,0,0,0,32,False,14,0
0,29,0,1,128,True,0,1
1,0,0,1,8,False,0,2
2,4,0,1,8,True,1,2
3,1,1,1,128,False,1,1
4,0,0,1,32,False,0,0
5,1,1,1,128,False,2,1
6,0,0,1,128,False,3,1
7,0,0,1,8,False,2,2
8,1,1,1,32,False,1,0
9,1,0,1,8,True,3,2
10,0,0,1,32,False,2,0
11,0,0,1,8,False,4,2
12,0,0,1,128,False,4,1
13,0,0,1,128,False,5,1
14,0,0,1,128,False,6,1
15,5,0,1,8,True,5,2
16,1,1,1,8,False,6,2
17,0,0,1,32,False,3,0
18,0,0,1,128,False,7,1
19,0,0,1,8,False,7,2
20,0,0,1,32,False,4,0
21,0,0,1,32,False,5,0
22,0,0,1,8,False,8,2
23,1,1,1,32,False,6,0
24,1,0,1,8,True,9,2
25,0,0,1,8,False,10,2
26,0,0,1,32,False,7,0
27,0,0,1,32,False,8,0
28,0,0,1,8,False,11,2
29,0,0,1,128,False,8,1
30,1,1,1,128,False,9,1
31,0,0,1,128,False,10,1
32,4,4,1,128,False,11,1
33,7,7,1,128,False,12,1
