trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,2,2,0,8,False,0,1
1,0,0,0,32,False,0,0
2,2,0,0,32,True,1,0
3,0,0,0,128,False,0,2
4,0,0,0,128,False,1,2
5,0,0,0,8,False,1,1
6,1,1,0,128,False,2,2
7,1,1,0,128,False,3,2
8,5,5,0,128,False,4,2
9,2,0,0,32,True,2,0
10,0,0,0,32,False,3,0
11,1,1,0,32,False,4,0
12,1,1,0,128,False,5,2
13,0,0,0,8,False,2,1
14,1,1,0,32,False,5,0
15,2,2,0,128,False,6,2
16,0,0,0,32,False,6,0
17,2,2,0,8,False,3,1
18,0,0,0,32,False,7,0
19,1,1,0,8,False,4,1
20,0,0,0,32,False,8,0
21,8,0,0,32,True,9,0
22,6,6,0,128,False,7,2
23,2,2,0,32,False,10,0
24,0,0,0,128,False,8,2
25,5,5,0,32,False,11,0
26,1,1,0,8,False,5,1
27,0,0,0,8,False,6,1
28,1,1,0,32,False,12,0
29,0,0,0,8,False,7,1
30,1,1,0,8,False,8,1
31,4,4,0,8,False,9,1
32,2,2,0,128,False,9,2
33,8,8,0,128,False,10,2
34,1,0,0,8,True,10,1
35,3,3,0,128,False,11,2
36,1,1,0,32,False,13,0
37,1,1,0,32,False,14,0
38,2,0,0,8,True,11,1
39,1,0,0,8,True,12,1
40,6,6,0,128,False,12,2
41,2,2,0,128,False,13,2
42,3,3,0,8,False,13,1
43,24,0,0,128,True,14,2
44,0,0,0,8,False,14,1
0,0,0,1,128,False,0,2
1,0,0,1,8,False,0,0
2,0,0,1,32,False,0,1
3,0,0,1,32,False,1,1
4,5,0,1,8,True,1,0
5,0,0,1,128,False,1,2
6,1,1,1,128,False,2,2
7,0,0,1,128,False,3,2
8,3,3,1,128,False,4,2
9,0,0,1,128,False,5,2
10,0,0,1,8,False,2,0
11,1,0,1,8,True,3,0
12,12,12,1,32,False,2,1
13,0,0,1,8,False,4,0
14,5,5,1,8,False,5,0
15,10,10,1,32,False,3,1
16,4,4,1,8,False,6,0
17,2,2,1,32,False,4,1
18,0,0,1,128,False,6,2
19,0,0,1,8,False,7,0
20,0,0,1,32,False,5,1
21,3,0,1,8,True,8,0
22,0,0,1,8,False,9,0
23,16,0,1,32,True,6,1
24,0,0,1,128,False,7,2
25,0,0,1,32,False,7,1
26,7,0,1,32,True,8,1
27,0,0,1,128,False,8,2
28,1,1,1,128,False,9,2
29,1,1,1,128,False,10,2
30,2,0,1,8,True,10,0
31,18,18,1,128,False,11,2
32,94,94,1,128,False,12,2
33,4,0,1,8,True,11,0
34,5,0,1,8,True,12,0
35,3,3,1,128,False,13,2
36,0,0,1,128,False,14,2
37,3,3,1,32,False,9,1
38,4,0,1,32,True,10,1
39,13,13,1,32,False,11,1
40,0,0,1,32,False,12,1
41,1,1,1,8,False,13,0
42,0,0,1,8,False,14,0
43,4,0,1,32,True,13,1
44,25,0,1,32,True,14,1
0,0,0,2,32,False,0,1
1,1,0,2,32,True,1,1
2,4,4,2,32,False,2,1
3,1,1,2,32,False,3,1
4,0,0,2,128,False,0,2
5,0,0,2,32,False,4,1
6,0,0,2,32,False,5,1
7,0,0,2,8,False,0,0
8,1,1,2,32,False,6,1
9,1,1,2,8,False,1,0
10,1,1,2,8,False,2,0
11,0,0,2,8,False,3,0
12,0,0,2,8,False,4,0
13,5,5,2,32,False,7,1
14,1,0,2,8,True,5,0
15,0,0,2,32,False,8,1
16,0,0,2,32,False,9,1
17,0,0,2,8,False,6,0
18,5,0,2,128,True,1,2
19,1,1,2,32,False,10,1
20,1,1,2,32,False,11,1
21,3,3,2,128,False,2,2
22,1,1,2,32,False,12,1
23,0,0,2,128,False,3,2
24,119,0,2,128,True,4,2
25,6,0,2,8,True,7,0
26,0,0,2,8,False,8,0
27,10,10,2,32,False,13,1
28,2,2,2,32,False,14,1
29,1,1,2,128,False,5,2
30,0,0,2,8,False,9,0
31,2,2,2,8,False,10,0
32,0,0,2,8,False,11,0
33,2,0,2,8,True,12,0
34,1,0,2,128,True,6,2
