trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,114,0,128,True,0,0,0
1,7,0,128,True,1,0,0
2,118,0,128,True,2,0,0
3,5,0,32,True,0,1,0
4,3,0,8,True,0,2,0
5,1,0,8,True,1,2,0
6,95,0,128,True,3,0,0
7,10,0,32,True,1,1,0
8,18,0,32,True,2,1,0
9,35,0,128,True,4,0,0
10,0,0,8,False,2,2,0
11,0,0,8,False,3,2,0
12,12,0,32,True,3,1,0
13,0,0,128,False,5,0,0
14,0,0,128,False,6,0,0
15,5,0,8,True,4,2,0
16,1,0,8,True,5,2,0
17,0,0,8,False,6,2,0
18,0,0,128,False,7,0,0
19,2,2,8,False,7,2,0
20,108,0,128,True,8,0,0
21,3,0,8,True,8,2,0
22,0,0,8,False,9,2,0
23,0,0,128,False,9,0,0
24,0,0,8,False,10,2,0
25,0,0,128,False,10,0,0
26,2,0,8,True,11,2,0
27,0,0,8,False,12,2,0
28,0,0,128,False,11,0,0
29,0,0,128,False,12,0,0
30,2,2,8,False,13,2,0
31,9,0,32,True,4,1,0
32,0,0,8,False,14,2,0
33,0,0,32,False,5,1,0
34,0,0,32,False,6,1,0
35,0,0,32,False,7,1,0
36,0,0,128,False,13,0,0
37,30,0,128,True,14,0,0
38,0,0,32,False,8,1,0
39,1,0,32,True,9,1,0
40,0,0,32,False,10,1,0
41,14,0,32,True,11,1,0
42,10,0,32,True,12,1,0
43,24,0,32,True,13,1,0
44,18,18,32,False,14,1,0
0,4,0,8,True,0,0,1
1,10,0,32,True,0,1,1
2,24,0,32,True,1,1,1
3,114,0,128,True,0,2,1
4,0,0,128,False,1,2,1
5,16,0,32,True,2,1,1
6,0,0,32,False,3,1,1
7,108,0,128,True,2,2,1
8,0,0,32,False,4,1,1
9,0,0,32,False,5,1,1
10,62,0,128,True,3,2,1
11,0,0,32,False,6,1,1
12,113,0,128,True,4,2,1
13,0,0,32,False,7,1,1
14,0,0,128,False,5,2,1
15,0,0,32,False,8,1,1
16,0,0,32,False,9,1,1
17,5,0,8,True,1,0,1
18,17,0,128,True,6,2,1
19,0,0,32,False,10,1,1
20,20,20,128,False,7,2,1
21,13,13,128,False,8,2,1
22,2,2,128,False,9,2,1
23,1,1,8,False,2,0,1
24,0,0,32,False,11,1,1
25,7,0,8,True,3,0,1
26,45,0,128,True,10,2,1
27,8,0,8,True,4,0,1
28,2,0,8,True,5,0,1
29,0,0,32,False,12,1,1
30,0,0,32,False,13,1,1
31,0,0,32,False,14,1,1
32,2,0,8,True,6,0,1
33,0,0,128,False,11,2,1
34,0,0,8,False,7,0,1
35,0,0,8,False,8,0,1
36,19,19,128,False,12,2,1
37,24,24,128,False,13,2,1
38,1,0,8,True,9,0,1
39,18,18,128,False,14,2,1
40,0,0,8,False,10,0,1
41,0,0,8,False,11,0,1
42,2,0,8,True,12,0,1
43,0,0,8,False,13,0,1
44,1,1,8,False,14,0,1
0,23,0,32,True,0,2,2
1,8,0,8,True,0,1,2
2,34,0,128,True,0,0,2
3,96,0,128,True,1,0,2
4,14,0,128,True,2,0,2
5,6,0,8,True,1,1,2
6,71,0,128,True,3,0,2
7,3,0,8,True,2,1,2
8,126,0,128,True,4,0,2
9,1,0,8,True,3,1,2
10,17,0,128,True,5,0,2
11,41,0,128,True,6,0,2
12,0,0,128,False,7,0,2
13,0,0,8,False,4,1,2
14,0,0,32,False,1,2,2
15,0,0,32,False,2,2,2
16,1,0,8,True,5,1,2
17,0,0,8,False,6,1,2
18,0,0,128,False,8,0,2
19,57,0,128,True,9,0,2
20,1,0,8,True,7,1,2
21,0,0,8,False,8,1,2
22,0,0,32,False,3,2,2
23,98,0,128,True,10,0,2
24,0,0,8,False,9,1,2
25,0,0,32,False,4,2,2
26,0,0,32,False,5,2,2
27,25,0,32,True,6,2,2
28,0,0,8,False,10,1,2
29,0,0,8,False,11,1,2
30,60,0,128,True,11,0,2
31,8,0,8,True,12,1,2
32,0,0,32,False,7,2,2
33,0,0,8,False,13,1,2
34,1,1,32,False,8,2,2
35,10,0,128,True,12,0,2
36,0,0,32,False,9,2,2
37,0,0,8,False,14,1,2
38,0,0,32,False,10,2,2
39,1,1,32,False,11,2,2
40,0,0,32,False,12,2,2
41,0,0,32,False,13,2,2
42,16,0,128,True,13,0,2
43,31,0,128,True,14,0,2
44,0,0,32,False,14,2,2
