trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,11,11,32,False,0,1,0
1,1,1,128,False,0,0,0
2,6,6,128,False,1,0,0
3,0,0,128,False,2,0,0
4,2,2,32,False,1,1,0
5,0,0,128,False,3,0,0
6,4,4,32,False,2,1,0
7,1,1,32,False,3,1,0
8,1,1,128,False,4,0,0
9,0,0,8,False,0,2,0
10,1,1,8,False,1,2,0
11,0,0,128,False,5,0,0
12,3,3,128,False,6,0,0
13,0,0,128,False,7,0,0
14,1,1,128,False,8,0,0
15,0,0,32,False,4,1,0
16,0,0,128,False,9,0,0
17,1,1,128,False,10,0,0
18,0,0,128,False,11,0,0
19,0,0,128,False,12,0,0
20,2,2,128,False,13,0,0
21,1,1,8,False,2,2,0
22,1,1,128,False,14,0,0
23,0,0,8,False,3,2,0
24,1,0,8,True,4,2,0
25,3,3,32,False,5,1,0
26,0,0,32,False,6,1,0
27,0,0,32,False,7,1,0
28,1,1,8,False,5,2,0
29,0,0,8,False,6,2,0
30,1,1,8,False,7,2,0
31,2,2,32,False,8,1,0
32,2,2,32,False,9,1,0
33,2,2,8,False,8,2,0
34,0,0,8,False,9,2,0
35,6,6,32,False,10,1,0
36,0,0,8,False,10,2,0
37,1,1,8,False,11,2,0
38,0,0,32,False,11,1,0
39,1,1,8,False,12,2,0
40,4,0,32,True,12,1,0
41,2,2,32,False,13,1,0
42,0,0,32,False,14,1,0
43,1,0,8,True,13,2,0
44,0,0,8,False,14,2,0
0,0,0,32,False,0,2,1
1,0,0,32,False,1,2,1
2,2,2,32,False,2,2,1
3,0,0,32,False,3,2,1
4,1,1,8,False,0,1,1
5,1,1,8,False,1,1,1
6,1,0,8,True,2,1,1
7,0,0,32,False,4,2,1
8,0,0,32,False,5,2,1
9,0,0,8,False,3,1,1
10,0,0,128,False,0,0,1
11,1,1,32,False,6,2,1
12,1,1,8,False,4,1,1
13,1,1,128,False,1,0,1
14,1,1,8,False,5,1,1
15,2,2,8,False,6,1,1
16,2,2,32,False,7,2,1
17,0,0,32,False,8,2,1
18,0,0,8,False,7,1,1
19,0,0,8,False,8,1,1
20,1,1,8,False,9,1,1
21,1,1,32,False,9,2,1
22,1,1,8,False,10,1,1
23,5,5,32,False,10,2,1
24,0,0,8,False,11,1,1
25,3,3,128,False,2,0,1
26,1,1,128,False,3,0,1
27,1,1,32,False,11,2,1
28,0,0,8,False,12,1,1
29,0,0,8,False,13,1,1
30,1,0,8,True,14,1,1
31,0,0,128,False,4,0,1
32,0,0,128,False,5,0,1
33,1,1,128,False,6,0,1
34,0,0,32,False,12,2,1
35,4,4,32,False,13,2,1
36,0,0,128,False,7,0,1
37,1,1,32,False,14,2,1
38,1,1,128,False,8,0,1
39,0,0,128,False,9,0,1
40,2,2,128,False,10,0,1
41,3,3,128,False,11,0,1
42,1,1,128,False,12,0,1
43,0,0,128,False,13,0,1
44,3,3,128,False,14,0,1
0,17,17,32,False,0,0,2
1,2,2,8,False,0,1,2
2,1,1,32,False,1,0,2
3,0,0,32,False,2,0,2
4,1,1,32,False,3,0,2
5,0,0,8,False,1,1,2
6,1,1,32,False,4,0,2
7,2,0,8,True,2,1,2
8,2,2,128,False,0,2,2
9,0,0,128,False,1,2,2
10,0,0,8,False,3,1,2
11,0,0,128,False,2,2,2
12,1,1,32,False,5,0,2
13,0,0,128,False,3,2,2
14,1,1,32,False,6,0,2
15,0,0,32,False,7,0,2
16,2,2,8,False,4,1,2
17,2,2,128,False,4,2,2
18,1,1,8,False,5,1,2
19,0,0,32,False,8,0,2
20,0,0,8,False,6,1,2
21,0,0,8,False,7,1,2
22,0,0,32,False,9,0,2
23,0,0,128,False,5,2,2
24,0,0,128,False,6,2,2
25,0,0,32,False,10,0,2
26,0,0,32,False,11,0,2
27,3,3,8,False,8,1,2
28,7,7,32,False,12,0,2
29,1,1,32,False,13,0,2
30,0,0,8,False,9,1,2
31,0,0,8,False,10,1,2
32,1,1,128,False,7,2,2
33,0,0,32,False,14,0,2
34,3,3,128,False,8,2,2
35,0,0,128,False,9,2,2
36,0,0,8,False,11,1,2
37,1,1,128,False,10,2,2
38,0,0,8,False,12,1,2
39,0,0,128,False,11,2,2
40,0,0,128,False,12,2,2
41,0,0,8,False,13,1,2
42,0,0,128,False,13,2,2
43,0,0,8,False,14,1,2
44,0,0,128,False,14,2,2
0,0,0,8,False,0,0,3
1,0,0,128,False,0,1,3
2,6,0,8,True,1,0,3
3,0,0,32,False,0,2,3
4,0,0,8,False,2,0,3
5,0,0,32,False,1,2,3
6,1,1,8,False,3,0,3
7,0,0,128,False,1,1,3
8,0,0,128,False,2,1,3
9,1,1,128,False,3,1,3
10,0,0,32,False,2,2,3
11,0,0,32,False,3,2,3
12,0,0,32,False,4,2,3
13,3,3,128,False,4,1,3
14,0,0,32,False,5,2,3
15,0,0,8,False,4,0,3
16,2,2,8,False,5,0,3
17,1,1,128,False,5,1,3
18,1,1,8,False,6,0,3
19,0,0,8,False,7,0,3
20,0,0,128,False,6,1,3
21,0,0,32,False,6,2,3
22,1,1,128,False,7,1,3
23,0,0,128,False,8,1,3
24,1,1,8,False,8,0,3
25,1,1,128,False,9,1,3
26,0,0,8,False,9,0,3
27,0,0,32,False,7,2,3
28,0,0,128,False,10,1,3
29,1,1,128,False,11,1,3
30,3,3,8,False,10,0,3
31,1,1,128,False,12,1,3
32,0,0,32,False,8,2,3
33,1,1,8,False,11,0,3
34,0,0,8,False,12,0,3
35,1,1,32,False,9,2,3
36,0,0,8,False,13,0,3
37,2,2,32,False,10,2,3
38,2,2,128,False,13,1,3
39,2,0,8,True,14,0,3
40,2,2,32,False,11,2,3
41,1,1,32,False,12,2,3
