trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,4,4,8,False,0,0,0
1,25,25,128,False,0,1,0
2,77,0,128,True,1,1,0
3,1,1,8,False,1,0,0
4,50,0,128,True,2,1,0
5,10,10,32,False,0,2,0
6,5,0,8,True,2,0,0
7,58,0,128,True,3,1,0
8,2,0,32,True,1,2,0
9,1,1,128,False,4,1,0
10,12,12,32,False,2,2,0
11,11,0,128,True,5,1,0
12,8,0,32,True,3,2,0
13,13,13,32,False,4,2,0
14,13,0,32,True,5,2,0
15,1,0,32,True,6,2,0
16,11,11,128,False,6,1,0
17,4,0,32,True,7,2,0
18,49,0,128,True,7,1,0
19,2,0,32,True,8,2,0
20,11,11,128,False,8,1,0
21,0,0,8,False,3,0,0
22,62,62,128,False,9,1,0
23,127,0,128,True,10,1,0
24,77,0,128,True,11,1,0
25,87,0,128,True,12,1,0
26,2,0,128,True,13,1,0
27,24,24,128,False,14,1,0
28,5,0,8,True,4,0,0
29,7,0,32,True,9,2,0
30,7,0,8,True,5,0,0
31,22,0,32,True,10,2,0
32,0,0,8,False,6,0,0
33,3,0,8,True,7,0,0
34,2,0,8,True,8,0,0
35,20,20,32,False,11,2,0
36,1,0,8,True,9,0,0
37,3,0,32,True,12,2,0
38,1,1,8,False,10,0,0
39,7,7,32,False,13,2,0
40,3,3,8,False,11,0,0
41,0,0,8,False,12,0,0
42,3,3,32,False,14,2,0
43,6,0,8,True,13,0,0
44,0,0,8,False,14,0,0
0,2,2,128,False,0,2,1
1,1,1,128,False,1,2,1
2,47,0,128,True,2,2,1
3,10,10,32,False,0,1,1
4,55,0,128,True,3,2,1
5,1,1,8,False,0,0,1
6,53,0,128,True,4,2,1
7,21,0,32,True,1,1,1
8,1,0,8,True,1,0,1
9,1,1,8,False,2,0,1
10,2,2,8,False,3,0,1
11,2,0,8,True,4,0,1
12,0,0,32,False,2,1,1
13,8,8,128,False,5,2,1
14,4,0,8,True,5,0,1
15,0,0,32,False,3,1,1
16,73,73,128,False,6,2,1
17,0,0,8,False,6,0,1
18,10,10,32,False,4,1,1
19,5,0,8,True,7,0,1
20,5,5,32,False,5,1,1
21,5,5,128,False,7,2,1
22,11,11,128,False,8,2,1
23,3,0,32,True,6,1,1
24,7,7,32,False,7,1,1
25,0,0,32,False,8,1,1
26,3,0,8,True,8,0,1
27,8,8,128,False,9,2,1
28,20,0,32,True,9,1,1
29,13,13,128,False,10,2,1
30,1,1,128,False,11,2,1
31,3,3,8,False,9,0,1
32,4,0,8,True,10,0,1
33,3,0,8,True,11,0,1
34,1,1,32,False,10,1,1
35,6,6,8,False,12,0,1
36,17,17,128,False,12,2,1
37,2,2,32,False,11,1,1
38,2,2,128,False,13,2,1
39,1,1,32,False,12,1,1
40,8,0,8,True,13,0,1
41,2,2,32,False,13,1,1
42,13,13,128,False,14,2,1
43,2,0,8,True,14,0,1
44,5,5,32,False,14,1,1
0,0,0,8,False,0,1,2
1,1,1,32,False,0,0,2
2,2,0,8,True,1,1,2
3,29,0,32,True,1,0,2
4,5,0,8,True,2,1,2
5,4,0,8,True,3,1,2
6,1,0,8,True,4,1,2
7,16,0,128,True,0,2,2
8,8,0,8,True,5,1,2
9,91,91,128,False,1,2,2
10,28,0,32,True,2,0,2
11,92,0,128,True,2,2,2
