trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,0,0,8,False,0,1,0
1,3,3,128,False,0,2,0
2,0,0,128,False,1,2,0
3,0,0,32,False,0,0,0
4,0,0,128,False,2,2,0
5,3,3,128,False,3,2,0
6,1,1,8,False,1,1,0
7,0,0,32,False,1,0,0
8,2,0,128,True,4,2,0
9,0,0,128,False,5,2,0
10,0,0,32,False,2,0,0
11,0,0,32,False,3,0,0
12,5,5,128,False,6,2,0
13,2,2,32,False,4,0,0
14,3,3,128,False,7,2,0
15,4,4,32,False,5,0,0
16,1,1,8,False,2,1,0
17,0,0,32,False,6,0,0
18,1,1,128,False,8,2,0
19,0,0,8,False,3,1,0
20,1,1,128,False,9,2,0
21,2,2,128,False,10,2,0
22,3,3,32,False,7,0,0
23,0,0,128,False,11,2,0
24,1,1,32,False,8,0,0
25,6,6,8,False,4,1,0
26,0,0,8,False,5,1,0
27,0,0,32,False,9,0,0
28,0,0,8,False,6,1,0
29,1,1,8,False,7,1,0
30,0,0,128,False,12,2,0
31,2,2,32,False,10,0,0
32,3,3,32,False,11,0,0
33,2,2,32,False,12,0,0
34,0,0,32,False,13,0,0
35,0,0,128,False,13,2,0
36,0,0,32,False,14,0,0
37,0,0,128,False,14,2,0
38,0,0,8,False,8,1,0
39,0,0,8,False,9,1,0
40,0,0,8,False,10,1,0
41,1,1,8,False,11,1,0
42,0,0,8,False,12,1,0
43,0,0,8,False,13,1,0
44,1,1,8,False,14,1,0
0,0,0,8,False,0,0,1
1,2,2,128,False,0,2,1
2,0,0,32,False,0,1,1
3,1,0,8,True,1,0,1
4,2,2,128,False,1,2,1
5,0,0,32,False,1,1,1
6,0,0,32,False,2,1,1
7,1,1,8,False,2,0,1
8,4,4,128,False,2,2,1
9,0,0,32,False,3,1,1
10,1,1,8,False,3,0,1
11,9,9,32,False,4,1,1
12,0,0,32,False,5,1,1
13,0,0,32,False,6,1,1
14,0,0,8,False,4,0,1
15,0,0,8,False,5,0,1
16,0,0,128,False,3,2,1
17,0,0,8,False,6,0,1
18,3,3,128,False,4,2,1
19,1,1,32,False,7,1,1
20,7,7,32,False,8,1,1
21,11,11,128,False,5,2,1
