trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,4,4,32,False,0,1,0
1,1,1,32,False,1,1,0
2,0,0,8,False,0,0,0
3,1,1,32,False,2,1,0
4,1,1,8,False,1,0,0
5,3,3,32,False,3,1,0
6,4,4,32,False,4,1,0
7,1,1,128,False,0,2,0
8,2,2,128,False,1,2,0
9,1,1,8,False,2,0,0
10,3,0,32,True,5,1,0
11,4,4,128,False,2,2,0
12,4,0,32,True,6,1,0
13,4,4,32,False,7,1,0
14,2,2,128,False,3,2,0
15,1,0,8,True,3,0,0
16,0,0,8,False,4,0,0
17,2,2,32,False,8,1,0
18,0,0,8,False,5,0,0
19,0,0,8,False,6,0,0
20,0,0,8,False,7,0,0
21,0,0,8,False,8,0,0
22,1,0,32,True,9,1,0
23,4,4,32,False,10,1,0
24,4,4,32,False,11,1,0
25,0,0,8,False,9,0,0
26,3,0,32,True,12,1,0
27,0,0,8,False,10,0,0
28,1,1,32,False,13,1,0
29,2,2,32,False,14,1,0
30,4,4,128,False,4,2,0
31,1,1,128,False,5,2,0
32,1,1,128,False,6,2,0
33,2,2,8,False,11,0,0
34,2,2,128,False,7,2,0
35,0,0,8,False,12,0,0
36,0,0,8,False,13,0,0
37,4,4,128,False,8,2,0
38,3,3,128,False,9,2,0
39,5,5,128,False,10,2,0
40,3,0,128,True,11,2,0
41,0,0,8,False,14,0,0
42,4,4,128,False,12,2,0
43,0,0,128,False,13,2,0
44,5,5,128,False,14,2,0
0,4,4,128,False,0,0,1
1,1,1,8,False,0,1,1
2,0,0,32,False,0,2,1
3,2,2,128,False,1,0,1
4,1,1,32,False,1,2,1
5,2,2,32,False,2,2,1
6,1,0,8,True,1,1,1
7,0,0,8,False,2,1,1
8,1,1,32,False,3,2,1
9,14,14,128,False,2,0,1
10,7,7,128,False,3,0,1
11,0,0,8,False,3,1,1
12,0,0,32,False,4,2,1
13,1,1,128,False,4,0,1
14,0,0,8,False,4,1,1
15,0,0,8,False,5,1,1
16,8,8,128,False,5,0,1
17,3,3,32,False,5,2,1
18,1,1,32,False,6,2,1
19,0,0,8,False,6,1,1
20,3,3,32,False,7,2,1
21,2,2,128,False,6,0,1
22,2,2,8,False,7,1,1
23,1,1,128,False,7,0,1
24,5,5,128,False,8,0,1
25,1,1,128,False,9,0,1
26,3,3,32,False,8,2,1
27,2,0,128,True,10,0,1
28,2,0,8,True,8,1,1
29,1,1,32,False,9,2,1
30,3,3,128,False,11,0,1
31,5,5,128,False,12,0,1
32,2,2,128,False,13,0,1
33,0,0,8,False,9,1,1
34,10,10,128,False,14,0,1
35,0,0,8,False,10,1,1
36,0,0,8,False,11,1,1
37,0,0,8,False,12,1,1
38,0,0,8,False,13,1,1
39,0,0,8,False,14,1,1
40,3,3,32,False,10,2,1
41,7,7,32,False,11,2,1
42,0,0,32,False,12,2,1
43,9,9,32,False,13,2,1
44,4,4,32,False,14,2,1
0,1,1,32,False,0,1,2
1,0,0,8,False,0,0,2
2,5,5,32,False,1,1,2
3,1,1,8,False,1,0,2
4,1,1,8,False,2,0,2
5,3,3,8,False,3,0,2
6,0,0,128,False,0,2,2
7,3,3,8,False,4,0,2
8,2,0,32,True,2,1,2
9,2,2,128,False,1,2,2
10,1,1,32,False,3,1,2
11,3,0,32,True,4,1,2
12,0,0,32,False,5,1,2
13,0,0,8,False,5,0,2
14,1,0,32,True,6,1,2
15,0,0,32,False,7,1,2
16,6,6,128,False,2,2,2
17,4,4,8,False,6,0,2
18,2,2,32,False,8,1,2
19,1,1,8,False,7,0,2
20,4,4,8,False,8,0,2
21,1,1,32,False,9,1,2
22,7,0,8,True,9,0,2
23,4,4,8,False,10,0,2
24,4,0,8,True,11,0,2
25,5,5,128,False,3,2,2
26,2,2,128,False,4,2,2
27,0,0,32,False,10,1,2
28,4,4,128,False,5,2,2
29,4,4,128,False,6,2,2
30,1,1,32,False,11,1,2
31,5,5,128,False,7,2,2
32,3,3,128,False,8,2,2
33,2,0,8,True,12,0,2
34,0,0,32,False,12,1,2
35,2,0,8,True,13,0,2
36,1,1,32,False,13,1,2
37,1,1,32,False,14,1,2
38,5,5,128,False,9,2,2
39,3,0,8,True,14,0,2
40,0,0,128,False,10,2,2
41,5,5,128,False,11,2,2
42,1,1,128,False,12,2,2
43,5,5,128,False,13,2,2
44,1,1,128,False,14,2,2
0,3,0,8,True,0,0,3
1,0,0,8,False,1,0,3
2,0,0,128,False,0,2,3
