trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,1,1,0,8,False,0,0
1,1,1,0,32,False,0,1
2,0,0,0,128,False,0,2
3,0,0,0,128,False,1,2
4,62,0,0,128,True,2,2
5,85,0,0,128,True,3,2
6,110,0,0,128,True,4,2
7,6,0,0,8,True,1,0
8,42,0,0,128,True,5,2
9,6,0,0,8,True,2,0
10,12,0,0,32,True,1,1
11,2,0,0,8,True,3,0
12,7,0,0,8,True,4,0
13,4,0,0,8,True,5,0
14,22,0,0,32,True,2,1
15,8,0,0,8,True,6,0
16,54,0,0,128,True,6,2
17,8,0,0,8,True,7,0
18,3,0,0,8,True,8,0
19,5,0,0,32,True,3,1
20,2,0,0,8,True,9,0
21,20,0,0,32,True,4,1
22,7,0,0,8,True,10,0
23,90,0,0,128,True,7,2
24,3,0,0,8,True,11,0
25,3,0,0,8,True,12,0
26,13,0,0,128,True,8,2
27,55,0,0,128,True,9,2
28,4,0,0,8,True,13,0
29,4,0,0,8,True,14,0
30,67,0,0,128,True,10,2
31,18,0,0,32,True,5,1
32,12,0,0,32,True,6,1
33,27,0,0,32,True,7,1
34,32,0,0,128,True,11,2
35,43,0,0,128,True,12,2
36,101,0,0,128,True,13,2
37,1,0,0,128,True,14,2
38,5,0,0,32,True,8,1
39,31,0,0,32,True,9,1
40,27,0,0,32,True,10,1
41,1,0,0,32,True,11,1
42,13,0,0,32,True,12,1
43,5,0,0,32,True,13,1
44,9,0,0,32,True,14,1
0,2,2,1,32,False,0,1
1,0,0,1,128,False,0,0
2,1,1,1,8,False,0,2
3,0,0,1,8,False,1,2
4,31,0,1,32,True,1,1
5,22,0,1,32,True,2,1
6,21,0,1,32,True,3,1
7,17,0,1,32,True,4,1
8,35,0,1,128,True,1,0
9,6,0,1,8,True,2,2
10,7,0,1,32,True,5,1
11,15,0,1,32,True,6,1
12,26,0,1,32,True,7,1
13,90,0,1,128,True,2,0
14,8,0,1,32,True,8,1
15,1,0,1,8,True,3,2
16,8,0,1,8,True,4,2
17,3,0,1,8,True,5,2
18,44,0,1,128,True,3,0
19,3,0,1,8,True,6,2
20,35,0,1,128,True,4,0
21,88,0,1,128,True,5,0
22,20,0,1,32,True,9,1
23,62,0,1,128,True,6,0
24,5,0,1,8,True,7,2
25,6,0,1,8,True,8,2
26,103,0,1,128,True,7,0
27,32,0,1,32,True,10,1
28,10,0,1,128,True,8,0
