trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,0,0,0,32,False,0,2
1,4,4,0,128,False,0,0
2,7,0,0,8,True,0,1
3,4,0,0,128,True,1,0
4,3,0,0,8,True,1,1
5,1,1,0,32,False,1,2
6,2,0,0,8,True,2,1
7,1,1,0,128,False,2,0
8,2,2,0,32,False,2,2
9,1,1,0,32,False,3,2
10,0,0,0,128,False,3,0
11,4,4,0,32,False,4,2
12,1,1,0,8,False,3,1
13,0,0,0,128,False,4,0
14,0,0,0,32,False,5,2
15,1,1,0,128,False,5,0
16,0,0,0,8,False,4,1
17,0,0,0,32,False,6,2
18,0,0,0,8,False,5,1
19,2,2,0,8,False,6,1
20,2,2,0,32,False,7,2
21,0,0,0,8,False,7,1
22,3,3,0,128,False,6,0
23,5,5,0,128,False,7,0
24,0,0,0,32,False,8,2
25,1,1,0,128,False,8,0
26,0,0,0,128,False,9,0
27,0,0,0,8,False,8,1
28,2,2,0,128,False,10,0
29,0,0,0,128,False,11,0
30,0,0,0,128,False,12,0
31,86,0,0,128,True,13,0
32,1,0,0,8,True,9,1
33,18,18,0,128,False,14,0
34,6,6,0,32,False,9,2
35,7,7,0,8,False,10,1
36,3,0,0,32,True,10,2
37,0,0,0,32,False,11,2
38,7,0,0,8,True,11,1
39,7,0,0,8,True,12,1
40,2,0,0,8,True,13,1
41,0,0,0,32,False,12,2
42,31,0,0,32,True,13,2
43,4,4,0,8,False,14,1
44,17,0,0,32,True,14,2
0,1,1,1,8,False,0,1
1,0,0,1,128,False,0,0
2,35,0,1,128,True,1,0
3,15,15,1,32,False,0,2
4,8,0,1,128,True,2,0
5,3,3,1,128,False,3,0
6,2,2,1,128,False,4,0
7,1,1,1,8,False,1,1
8,0,0,1,8,False,2,1
9,1,1,1,128,False,5,0
10,0,0,1,8,False,3,1
11,0,0,1,32,False,1,2
12,4,4,1,128,False,6,0
13,0,0,1,8,False,4,1
14,0,0,1,32,False,2,2
15,1,1,1,128,False,7,0
16,1,1,1,32,False,3,2
17,2,2,1,128,False,8,0
18,1,1,1,8,False,5,1
19,0,0,1,8,False,6,1
20,0,0,1,32,False,4,2
21,0,0,1,128,False,9,0
22,1,1,1,8,False,7,1
23,1,1,1,32,False,5,2
24,0,0,1,32,False,6,2
25,2,2,1,128,False,10,0
26,2,2,1,8,False,8,1
27,0,0,1,8,False,9,1
28,0,0,1,8,False,10,1
29,1,1,1,8,False,11,1
30,1,1,1,32,False,7,2
31,1,1,1,8,False,12,1
32,2,2,1,32,False,8,2
33,0,0,1,8,False,13,1
34,0,0,1,128,False,11,0
35,0,0,1,8,False,14,1
36,1,1,1,128,False,12,0
37,17,0,1,32,True,9,2
38,2,0,1,32,True,10,2
39,4,0,1,32,True,11,2
40,0,0,1,128,False,13,0
41,8,0,1,32,True,12,2
42,63,63,1,128,False,14,0
43,24,0,1,32,True,13,2
44,15,0,1,32,True,14,2
0,1,1,2,128,False,0,0
1,2,2,2,8,False,0,2
2,0,0,2,8,False,1,2
3,6,6,2,128,False,1,0
4,12,12,2,128,False,2,0
5,1,0,2,8,True,2,2
6,0,0,2,8,False,3,2
