trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,4,4,0,32,False,0,1
1,5,0,0,32,True,1,1
2,7,0,0,32,True,2,1
3,0,0,0,128,False,0,2
4,6,6,0,32,False,3,1
5,0,0,0,32,False,4,1
6,0,0,0,128,False,1,2
7,20,0,0,128,True,2,2
8,3,0,0,8,True,0,0
9,0,0,0,32,False,5,1
10,65,65,0,128,False,3,2
11,84,0,0,128,True,4,2
12,69,0,0,128,True,5,2
13,14,0,0,32,True,6,1
14,4,0,0,8,True,1,0
15,5,0,0,8,True,2,0
16,6,0,0,8,True,3,0
17,7,0,0,8,True,4,0
18,2,2,0,8,False,5,0
19,3,0,0,32,True,7,1
20,5,5,0,32,False,8,1
21,18,0,0,128,True,6,2
22,2,0,0,32,True,9,1
23,16,16,0,128,False,7,2
24,80,0,0,128,True,8,2
25,27,0,0,128,True,9,2
26,1,0,0,8,True,6,0
27,10,10,0,32,False,10,1
28,119,0,0,128,True,10,2
29,8,0,0,8,True,7,0
30,78,0,0,128,True,11,2
31,3,0,0,8,True,8,0
32,4,0,0,8,True,9,0
33,2,0,0,8,True,10,0
34,8,0,0,8,True,11,0
35,4,0,0,8,True,12,0
36,17,0,0,32,True,11,1
37,65,0,0,128,True,12,2
38,18,0,0,32,True,12,1
39,14,0,0,32,True,13,1
40,48,0,0,128,True,13,2
41,3,0,0,8,True,13,0
42,7,0,0,128,True,14,2
43,6,0,0,8,True,14,0
44,14,0,0,32,True,14,1
0,5,0,1,8,True,0,0
1,0,0,1,32,False,0,1
2,20,0,1,32,True,1,1
3,1,0,1,8,True,1,0
4,33,0,1,128,True,0,2
5,15,0,1,32,True,2,1
6,5,0,1,32,True,3,1
7,0,0,1,8,False,2,0
8,10,10,1,128,False,1,2
9,85,85,1,128,False,2,2
10,0,0,1,32,False,4,1
11,3,0,1,8,True,3,0
12,31,0,1,32,True,5,1
13,6,0,1,8,True,4,0
14,2,0,1,32,True,6,1
15,11,0,1,32,True,7,1
16,3,0,1,8,True,5,0
17,8,0,1,8,True,6,0
18,0,0,1,8,False,7,0
19,1,1,1,32,False,8,1
20,11,11,1,32,False,9,1
21,0,0,1,8,False,8,0
22,28,28,1,128,False,3,2
23,7,7,1,32,False,10,1
24,26,26,1,128,False,4,2
25,4,0,1,8,True,9,0
26,1,0,1,8,True,10,0
27,3,0,1,8,True,11,0
28,3,3,1,8,False,12,0
29,54,0,1,128,True,5,2
30,29,0,1,32,True,11,1
31,8,0,1,32,True,12,1
32,71,0,1,128,True,6,2
33,5,0,1,8,True,13,0
34,7,0,1,8,True,14,0
35,128,0,1,128,True,7,2
36,15,0,1,32,True,13,1
37,60,0,1,128,True,8,2
38,22,0,1,32,True,14,1
39,32,0,1,128,True,9,2
40,35,0,1,128,True,10,2
41,90,0,1,128,True,11,2
42,82,0,1,128,True,12,2
43,119,0,1,128,True,13,2
44,41,0,1,128,True,14,2
0,0,0,2,32,False,0,1
1,0,0,2,128,False,0,0
2,25,0,2,128,True,1,0
3,7,0,2,8,True,0,2
4,6,0,2,8,True,1,2
5,21,21,2,128,False,2,0
6,1,0,2,8,True,2,2
7,6,0,2,8,True,3,2
8,2,2,2,32,False,1,1
9,0,0,2,128,False,3,0
10,5,0,2,8,True,4,2
11,4,0,2,8,True,5,2
12,112,0,2,128,True,4,0
13,3,0,2,8,True,6,2
14,6,0,2,32,True,2,1
15,6,0,2,8,True,7,2
16,4,0,2,8,True,8,2
17,13,13,2,32,False,3,1
18,2,2,2,128,False,5,0
19,1,0,2,8,True,9,2
20,1,1,2,32,False,4,1
21,0,0,2,32,False,5,1
22,123,0,2,128,True,6,0
23,14,0,2,32,True,6,1
24,27,0,2,128,True,7,0
25,34,0,2,128,True,8,0
26,3,0,2,8,True,10,2
27,9,9,2,32,False,7,1
28,0,0,2,128,False,9,0
29,12,0,2,32,True,8,1
30,4,0,2,32,True,9,1
31,2,0,2,8,True,11,2
32,1,0,2,8,True,12,2
33,97,0,2,128,True,10,0
34,16,0,2,32,True,10,1
35,4,0,2,8,True,13,2
36,7,0,2,8,True,14,2
37,1,0,2,32,True,11,1
38,3,0,2,32,True,12,1
39,12,12,2,32,False,13,1
40,2,2,2,32,False,14,1
41,97,0,2,128,True,11,0
42,47,0,2,128,True,12,0
43,1,0,2,128,True,13,0
44,102,0,2,128,True,14,0
0,0,0,3,8,False,0,0
1,0,0,3,32,False,0,2
2,0,0,3,8,False,1,0
3,12,0,3,32,True,1,2
4,0,0,3,128,False,0,1
5,1,0,3,8,True,2,0
6,8,0,3,8,True,3,0
7,6,0,3,8,True,4,0
8,3,0,3,8,True,5,0
9,29,0,3,32,True,2,2
10,5,0,3,32,True,3,2
11,110,0,3,128,True,1,1
12,15,0,3,128,True,2,1
13,8,0,3,32,True,4,2
14,21,0,3,128,True,3,1
15,10,0,3,32,True,5,2
16,15,0,3,32,True,6,2
17,3,0,3,128,True,4,1
18,1,1,3,8,False,6,0
19,8,0,3,8,True,7,0
20,39,0,3,128,True,5,1
21,98,0,3,128,True,6,1
22,4,0,3,8,True,8,0
23,1,0,3,8,True,9,0
24,108,0,3,128,True,7,1
25,114,0,3,128,True,8,1
26,2,0,3,32,True,7,2
27,7,0,3,32,True,8,2
28,7,0,3,128,True,9,1
29,7,0,3,32,True,9,2
30,1,0,3,8,True,10,0
31,1,0,3,32,True,10,2
32,7,0,3,8,True,11,0
33,21,0,3,32,True,11,2
34,1,0,3,8,True,12,0
35,22,0,3,32,True,12,2
36,5,0,3,8,True,13,0
37,112,0,3,128,True,10,1
38,6,0,3,8,True,14,0
39,24,0,3,32,True,13,2
40,98,0,3,128,True,11,1
41,51,0,3,128,True,12,1
42,5,0,3,32,True,14,2
43,56,0,3,128,True,13,1
44,74,0,3,128,True,14,1
0,0,0,4,128,False,0,1
1,76,0,4,128,True,1,1
2,0,0,4,32,False,0,0
3,32,0,4,32,True,1,0
4,8,0,4,8,True,0,2
5,22,0,4,32,True,2,0
6,1,0,4,8,True,1,2
7,0,0,4,128,False,2,1
8,8,8,4,32,False,3,0
9,13,0,4,32,True,4,0
10,2,0,4,8,True,2,2
11,21,0,4,32,True,5,0
12,0,0,4,32,False,6,0
13,64,64,4,128,False,3,1
14,5,0,4,32,True,7,0
15,1,0,4,8,True,3,2
16,11,0,4,128,True,4,1
17,24,0,4,32,True,8,0
18,8,0,4,8,True,4,2
19,0,0,4,32,False,9,0
20,4,4,4,128,False,5,1
21,0,0,4,128,False,6,1
22,2,2,4,8,False,5,2
23,2,2,4,128,False,7,1
24,0,0,4,128,False,8,1
25,8,8,4,32,False,10,0
26,7,0,4,8,True,6,2
27,5,0,4,8,True,7,2
28,0,0,4,32,False,11,0
29,2,2,4,128,False,9,1
30,33,33,4,128,False,10,1
31,22,0,4,32,True,12,0
32,20,0,4,128,True,11,1
33,16,16,4,128,False,12,1
34,7,0,4,8,True,8,2
35,51,0,4,128,True,13,1
36,103,0,4,128,True,14,1
37,10,0,4,32,True,13,0
38,1,0,4,8,True,9,2
39,6,0,4,8,True,10,2
40,7,0,4,8,True,11,2
41,12,0,4,32,True,14,0
42,8,0,4,8,True,12,2
43,4,0,4,8,True,13,2
44,7,0,4,8,True,14,2
0,0,0,5,32,False,0,0
1,0,0,5,8,False,0,1
2,58,0,5,128,True,0,2
3,2,2,5,32,False,1,0
4,4,0,5,32,True,2,0
5,2,0,5,128,True,1,2
6,85,0,5,128,True,2,2
7,0,0,5,32,False,3,0
8,0,0,5,32,False,4,0
9,6,0,5,8,True,1,1
10,6,0,5,8,True,2,1
11,5,0,5,8,True,3,1
12,1,0,5,8,True,4,1
13,3,0,5,32,True,5,0
14,31,0,5,32,True,6,0
15,4,0,5,8,True,5,1
16,55,0,5,128,True,3,2
17,107,0,5,128,True,4,2
18,24,0,5,128,True,5,2
19,18,0,5,128,True,6,2
20,1,1,5,32,False,7,0
21,112,0,5,128,True,7,2
22,11,0,5,32,True,8,0
23,20,0,5,32,True,9,0
24,126,0,5,128,True,8,2
25,2,0,5,32,True,10,0
26,5,0,5,32,True,11,0
27,26,0,5,32,True,12,0
28,8,0,5,8,True,6,1
29,13,0,5,32,True,13,0
30,2,0,5,8,True,7,1
31,1,0,5,32,True,14,0
32,3,0,5,8,True,8,1
33,12,0,5,128,True,9,2
34,39,0,5,128,True,10,2
35,44,0,5,128,True,11,2
36,4,0,5,8,True,9,1
37,105,0,5,128,True,12,2
38,4,0,5,8,True,10,1
39,4,0,5,8,True,11,1
40,8,0,5,128,True,13,2
41,87,0,5,128,True,14,2
42,4,0,5,8,True,12,1
43,7,0,5,8,True,13,1
44,7,0,5,8,True,14,1
0,0,0,6,128,False,0,2
1,0,0,6,128,False,1,2
2,102,0,6,128,True,2,2
3,54,0,6,128,True,3,2
4,0,0,6,8,False,0,1
5,0,0,6,128,False,4,2
6,8,8,6,32,False,0,0
7,83,0,6,128,True,5,2
8,8,0,6,8,True,1,1
9,0,0,6,128,False,6,2
10,0,0,6,128,False,7,2
11,4,0,6,8,True,2,1
12,3,0,6,32,True,1,0
13,6,0,6,8,True,3,1
14,2,0,6,8,True,4,1
15,90,0,6,128,True,8,2
16,85,0,6,128,True,9,2
17,2,2,6,32,False,2,0
18,5,0,6,32,True,3,0
19,5,5,6,128,False,10,2
20,2,2,6,32,False,4,0
21,4,0,6,8,True,5,1
22,24,0,6,32,True,5,0
23,0,0,6,32,False,6,0
24,10,0,6,32,True,7,0
25,21,0,6,32,True,8,0
26,24,0,6,32,True,9,0
27,2,2,6,128,False,11,2
28,29,29,6,128,False,12,2
29,6,0,6,32,True,10,0
30,1,0,6,8,True,6,1
31,32,0,6,32,True,11,0
32,3,0,6,8,True,7,1
33,6,0,6,8,True,8,1
34,2,0,6,8,True,9,1
35,5,0,6,32,True,12,0
36,31,0,6,128,True,13,2
37,1,0,6,8,True,10,1
38,5,0,6,8,True,11,1
39,3,0,6,8,True,12,1
40,5,0,6,8,True,13,1
41,3,0,6,8,True,14,1
42,0,0,6,32,False,13,0
43,7,0,6,32,True,14,0
44,11,0,6,128,True,14,2
