trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,1,1,8,False,0,1,0
1,0,0,128,False,0,0,0
2,1,1,128,False,1,0,0
3,4,0,8,True,1,1,0
4,2,0,8,True,2,1,0
5,25,25,128,False,2,0,0
6,76,0,128,True,3,0,0
7,19,0,32,True,0,2,0
8,34,0,128,True,4,0,0
9,50,0,128,True,5,0,0
10,0,0,32,False,1,2,0
11,3,0,8,True,3,1,0
12,3,0,8,True,4,1,0
13,0,0,8,False,5,1,0
14,0,0,8,False,6,1,0
15,102,0,128,True,6,0,0
16,0,0,32,False,2,2,0
17,21,0,128,True,7,0,0
18,36,0,128,True,8,0,0
19,0,0,128,False,9,0,0
20,0,0,128,False,10,0,0
21,0,0,32,False,3,2,0
22,47,0,128,True,11,0,0
23,7,0,8,True,7,1,0
24,0,0,8,False,8,1,0
25,0,0,8,False,9,1,0
26,27,27,128,False,12,0,0
27,0,0,8,False,10,1,0
28,0,0,32,False,4,2,0
29,88,0,128,True,13,0,0
30,0,0,8,False,11,1,0
31,0,0,128,False,14,0,0
32,0,0,8,False,12,1,0
33,0,0,32,False,5,2,0
34,0,0,32,False,6,2,0
35,7,0,8,True,13,1,0
36,0,0,32,False,7,2,0
37,0,0,8,False,14,1,0
38,0,0,32,False,8,2,0
39,0,0,32,False,9,2,0
40,0,0,32,False,10,2,0
41,0,0,32,False,11,2,0
42,0,0,32,False,12,2,0
43,0,0,32,False,13,2,0
44,0,0,32,False,14,2,0
0,1,1,128,False,0,0,1
1,21,0,32,True,0,2,1
2,0,0,32,False,1,2,1
3,0,0,32,False,2,2,1
4,0,0,32,False,3,2,1
5,0,0,32,False,4,2,1
6,8,0,8,True,0,1,1
7,0,0,8,False,1,1,1
8,34,0,128,True,1,0,1
9,0,0,128,False,2,0,1
10,0,0,8,False,2,1,1
11,0,0,8,False,3,1,1
12,125,0,128,True,3,0,1
13,0,0,32,False,5,2,1
14,17,0,32,True,6,2,1
15,0,0,32,False,7,2,1
16,3,0,8,True,4,1,1
17,5,0,128,True,4,0,1
18,53,0,128,True,5,0,1
19,0,0,8,False,5,1,1
20,0,0,128,False,6,0,1
21,0,0,8,False,6,1,1
22,18,18,128,False,7,0,1
23,0,0,8,False,7,1,1
24,0,0,32,False,8,2,1
