trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,1,1,32,False,0,1,0
1,1,1,128,False,0,0,0
2,2,2,128,False,1,0,0
3,0,0,8,False,0,2,0
4,2,2,8,False,1,2,0
5,0,0,32,False,1,1,0
6,4,4,128,False,2,0,0
7,3,3,8,False,2,2,0
8,3,3,128,False,3,0,0
9,2,0,8,True,3,2,0
10,5,5,128,False,4,0,0
11,5,5,8,False,4,2,0
12,0,0,128,False,5,0,0
13,1,1,128,False,6,0,0
14,2,2,128,False,7,0,0
15,9,9,32,False,2,1,0
16,0,0,128,False,8,0,0
17,2,2,8,False,5,2,0
18,0,0,128,False,9,0,0
19,0,0,128,False,10,0,0
20,1,1,32,False,3,1,0
21,0,0,32,False,4,1,0
22,3,3,128,False,11,0,0
23,0,0,8,False,6,2,0
24,0,0,32,False,5,1,0
25,2,0,8,True,7,2,0
26,1,1,128,False,12,0,0
27,0,0,128,False,13,0,0
28,4,4,8,False,8,2,0
29,0,0,32,False,6,1,0
30,0,0,32,False,7,1,0
31,0,0,128,False,14,0,0
32,1,1,32,False,8,1,0
33,4,4,32,False,9,1,0
34,2,2,8,False,9,2,0
35,0,0,32,False,10,1,0
36,1,1,8,False,10,2,0
37,0,0,32,False,11,1,0
38,6,6,32,False,12,1,0
39,0,0,8,False,11,2,0
40,0,0,32,False,13,1,0
41,0,0,8,False,12,2,0
42,0,0,32,False,14,1,0
43,6,6,8,False,13,2,0
44,0,0,8,False,14,2,0
