trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,2,0,8,True,0,0,0
1,0,0,128,False,0,2,0
2,0,0,32,False,0,1,0
3,0,0,32,False,1,1,0
4,0,0,8,False,1,0,0
5,0,0,32,False,2,1,0
6,0,0,128,False,1,2,0
7,0,0,32,False,3,1,0
8,0,0,128,False,2,2,0
9,0,0,8,False,2,0,0
10,0,0,32,False,4,1,0
11,0,0,128,False,3,2,0
12,0,0,8,False,3,0,0
13,0,0,128,False,4,2,0
14,0,0,128,False,5,2,0
15,0,0,128,False,6,2,0
16,0,0,8,False,4,0,0
17,0,0,32,False,5,1,0
18,0,0,8,False,5,0,0
19,1,1,8,False,6,0,0
20,0,0,8,False,7,0,0
21,0,0,8,False,8,0,0
22,0,0,32,False,6,1,0
23,0,0,8,False,9,0,0
24,0,0,8,False,10,0,0
25,2,2,128,False,7,2,0
26,1,1,8,False,11,0,0
27,1,1,128,False,8,2,0
28,0,0,8,False,12,0,0
29,0,0,32,False,7,1,0
30,0,0,8,False,13,0,0
31,0,0,8,False,14,0,0
32,0,0,128,False,9,2,0
33,0,0,32,False,8,1,0
34,0,0,128,False,10,2,0
35,0,0,128,False,11,2,0
36,0,0,128,False,12,2,0
37,0,0,128,False,13,2,0
38,0,0,32,False,9,1,0
39,0,0,32,False,10,1,0
40,0,0,128,False,14,2,0
41,1,1,32,False,11,1,0
42,0,0,32,False,12,1,0
43,4,0,32,True,13,1,0
44,0,0,32,False,14,1,0
0,1,1,128,False,0,1,1
1,1,1,32,False,0,0,1
2,0,0,128,False,1,1,1
3,0,0,8,False,0,2,1
4,0,0,128,False,2,1,1
5,0,0,32,False,1,0,1
6,0,0,128,False,3,1,1
7,0,0,128,False,4,1,1
8,0,0,128,False,5,1,1
9,0,0,32,False,2,0,1
10,0,0,128,False,6,1,1
11,0,0,32,False,3,0,1
12,0,0,8,False,1,2,1
13,0,0,8,False,2,2,1
14,0,0,32,False,4,0,1
15,0,0,32,False,5,0,1
16,0,0,128,False,7,1,1
17,0,0,128,False,8,1,1
18,0,0,32,False,6,0,1
19,0,0,128,False,9,1,1
20,0,0,8,False,3,2,1
21,0,0,128,False,10,1,1
22,0,0,128,False,11,1,1
23,0,0,32,False,7,0,1
24,0,0,32,False,8,0,1
25,0,0,32,False,9,0,1
26,0,0,32,False,10,0,1
27,2,2,32,False,11,0,1
28,0,0,128,False,12,1,1
29,0,0,128,False,13,1,1
30,0,0,128,False,14,1,1
31,0,0,32,False,12,0,1
32,1,1,8,False,4,2,1
33,0,0,32,False,13,0,1
34,0,0,8,False,5,2,1
35,0,0,32,False,14,0,1
36,0,0,8,False,6,2,1
37,0,0,8,False,7,2,1
38,0,0,8,False,8,2,1
39,0,0,8,False,9,2,1
40,0,0,8,False,10,2,1
