trial,pumps,reward,run,max_pumps,exploded,balloon_trial,balloon_idx
0,2,0,0,8,True,0,0
1,0,0,0,8,False,1,0
2,3,0,0,8,True,2,0
3,3,3,0,128,False,0,2
4,0,0,0,32,False,0,1
5,0,0,0,32,False,1,1
6,4,4,0,128,False,1,2
7,0,0,0,8,False,3,0
8,6,6,0,32,False,2,1
9,0,0,0,8,False,4,0
10,2,2,0,128,False,2,2
11,0,0,0,128,False,3,2
12,0,0,0,8,False,5,0
13,0,0,0,128,False,4,2
14,0,0,0,8,False,6,0
15,0,0,0,8,False,7,0
16,0,0,0,8,False,8,0
17,0,0,0,128,False,5,2
18,0,0,0,8,False,9,0
19,1,1,0,32,False,3,1
20,1,1,0,128,False,6,2
21,0,0,0,8,False,10,0
22,0,0,0,128,False,7,2
23,0,0,0,8,False,11,0
24,2,2,0,32,False,4,1
25,2,2,0,128,False,8,2
26,2,2,0,128,False,9,2
27,0,0,0,128,False,10,2
28,2,2,0,128,False,11,2
29,0,0,0,8,False,12,0
30,0,0,0,8,False,13,0
31,0,0,0,128,False,12,2
32,0,0,0,32,False,5,1
33,0,0,0,128,False,13,2
34,2,2,0,32,False,6,1
35,0,0,0,8,False,14,0
36,0,0,0,32,False,7,1
37,0,0,0,128,False,14,2
38,2,0,0,32,True,8,1
39,0,0,0,32,False,9,1
40,3,3,0,32,False,10,1
41,0,0,0,32,False,11,1
42,0,0,0,32,False,12,1
43,0,0,0,32,False,13,1
44,0,0,0,32,False,14,1
0,5,5,1,128,False,0,0
1,1,1,1,128,False,1,0
2,1,1,1,8,False,0,2
3,1,1,1,8,False,1,2
4,1,1,1,8,False,2,2
5,0,0,1,32,False,0,1
6,0,0,1,8,False,3,2
7,0,0,1,128,False,2,0
8,2,2,1,128,False,3,0
9,0,0,1,8,False,4,2
10,2,2,1,32,False,1,1
11,1,1,1,128,False,4,0
12,1,1,1,128,False,5,0
13,0,0,1,32,False,2,1
14,0,0,1,8,False,5,2
15,2,2,1,128,False,6,0
16,3,3,1,128,False,7,0
17,2,2,1,128,False,8,0
18,0,0,1,128,False,9,0
19,1,1,1,32,False,3,1
20,0,0,1,128,False,10,0
21,0,0,1,8,False,6,2
22,2,2,1,32,False,4,1
23,1,1,1,32,False,5,1
24,0,0,1,128,False,11,0
25,0,0,1,8,False,7,2
26,0,0,1,128,False,12,0
27,0,0,1,8,False,8,2
28,3,0,1,8,True,9,2
29,0,0,1,8,False,10,2
30,0,0,1,32,False,6,1
31,0,0,1,128,False,13,0
32,0,0,1,128,False,14,0
33,0,0,1,32,False,7,1
34,0,0,1,8,False,11,2
35,0,0,1,8,False,12,2
36,7,7,1,32,False,8,1
37,0,0,1,32,False,9,1
38,0,0,1,8,False,13,2
39,2,2,1,32,False,10,1
40,0,0,1,8,False,14,2
41,1,1,1,32,False,11,1
42,2,2,1,32,False,12,1
43,0,0,1,32,False,13,1
44,2,2,1,32,False,14,1
0,1,1,2,128,False,0,1
1,0,0,2,32,False,0,0
2,2,2,2,128,False,1,1
3,0,0,2,128,False,2,1
4,1,1,2,32,False,1,0
5,0,0,2,8,False,0,2
6,0,0,2,8,False,1,2
7,3,3,2,8,False,2,2
8,5,5,2,128,False,3,1
9,1,1,2,8,False,3,2
10,0,0,2,32,False,2,0
11,1,1,2,32,False,3,0
12,3,3,2,8,False,4,2
13,1,1,2,128,False,4,1
14,3,3,2,128,False,5,1
15,3,3,2,128,False,6,1
16,0,0,2,128,False,7,1
17,0,0,2,8,False,5,2
18,1,1,2,8,False,6,2
19,0,0,2,8,False,7,2
20,1,1,2,8,False,8,2
21,2,2,2,128,False,8,1
22,0,0,2,8,False,9,2
23,1,1,2,8,False,10,2
24,0,0,2,8,False,11,2
25,3,0,2,32,True,4,0
26,0,0,2,128,False,9,1
27,1,1,2,32,False,5,0
28,0,0,2,128,False,10,1
29,2,2,2,128,False,11,1
30,4,4,2,32,False,6,0
31,1,1,2,32,False,7,0
32,0,0,2,32,False,8,0
33,0,0,2,8,False,12,2
34,0,0,2,8,False,13,2
35,0,0,2,8,False,14,2
36,1,1,2,32,False,9,0
37,2,2,2,128,False,12,1
38,2,2,2,128,False,13,1
39,1,1,2,32,False,10,0
40,5,5,2,128,False,14,1
41,2,2,2,32,False,11,0
42,0,0,2,32,False,12,0
43,1,1,2,32,False,13,0
44,2,2,2,32,False,14,0
0,1,0,3,32,True,0,2
1,3,0,3,8,True,0,0
2,8,0,3,128,True,0,1
3,0,0,3,32,False,1,2
4,0,0,3,32,False,2,2
5,0,0,3,128,False,1,1
6,0,0,3,8,False,1,0
7,0,0,3,32,False,3,2
8,0,0,3,8,False,2,0
9,0,0,3,32,False,4,2
10,0,0,3,128,False,2,1
11,0,0,3,32,False,5,2
12,0,0,3,8,False,3,0
13,0,0,3,32,False,6,2
14,0,0,3,32,False,7,2
15,0,0,3,8,False,4,0
16,0,0,3,32,False,8,2
17,0,0,3,32,False,9,2
18,0,0,3,32,False,10,2
19,0,0,3,8,False,5,0
20,0,0,3,8,False,6,0
21,0,0,3,32,False,11,2
22,0,0,3,128,False,3,1
23,0,0,3,8,False,7,0
24,0,0,3,8,False,8,0
25,0,0,3,128,False,4,1
26,0,0,3,32,False,12,2
27,0,0,3,8,False,9,0
28,0,0,3,8,False,10,0
29,0,0,3,8,False,11,0
30,0,0,3,128,False,5,1
31,0,0,3,8,False,12,0
32,0,0,3,32,False,13,2
33,0,0,3,32,False,14,2
34,0,0,3,8,False,13,0
35,0,0,3,128,False,6,1
36,0,0,3,128,False,7,1
37,0,0,3,128,False,8,1
38,0,0,3,8,False,14,0
39,0,0,3,128,False,9,1
40,0,0,3,128,False,10,1
41,0,0,3,128,False,11,1
42,0,0,3,128,False,12,1
43,0,0,3,128,False,13,1
44,0,0,3,128,False,14,1
0,14,14,4,128,False,0,2
1,25,0,4,32,True,0,1
2,7,0,4,8,True,0,0
3,0,0,4,8,False,1,0
4,70,0,4,128,True,1,2
5,0,0,4,128,False,2,2
6,0,0,4,32,False,1,1
7,21,0,4,128,True,3,2
8,0,0,4,32,False,2,1
9,0,0,4,8,False,2,0
10,0,0,4,32,False,3,1
11,0,0,4,32,False,4,1
12,0,0,4,128,False,4,2
13,0,0,4,32,False,5,1
14,0,0,4,8,False,3,0
15,0,0,4,32,False,6,1
16,71,71,4,128,False,5,2
17,0,0,4,8,False,4,0
18,70,70,4,128,False,6,2
19,0,0,4,32,False,7,1
20,19,0,4,128,True,7,2
21,0,0,4,8,False,5,0
22,0,0,4,32,False,8,1
23,109,0,4,128,True,8,2
24,0,0,4,32,False,9,1
25,0,0,4,32,False,10,1
26,13,0,4,128,True,9,2
27,0,0,4,32,False,11,1
28,0,0,4,8,False,6,0
29,0,0,4,8,False,7,0
30,93,0,4,128,True,10,2
31,0,0,4,8,False,8,0
32,0,0,4,8,False,9,0
33,45,0,4,128,True,11,2
34,0,0,4,128,False,12,2
35,97,0,4,128,True,13,2
36,0,0,4,128,False,14,2
37,0,0,4,32,False,12,1
38,0,0,4,8,False,10,0
39,0,0,4,32,False,13,1
40,0,0,4,8,False,11,0
41,0,0,4,8,False,12,0
42,0,0,4,8,False,13,0
43,0,0,4,8,False,14,0
44,0,0,4,32,False,14,1
0,37,0,5,128,True,0,1
