trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,5,0,8,True,0,1,0
1,29,0,32,True,0,0,0
2,1,0,8,True,1,1,0
3,4,4,8,False,2,1,0
4,13,13,128,False,0,2,0
5,36,36,128,False,1,2,0
6,20,20,128,False,2,2,0
7,3,0,8,True,3,1,0
8,14,0,32,True,1,0,0
9,18,18,128,False,3,2,0
10,0,0,8,False,4,1,0
11,5,0,8,True,5,1,0
12,1,1,32,False,2,0,0
13,6,0,8,True,6,1,0
14,10,0,32,True,3,0,0
15,6,0,8,True,7,1,0
16,6,0,8,True,8,1,0
17,69,0,128,True,4,2,0
18,5,0,128,True,5,2,0
19,25,0,32,True,4,0,0
20,8,0,8,True,9,1,0
21,5,0,8,True,10,1,0
22,1,0,8,True,11,1,0
23,11,0,32,True,5,0,0
24,3,0,8,True,12,1,0
25,28,0,32,True,6,0,0
26,3,0,8,True,13,1,0
27,19,19,128,False,6,2,0
28,31,0,32,True,7,0,0
29,104,0,128,True,7,2,0
30,1,1,8,False,14,1,0
31,1,1,128,False,8,2,0
32,22,0,128,True,9,2,0
33,17,0,32,True,8,0,0
34,80,80,128,False,10,2,0
35,25,0,32,True,9,0,0
36,27,27,128,False,11,2,0
37,118,0,128,True,12,2,0
38,10,10,32,False,10,0,0
39,27,0,128,True,13,2,0
40,60,0,128,True,14,2,0
41,1,1,32,False,11,0,0
42,4,4,32,False,12,0,0
43,0,0,32,False,13,0,0
44,2,2,32,False,14,0,0
0,5,0,8,True,0,2,1
1,8,0,32,True,0,0,1
2,58,58,128,False,0,1,1
3,0,0,8,False,1,2,1
4,19,19,128,False,1,1,1
5,4,4,128,False,2,1,1
6,13,13,32,False,1,0,1
7,11,0,32,True,2,0,1
8,11,11,32,False,3,0,1
9,44,0,128,True,3,1,1
10,5,5,32,False,4,0,1
11,23,23,128,False,4,1,1
12,34,0,128,True,5,1,1
13,4,0,32,True,5,0,1
14,16,0,32,True,6,0,1
15,51,0,128,True,6,1,1
16,5,0,32,True,7,0,1
17,92,0,128,True,7,1,1
18,7,0,32,True,8,0,1
19,19,0,32,True,9,0,1
20,27,0,128,True,8,1,1
21,71,0,128,True,9,1,1
22,2,0,8,True,2,2,1
23,5,0,8,True,3,2,1
24,23,0,32,True,10,0,1
25,2,0,8,True,4,2,1
26,4,4,8,False,5,2,1
27,3,0,32,True,11,0,1
28,13,13,128,False,10,1,1
29,2,0,32,True,12,0,1
30,3,0,32,True,13,0,1
31,3,0,8,True,6,2,1
32,88,0,128,True,11,1,1
33,7,0,32,True,14,0,1
34,4,0,8,True,7,2,1
35,10,10,128,False,12,1,1
36,8,0,8,True,8,2,1
37,2,2,128,False,13,1,1
38,0,0,8,False,9,2,1
39,4,0,8,True,10,2,1
40,2,0,8,True,11,2,1
41,17,17,128,False,14,1,1
42,2,0,8,True,12,2,1
43,4,0,8,True,13,2,1
44,4,0,8,True,14,2,1
0,2,2,32,False,0,1,2
1,3,3,32,False,1,1,2
2,1,0,8,True,0,2,2
3,20,0,32,True,2,1,2
4,3,3,8,False,1,2,2
5,2,2,128,False,0,0,2
6,15,15,32,False,3,1,2
7,8,0,8,True,2,2,2
8,3,0,8,True,3,2,2
9,7,0,8,True,4,2,2
10,2,0,8,True,5,2,2
11,25,25,32,False,4,1,2
12,4,4,32,False,5,1,2
13,7,0,8,True,6,2,2
14,16,0,32,True,6,1,2
15,8,0,8,True,7,2,2
16,49,0,128,True,1,0,2
17,7,0,32,True,7,1,2
18,12,0,32,True,8,1,2
19,2,2,32,False,9,1,2
20,75,0,128,True,2,0,2
21,23,0,32,True,10,1,2
22,23,0,32,True,11,1,2
23,8,0,32,True,12,1,2
24,0,0,8,False,8,2,2
25,5,0,8,True,9,2,2
26,25,25,32,False,13,1,2
27,4,4,32,False,14,1,2
28,2,2,8,False,10,2,2
29,0,0,8,False,11,2,2
30,14,14,128,False,3,0,2
31,37,37,128,False,4,0,2
32,7,0,8,True,12,2,2
33,3,3,128,False,5,0,2
34,5,0,8,True,13,2,2
35,9,0,128,True,6,0,2
36,0,0,8,False,14,2,2
37,1,1,128,False,7,0,2
38,52,52,128,False,8,0,2
39,7,7,128,False,9,0,2
40,15,15,128,False,10,0,2
41,30,30,128,False,11,0,2
42,1,1,128,False,12,0,2
43,2,2,128,False,13,0,2
44,6,6,128,False,14,0,2
0,5,5,128,False,0,2,3
1,3,0,8,True,0,1,3
2,17,17,128,False,1,2,3
3,0,0,8,False,1,1,3
4,3,0,8,True,2,1,3
5,2,0,8,True,3,1,3
6,0,0,8,False,4,1,3
7,8,0,8,True,5,1,3
8,21,21,128,False,2,2,3
9,10,10,32,False,0,0,3
10,19,19,128,False,3,2,3
11,2,2,8,False,6,1,3
