trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,1,1,32,False,0,1,0
1,4,4,32,False,1,1,0
2,2,2,8,False,0,2,0
3,0,0,128,False,0,0,0
4,0,0,32,False,2,1,0
5,1,1,32,False,3,1,0
6,0,0,128,False,1,0,0
7,0,0,32,False,4,1,0
8,2,2,32,False,5,1,0
9,0,0,128,False,2,0,0
10,0,0,32,False,6,1,0
11,1,1,8,False,1,2,0
12,0,0,32,False,7,1,0
13,1,1,128,False,3,0,0
14,3,3,128,False,4,0,0
15,5,5,128,False,5,0,0
16,0,0,128,False,6,0,0
17,1,1,128,False,7,0,0
18,0,0,128,False,8,0,0
19,0,0,8,False,2,2,0
20,1,1,128,False,9,0,0
21,0,0,8,False,3,2,0
22,4,4,128,False,10,0,0
23,2,2,32,False,8,1,0
24,0,0,32,False,9,1,0
25,0,0,8,False,4,2,0
26,2,2,128,False,11,0,0
27,6,0,128,True,12,0,0
28,1,1,128,False,13,0,0
29,0,0,128,False,14,0,0
30,0,0,8,False,5,2,0
31,0,0,32,False,10,1,0
32,1,0,8,True,6,2,0
33,3,3,8,False,7,2,0
34,0,0,8,False,8,2,0
35,0,0,8,False,9,2,0
36,3,0,32,True,11,1,0
37,0,0,32,False,12,1,0
38,3,0,8,True,10,2,0
39,5,5,8,False,11,2,0
40,0,0,32,False,13,1,0
41,3,3,8,False,12,2,0
42,1,0,32,True,14,1,0
43,0,0,8,False,13,2,0
44,0,0,8,False,14,2,0
0,3,0,8,True,0,0,1
1,7,0,8,True,1,0,1
2,2,2,128,False,0,2,1
3,0,0,128,False,1,2,1
4,4,0,8,True,2,0,1
5,0,0,8,False,3,0,1
6,1,1,32,False,0,1,1
7,1,1,32,False,1,1,1
8,1,1,8,False,4,0,1
9,2,2,32,False,2,1,1
10,0,0,8,False,5,0,1
11,2,2,32,False,3,1,1
12,2,0,8,True,6,0,1
13,5,0,8,True,7,0,1
14,0,0,32,False,4,1,1
15,0,0,8,False,8,0,1
16,0,0,128,False,2,2,1
17,0,0,128,False,3,2,1
18,2,2,8,False,9,0,1
19,0,0,128,False,4,2,1
20,3,3,128,False,5,2,1
21,0,0,8,False,10,0,1
22,0,0,32,False,5,1,1
23,2,0,32,True,6,1,1
24,0,0,128,False,6,2,1
25,1,1,128,False,7,2,1
26,3,3,128,False,8,2,1
27,0,0,8,False,11,0,1
28,0,0,128,False,9,2,1
29,2,2,8,False,12,0,1
30,3,3,128,False,10,2,1
31,0,0,128,False,11,2,1
32,0,0,8,False,13,0,1
33,2,2,8,False,14,0,1
34,3,3,128,False,12,2,1
35,1,1,32,False,7,1,1
36,0,0,128,False,13,2,1
37,1,1,128,False,14,2,1
38,0,0,32,False,8,1,1
39,5,5,32,False,9,1,1
40,2,2,32,False,10,1,1
41,2,2,32,False,11,1,1
42,2,2,32,False,12,1,1
43,0,0,32,False,13,1,1
44,1,0,32,True,14,1,1
0,4,4,32,False,0,0,2
1,0,0,128,False,0,2,2
2,3,0,8,True,0,1,2
3,1,0,32,True,1,0,2
4,1,1,8,False,1,1,2
5,0,0,128,False,1,2,2
6,0,0,8,False,2,1,2
7,0,0,32,False,2,0,2
8,2,2,128,False,2,2,2
9,0,0,8,False,3,1,2
10,2,2,32,False,3,0,2
11,0,0,8,False,4,1,2
12,2,2,32,False,4,0,2
13,0,0,32,False,5,0,2
14,1,1,32,False,6,0,2
15,0,0,8,False,5,1,2
16,0,0,128,False,3,2,2
17,0,0,8,False,6,1,2
18,1,1,32,False,7,0,2
19,0,0,32,False,8,0,2
20,0,0,8,False,7,1,2
21,1,1,32,False,9,0,2
22,0,0,32,False,10,0,2
23,3,3,8,False,8,1,2
24,2,2,32,False,11,0,2
25,1,1,128,False,4,2,2
26,3,3,128,False,5,2,2
27,0,0,8,False,9,1,2
28,2,2,32,False,12,0,2
29,3,3,8,False,10,1,2
30,0,0,8,False,11,1,2
31,0,0,32,False,13,0,2
32,1,1,32,False,14,0,2
33,1,1,8,False,12,1,2
34,1,1,8,False,13,1,2
35,5,5,128,False,6,2,2
36,0,0,8,False,14,1,2
37,1,1,128,False,7,2,2
38,3,3,128,False,8,2,2
39,1,1,128,False,9,2,2
40,1,1,128,False,10,2,2
41,2,2,128,False,11,2,2
42,1,1,128,False,12,2,2
43,0,0,128,False,13,2,2
44,2,2,128,False,14,2,2
0,0,0,32,False,0,1,3
1,0,0,32,False,1,1,3
2,2,2,32,False,2,1,3
3,4,4,32,False,3,1,3
4,4,4,128,False,0,0,3
5,1,1,8,False,0,2,3
6,0,0,128,False,1,0,3
7,6,6,128,False,2,0,3
8,3,3,8,False,1,2,3
9,0,0,128,False,3,0,3
10,1,1,128,False,4,0,3
11,2,2,8,False,2,2,3
12,1,1,8,False,3,2,3
13,0,0,8,False,4,2,3
14,0,0,128,False,5,0,3
15,1,1,128,False,6,0,3
16,3,3,8,False,5,2,3
17,1,1,8,False,6,2,3
18,0,0,8,False,7,2,3
19,1,1,128,False,7,0,3
20,2,2,32,False,4,1,3
21,0,0,32,False,5,1,3
22,1,1,128,False,8,0,3
23,0,0,8,False,8,2,3
24,1,1,32,False,6,1,3
25,3,3,128,False,9,0,3
26,2,2,32,False,7,1,3
27,0,0,32,False,8,1,3
28,6,6,8,False,9,2,3
29,0,0,32,False,9,1,3
30,4,4,8,False,10,2,3
31,2,2,32,False,10,1,3
32,0,0,128,False,10,0,3
33,2,2,128,False,11,0,3
34,0,0,128,False,12,0,3
35,2,2,8,False,11,2,3
36,3,3,32,False,11,1,3
37,2,0,8,True,12,2,3
38,2,2,128,False,13,0,3
39,1,1,8,False,13,2,3
40,1,1,8,False,14,2,3
41,4,4,128,False,14,0,3
42,1,1,32,False,12,1,3
43,1,1,32,False,13,1,3
44,0,0,32,False,14,1,3
