trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,1,-3.39,0.5,0,0
1,0,1,0,23.71,0.55,1,0
2,0,2,0,5.75,0.65,1,0
3,0,3,0,3.59,0.7,1,0
4,0,4,0,5.98,0.75,1,0
5,0,5,0,12.78,0.8,1,0
6,0,6,0,16.36,0.85,1,0
7,0,7,0,6.8,0.9,1,0
8,0,8,0,5.95,0.95,1,0
9,0,9,0,15.62,0.95,1,0
10,0,10,0,17.72,0.95,1,0
11,0,11,0,15.68,0.95,1,0
12,0,12,0,15.18,0.95,1,0
13,0,13,0,32.13,0.95,1,0
14,0,14,0,3.63,0.95,1,0
15,0,15,0,12.83,0.95,1,0
16,0,16,0,6.95,0.95,1,0
17,0,17,0,11.16,0.95,1,0
18,0,18,0,23.99,0.95,1,0
19,0,19,0,11.9,0.95,1,0
20,0,20,0,18.44,0.95,0,0
21,1,0,0,-1.88,0.95,0,0
22,1,1,1,12.97,0.6,1,0
23,1,2,1,6.39,0.7,1,0
24,1,3,1,19.47,0.75,1,0
25,1,4,1,23.7,0.8,1,0
26,1,5,1,13.29,0.85,1,0
27,1,6,1,-0.39,0.9,1,0
28,1,7,1,14.41,0.9,1,0
29,1,8,1,6.79,0.9,1,0
30,1,9,1,6.1,0.9,1,0
31,1,10,1,8.5,0.9,1,0
32,1,11,1,12.96,0.9,1,0
33,1,12,1,13.99,0.9,1,0
34,1,13,1,1.18,0.9,1,0
35,1,14,1,18.51,0.9,1,0
36,1,15,1,-4.67,0.9,1,0
37,1,16,0,10.48,0.6,0,0
38,1,17,0,-9.24,0.65,0,0
39,1,18,0,-11.47,0.55,0,0
40,1,19,1,20.9,0.75,0,0
41,2,0,1,-21.11,0.85,0,0
42,2,1,0,9.91,0.6,1,0
43,2,2,0,7.78,0.7,1,0
44,2,3,0,10.2,0.75,1,0
45,2,4,0,16.91,0.8,1,0
46,2,5,0,9.34,0.85,1,0
47,2,6,0,16.15,0.9,1,0
48,2,7,0,11.57,0.95,1,0
49,2,8,0,27.72,0.95,1,0
50,2,9,0,-8.19,0.95,1,0
51,2,10,1,-5.35,0.6,0,0
52,2,11,1,-18.01,0.65,0,0
53,2,12,0,9.81,0.75,1,0
54,2,13,0,24.37,0.8,1,0
55,2,14,0,16.63,0.85,1,0
56,2,15,0,1.56,0.9,1,0
57,2,16,0,-3.55,0.9,1,0
58,2,17,0,5.34,0.85,1,0
59,2,18,1,-13.71,0.6,0,0
60,2,19,0,-4.99,0.75,0,0
61,3,0,0,-9.6,0.65,0,0
62,3,1,1,7.42,0.7,1,0
63,3,2,1,14.24,0.75,1,0
64,3,3,1,1.54,0.8,1,0
65,3,4,1,10.63,0.85,1,0
66,3,5,1,10.07,0.9,1,0
67,3,6,1,20.18,0.95,1,0
68,3,7,1,4.57,0.95,1,0
69,3,8,1,1.48,0.95,1,0
70,3,9,1,14.59,0.95,1,0
71,3,10,1,5.66,0.95,1,0
72,3,11,1,14.8,0.95,1,0
73,3,12,1,32.39,0.95,1,0
74,3,13,1,4.34,0.95,1,0
75,3,14,1,16.23,0.95,1,0
76,3,15,1,7.01,0.95,1,0
77,3,16,1,4.24,0.95,1,0
78,3,17,1,22.29,0.95,1,0
79,3,18,1,10.11,0.95,0,0
0,0,0,1,8.52,0.5,1,1
1,0,1,0,-10.36,0.5,0,1
2,0,2,1,24.33,0.6,1,1
3,0,3,1,17.44,0.75,1,1
4,0,4,1,9.42,0.8,1,1
5,0,5,1,6.0,0.85,1,1
6,0,6,1,18.07,0.9,1,1
7,0,7,1,5.72,0.95,1,1
8,0,8,1,1.59,0.95,1,1
9,0,9,1,21.64,0.9,1,1
10,0,10,1,12.55,0.95,1,1
11,0,11,1,13.89,0.95,1,1
12,0,12,1,15.01,0.95,1,1
13,0,13,1,3.57,0.95,1,1
14,0,14,1,19.66,0.9,1,1
15,0,15,1,16.74,0.9,1,1
16,0,16,1,19.19,0.95,1,1
17,0,17,1,9.9,0.95,1,1
18,0,18,0,-13.69,0.55,0,1
19,0,19,1,7.49,0.85,1,1
20,0,20,1,22.27,0.8,0,1
21,1,0,1,-3.2,0.85,0,1
22,1,1,0,4.22,0.6,1,1
23,1,2,0,5.51,0.65,1,1
24,1,3,0,17.75,0.7,1,1
25,1,4,0,-7.35,0.75,1,1
26,1,5,0,16.13,0.7,1,1
27,1,6,0,6.7,0.75,1,1
28,1,7,0,21.77,0.8,1,1
29,1,8,0,6.39,0.85,1,1
30,1,9,0,11.43,0.9,1,1
31,1,10,0,8.05,0.9,1,1
32,1,11,0,8.09,0.9,1,1
33,1,12,0,-5.44,0.95,1,1
34,1,13,0,16.94,0.85,1,1
