trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,1,28.61,0.0,0,0
1,0,1,0,49.23,0.1,1,0
2,0,2,0,54.43,0.15,1,0
3,0,3,0,57.92,0.2,1,0
4,0,4,0,65.47,0.25,1,0
5,0,5,0,58.78,0.3,1,0
6,0,6,0,48.52,0.35,1,0
7,0,7,0,55.37,0.35,1,0
8,0,8,0,53.4,0.3,1,0
9,0,9,0,66.96,0.35,1,0
10,0,10,0,54.24,0.35,1,0
11,0,11,0,50.39,0.35,1,0
12,0,12,0,61.44,0.35,1,0
13,0,13,0,68.5,0.35,1,0
14,0,14,0,69.24,0.4,1,0
15,0,15,0,55.23,0.45,1,0
16,0,16,0,48.39,0.45,1,0
17,0,17,1,28.07,0.1,0,0
18,0,18,0,54.23,0.4,1,0
19,0,19,0,40.68,0.35,1,0
20,0,20,0,64.64,0.3,0,0
21,1,0,1,68.78,0.2,1,0
22,1,1,1,73.65,0.5,1,0
23,1,2,1,57.49,0.6,1,0
24,1,3,1,61.62,0.65,1,0
25,1,4,1,54.96,0.7,1,0
26,1,5,1,61.23,0.75,1,0
27,1,6,1,51.23,0.8,1,0
28,1,7,0,59.58,0.5,0,0
29,1,8,1,62.81,0.65,1,0
30,1,9,0,48.94,0.55,0,0
31,1,10,1,43.64,0.65,1,0
32,1,11,1,55.41,0.6,1,0
33,1,12,0,43.99,0.55,0,0
34,1,13,0,36.77,0.5,0,0
35,1,14,1,65.9,0.65,1,0
36,1,15,1,57.27,0.7,1,0
37,1,16,1,62.74,0.7,1,0
38,1,17,1,49.62,0.7,1,0
39,1,18,0,39.95,0.5,0,0
40,1,19,0,39.8,0.6,1,0
41,2,0,0,67.65,0.55,1,0
42,2,1,1,37.24,0.55,0,0
43,2,2,1,35.94,0.6,0,0
44,2,3,1,43.06,0.55,0,0
45,2,4,1,40.9,0.55,0,0
46,2,5,1,40.84,0.6,0,0
47,2,6,1,39.93,0.5,0,0
48,2,7,0,66.22,0.55,1,0
49,2,8,0,69.69,0.65,1,0
50,2,9,1,47.59,0.55,0,0
51,2,10,0,52.45,0.7,1,0
52,2,11,0,64.75,0.75,1,0
53,2,12,0,62.09,0.75,1,0
54,2,13,0,60.99,0.8,1,0
55,2,14,0,56.07,0.85,1,0
56,2,15,0,51.04,0.9,1,0
57,2,16,0,65.33,0.92,1,0
58,2,17,0,44.71,0.94,1,0
59,2,18,0,61.09,0.9,1,0
60,2,19,0,59.42,0.92,0,0
61,3,0,0,36.48,0.9,0,0
62,3,1,1,59.2,0.55,1,0
63,3,2,1,55.67,0.65,1,0
64,3,3,1,64.15,0.7,1,0
65,3,4,1,57.42,0.75,1,0
66,3,5,1,62.33,0.8,1,0
67,3,6,1,61.26,0.85,1,0
68,3,7,1,57.03,0.85,1,0
69,3,8,1,71.54,0.85,1,0
70,3,9,1,47.62,0.9,1,0
71,3,10,1,59.39,0.85,1,0
72,3,11,1,69.37,0.85,1,0
73,3,12,1,70.56,0.85,1,0
74,3,13,1,65.96,0.85,1,0
75,3,14,1,76.14,0.85,1,0
76,3,15,1,75.23,0.8,1,0
77,3,16,1,66.47,0.8,1,0
78,3,17,1,63.37,0.8,1,0
79,3,18,1,61.11,0.85,0,0
0,0,0,0,66.42,0.0,1,1
1,0,1,0,48.72,0.5,1,1
2,0,2,0,50.73,0.5,1,1
3,0,3,1,31.27,0.1,0,1
4,0,4,0,65.1,0.6,1,1
5,0,5,0,59.44,0.7,1,1
6,0,6,0,63.72,0.75,1,1
7,0,7,0,60.3,0.7,1,1
8,0,8,0,61.77,0.65,1,1
9,0,9,0,79.71,0.75,1,1
10,0,10,0,56.38,0.75,1,1
11,0,11,0,63.66,0.75,1,1
12,0,12,0,68.29,0.75,1,1
13,0,13,0,46.05,0.7,1,1
14,0,14,0,54.13,0.7,1,1
15,0,15,1,29.94,0.3,0,1
16,0,16,0,52.15,0.7,1,1
17,0,17,0,70.83,0.65,1,1
18,0,18,0,54.1,0.65,1,1
19,0,19,0,48.76,0.65,1,1
20,0,20,1,41.59,0.4,1,1
21,1,0,1,55.93,0.6,1,1
22,1,1,1,46.49,0.6,1,1
23,1,2,1,54.21,0.6,1,1
24,1,3,1,69.79,0.65,1,1
25,1,4,0,38.32,0.55,0,1
26,1,5,0,36.27,0.5,0,1
27,1,6,1,75.5,0.65,1,1
28,1,7,1,67.5,0.65,1,1
29,1,8,1,67.47,0.7,1,1
30,1,9,1,71.75,0.7,1,1
31,1,10,1,57.12,0.75,1,1
32,1,11,1,66.34,0.7,1,1
33,1,12,1,63.72,0.7,1,1
34,1,13,1,70.78,0.75,1,1
35,1,14,1,72.45,0.75,1,1
36,1,15,1,63.89,0.75,1,1
37,1,16,1,76.49,0.75,1,1
38,1,17,1,65.06,0.7,1,1
39,1,18,1,54.0,0.75,1,1
40,1,19,1,65.18,0.7,0,1
41,2,0,1,49.55,0.75,0,1
42,2,1,1,37.26,0.75,0,1
43,2,2,0,68.21,0.6,1,1
44,2,3,0,73.39,0.65,1,1
45,2,4,0,61.76,0.7,1,1
46,2,5,1,34.62,0.55,0,1
47,2,6,0,66.95,0.7,1,1
48,2,7,0,69.63,0.65,1,1
49,2,8,0,55.77,0.75,1,1
50,2,9,0,58.72,0.75,1,1
51,2,10,0,65.65,0.75,1,1
52,2,11,0,65.6,0.75,1,1
53,2,12,0,63.65,0.75,1,1
54,2,13,0,56.11,0.75,1,1
55,2,14,0,62.93,0.75,1,1
56,2,15,1,39.72,0.6,0,1
57,2,16,1,45.9,0.55,0,1
58,2,17,0,63.84,0.75,1,1
59,2,18,0,54.63,0.75,1,1
60,2,19,0,56.85,0.75,0,1
61,3,0,0,46.66,0.7,0,1
62,3,1,0,21.55,0.65,0,1
63,3,2,1,57.06,0.6,1,1
64,3,3,1,58.02,0.65,1,1
65,3,4,1,60.45,0.7,1,1
66,3,5,1,55.53,0.75,1,1
67,3,6,1,81.69,0.75,1,1
68,3,7,1,66.45,0.75,1,1
69,3,8,1,59.86,0.75,1,1
70,3,9,1,67.22,0.7,1,1
71,3,10,1,46.93,0.75,1,1
72,3,11,0,52.94,0.65,0,1
73,3,12,0,49.47,0.65,0,1
74,3,13,1,65.74,0.65,1,1
75,3,14,1,69.14,0.7,1,1
76,3,15,1,59.36,0.75,1,1
77,3,16,1,54.78,0.75,1,1
78,3,17,1,74.21,0.75,1,1
79,3,18,1,66.5,0.75,0,1
0,0,0,1,36.91,0.0,0,2
1,0,1,0,76.15,0.1,1,2
2,0,2,0,57.96,0.7,1,2
3,0,3,0,45.51,0.6,1,2
4,0,4,0,57.13,0.75,1,2
5,0,5,0,61.76,0.65,1,2
6,0,6,0,61.45,0.6,1,2
7,0,7,0,55.53,0.7,1,2
8,0,8,0,56.65,0.75,1,2
9,0,9,0,56.61,0.7,1,2
10,0,10,0,58.74,0.75,1,2
11,0,11,0,50.33,0.75,1,2
12,0,12,0,65.26,0.7,1,2
13,0,13,0,60.73,0.65,1,2
14,0,14,1,25.08,0.5,0,2
15,0,15,0,60.06,0.6,1,2
16,0,16,0,71.32,0.65,1,2
17,0,17,0,68.81,0.65,1,2
18,0,18,0,71.4,0.65,1,2
19,0,19,0,61.96,0.65,1,2
20,0,20,0,51.75,0.6,0,2
21,1,0,1,71.65,0.5,1,2
22,1,1,1,49.57,0.55,1,2
23,1,2,1,47.92,0.6,1,2
24,1,3,0,44.32,0.55,0,2
25,1,4,1,50.72,0.55,1,2
26,1,5,0,39.58,0.55,0,2
27,1,6,1,56.02,0.6,1,2
28,1,7,1,58.35,0.6,1,2
29,1,8,1,60.1,0.6,1,2
30,1,9,1,51.8,0.65,1,2
31,1,10,1,57.71,0.6,1,2
32,1,11,1,62.85,0.65,1,2
33,1,12,1,58.51,0.65,1,2
34,1,13,1,53.82,0.65,1,2
35,1,14,1,58.87,0.6,1,2
36,1,15,1,60.76,0.65,1,2
37,1,16,1,62.22,0.65,1,2
38,1,17,1,52.24,0.65,1,2
39,1,18,1,53.64,0.65,1,2
40,1,19,1,56.44,0.65,0,2
41,2,0,1,50.82,0.65,0,2
42,2,1,1,46.32,0.6,0,2
43,2,2,0,61.61,0.6,1,2
44,2,3,0,57.75,0.65,1,2
45,2,4,1,40.46,0.65,0,2
46,2,5,0,58.54,0.6,1,2
47,2,6,0,50.67,0.6,1,2
48,2,7,1,31.39,0.55,0,2
49,2,8,0,54.6,0.6,1,2
50,2,9,0,52.88,0.6,1,2
51,2,10,0,50.09,0.6,1,2
52,2,11,0,53.24,0.6,1,2
53,2,12,0,73.92,0.65,1,2
54,2,13,0,61.52,0.65,1,2
55,2,14,0,71.61,0.7,1,2
56,2,15,0,68.52,0.65,1,2
57,2,16,0,46.47,0.7,1,2
58,2,17,0,64.98,0.7,1,2
59,2,18,0,58.37,0.65,1,2
60,2,19,0,39.59,0.7,0,2
61,3,0,1,62.33,0.55,1,2
62,3,1,1,56.56,0.65,1,2
63,3,2,1,55.54,0.65,1,2
64,3,3,1,57.7,0.65,1,2
65,3,4,1,44.83,0.65,1,2
66,3,5,1,65.32,0.65,1,2
67,3,6,1,58.49,0.65,1,2
68,3,7,1,55.55,0.65,1,2
69,3,8,0,27.32,0.65,0,2
70,3,9,1,56.8,0.65,1,2
71,3,10,1,69.89,0.65,1,2
72,3,11,1,62.05,0.65,1,2
73,3,12,1,58.16,0.65,1,2
74,3,13,1,68.6,0.7,1,2
75,3,14,1,60.52,0.7,1,2
76,3,15,1,61.23,0.7,1,2
77,3,16,1,47.89,0.7,1,2
78,3,17,1,67.21,0.7,1,2
79,3,18,1,54.69,0.7,0,2
