trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,38.55,0.0,0,0
1,0,1,1,70.71,0.1,1,0
2,0,2,1,50.07,0.2,1,0
3,0,3,1,72.56,0.3,1,0
4,0,4,1,59.0,0.4,1,0
5,0,5,1,53.74,0.5,1,0
6,0,6,1,58.71,0.6,1,0
7,0,7,1,49.16,0.7,1,0
8,0,8,1,63.52,0.75,1,0
9,0,9,1,74.45,0.8,1,0
10,0,10,1,61.04,0.85,1,0
11,0,11,1,52.39,0.86,1,0
12,0,12,1,58.18,0.87,1,0
13,0,13,1,58.06,0.88,1,0
14,0,14,1,59.16,0.89,1,0
15,0,15,1,62.58,0.88,1,0
16,0,16,0,46.61,0.2,0,0
17,0,17,0,36.55,0.25,0,0
18,0,18,1,68.34,0.9,1,0
19,0,19,1,63.39,0.91,1,0
20,0,20,0,54.89,0.3,1,0
21,1,0,0,54.32,0.35,1,0
22,1,1,0,56.99,0.4,1,0
23,1,2,1,40.1,0.5,0,0
24,1,3,0,63.2,0.65,1,0
25,1,4,0,80.22,0.7,1,0
26,1,5,0,58.56,0.75,1,0
27,1,6,0,53.47,0.8,1,0
28,1,7,0,80.86,0.85,1,0
29,1,8,0,63.99,0.9,1,0
30,1,9,1,39.28,0.6,0,0
31,1,10,0,49.14,0.75,1,0
32,1,11,0,55.87,0.65,1,0
33,1,12,0,65.79,0.7,1,0
34,1,13,0,67.1,0.7,1,0
35,1,14,1,42.93,0.5,0,0
36,1,15,0,55.98,0.75,1,0
37,1,16,0,45.94,0.65,1,0
38,1,17,0,55.69,0.65,1,0
39,1,18,0,54.47,0.7,1,0
40,1,19,1,35.31,0.55,1,0
41,2,0,1,57.55,0.55,1,0
42,2,1,1,63.52,0.6,1,0
43,2,2,1,60.28,0.6,1,0
44,2,3,0,29.72,0.7,0,0
45,2,4,1,58.93,0.65,1,0
46,2,5,1,53.96,0.7,1,0
47,2,6,1,66.38,0.65,1,0
48,2,7,1,48.67,0.7,1,0
49,2,8,1,43.16,0.75,1,0
50,2,9,1,49.26,0.65,1,0
51,2,10,1,61.01,0.65,1,0
52,2,11,0,36.57,0.65,0,0
53,2,12,0,52.43,0.6,0,0
54,2,13,1,64.0,0.65,1,0
55,2,14,1,61.72,0.7,1,0
56,2,15,1,59.79,0.75,1,0
57,2,16,1,57.6,0.75,1,0
58,2,17,0,26.58,0.6,0,0
59,2,18,1,58.11,0.75,1,0
60,2,19,0,47.97,0.55,1,0
61,3,0,0,58.67,0.6,1,0
62,3,1,0,67.69,0.6,1,0
63,3,2,0,70.51,0.65,1,0
64,3,3,0,54.81,0.65,1,0
65,3,4,0,44.91,0.7,1,0
66,3,5,1,37.44,0.55,0,0
67,3,6,1,48.1,0.65,0,0
68,3,7,0,74.48,0.65,1,0
69,3,8,0,55.05,0.7,1,0
70,3,9,1,38.8,0.6,0,0
71,3,10,1,29.53,0.6,0,0
72,3,11,1,39.2,0.6,0,0
73,3,12,1,45.83,0.5,0,0
74,3,13,1,33.75,0.55,0,0
75,3,14,0,53.86,0.65,1,0
76,3,15,1,43.5,0.6,0,0
77,3,16,1,39.63,0.55,0,0
78,3,17,0,57.01,0.7,1,0
79,3,18,1,51.87,0.6,1,0
0,0,0,0,58.42,0.0,1,1
1,0,1,0,60.57,0.5,1,1
2,0,2,0,49.44,0.6,1,1
3,0,3,0,48.54,0.65,1,1
4,0,4,1,38.03,0.3,0,1
5,0,5,0,56.78,0.7,1,1
6,0,6,0,59.41,0.75,1,1
7,0,7,0,56.29,0.7,1,1
8,0,8,0,61.14,0.75,1,1
9,0,9,0,65.77,0.8,1,1
10,0,10,0,60.02,0.85,1,1
11,0,11,0,75.82,0.9,1,1
12,0,12,0,60.82,0.95,1,1
13,0,13,0,71.48,0.96,1,1
14,0,14,0,54.98,0.97,1,1
15,0,15,0,58.29,0.95,1,1
16,0,16,0,49.61,0.96,1,1
17,0,17,1,34.05,0.4,0,1
18,0,18,1,43.88,0.45,0,1
19,0,19,1,31.97,0.5,0,1
20,0,20,0,47.2,0.7,0,1
21,1,0,1,65.75,0.55,1,1
22,1,1,1,65.09,0.6,1,1
23,1,2,1,49.66,0.65,1,1
24,1,3,1,49.54,0.65,1,1
25,1,4,1,65.29,0.7,1,1
26,1,5,1,52.27,0.75,1,1
27,1,6,1,63.42,0.8,1,1
28,1,7,1,59.43,0.85,1,1
29,1,8,1,67.94,0.85,1,1
30,1,9,1,69.0,0.87,1,1
31,1,10,1,65.04,0.88,1,1
32,1,11,0,55.46,0.75,0,1
33,1,12,1,55.82,0.85,1,1
34,1,13,0,40.23,0.6,0,1
35,1,14,0,32.7,0.65,0,1
36,1,15,0,39.26,0.6,0,1
37,1,16,0,54.27,0.6,0,1
38,1,17,1,56.74,0.7,1,1
39,1,18,0,27.55,0.65,0,1
40,1,19,0,49.19,0.7,1,1
41,2,0,0,62.9,0.55,1,1
42,2,1,1,45.75,0.7,0,1
43,2,2,0,66.0,0.6,1,1
44,2,3,1,48.87,0.7,0,1
45,2,4,0,47.4,0.65,1,1
46,2,5,0,62.22,0.6,1,1
47,2,6,0,55.35,0.65,1,1
48,2,7,0,50.32,0.65,1,1
49,2,8,0,61.81,0.65,1,1
50,2,9,1,32.1,0.6,0,1
51,2,10,0,50.54,0.7,1,1
52,2,11,0,68.15,0.7,1,1
53,2,12,0,61.52,0.75,1,1
54,2,13,0,66.03,0.75,1,1
55,2,14,0,68.93,0.75,1,1
56,2,15,0,74.15,0.75,1,1
57,2,16,0,56.09,0.8,1,1
58,2,17,0,59.5,0.8,1,1
59,2,18,1,46.96,0.5,0,1
60,2,19,1,41.22,0.5,1,1
61,3,0,0,26.55,0.7,0,1
62,3,1,1,59.47,0.75,1,1
63,3,2,1,64.29,0.8,1,1
64,3,3,1,67.83,0.65,1,1
65,3,4,1,57.57,0.85,1,1
66,3,5,1,62.4,0.85,1,1
67,3,6,1,56.82,0.85,1,1
68,3,7,1,56.64,0.85,1,1
69,3,8,1,79.48,0.85,1,1
70,3,9,1,67.47,0.85,1,1
71,3,10,1,53.31,0.9,1,1
72,3,11,1,69.2,0.85,1,1
73,3,12,1,47.0,0.85,1,1
74,3,13,0,38.3,0.65,0,1
75,3,14,0,31.51,0.6,0,1
76,3,15,1,71.17,0.85,1,1
77,3,16,0,41.47,0.65,0,1
78,3,17,1,52.31,0.85,1,1
79,3,18,0,34.31,0.65,1,1
0,0,0,0,45.9,0.0,0,2
1,0,1,0,32.9,0.1,0,2
2,0,2,1,69.49,0.1,1,2
3,0,3,1,59.01,0.2,1,2
4,0,4,1,67.35,0.3,1,2
5,0,5,1,56.91,0.4,1,2
6,0,6,1,66.87,0.5,1,2
7,0,7,1,66.72,0.6,1,2
8,0,8,1,68.31,0.7,1,2
9,0,9,1,70.2,0.8,1,2
10,0,10,1,59.62,0.9,1,2
11,0,11,1,57.7,0.95,1,2
12,0,12,1,60.21,0.96,1,2
13,0,13,1,64.31,0.97,1,2
14,0,14,1,48.96,0.98,1,2
15,0,15,1,68.35,0.9,1,2
16,0,16,1,63.54,0.85,1,2
17,0,17,0,47.65,0.6,0,2
18,0,18,0,47.2,0.6,0,2
19,0,19,0,51.89,0.65,0,2
20,0,20,0,33.42,0.7,1,2
21,1,0,0,54.97,0.65,1,2
22,1,1,0,51.01,0.7,1,2
23,1,2,0,72.9,0.7,1,2
24,1,3,0,49.69,0.75,1,2
25,1,4,1,32.17,0.6,0,2
26,1,5,1,37.3,0.55,0,2
27,1,6,0,53.06,0.65,1,2
28,1,7,0,60.94,0.7,1,2
29,1,8,1,51.39,0.55,0,2
30,1,9,1,43.18,0.6,0,2
31,1,10,0,63.06,0.65,1,2
32,1,11,0,69.15,0.7,1,2
33,1,12,0,67.25,0.75,1,2
34,1,13,0,63.87,0.75,1,2
35,1,14,0,55.43,0.8,1,2
36,1,15,0,63.77,0.8,1,2
37,1,16,0,44.88,0.75,1,2
38,1,17,1,43.46,0.5,0,2
39,1,18,1,39.83,0.65,0,2
40,1,19,1,43.44,0.6,1,2
41,2,0,1,53.07,0.55,1,2
42,2,1,0,37.76,0.6,0,2
43,2,2,1,61.78,0.6,1,2
44,2,3,1,53.39,0.65,1,2
45,2,4,1,59.07,0.65,1,2
46,2,5,1,68.12,0.7,1,2
47,2,6,1,61.66,0.75,1,2
48,2,7,1,54.68,0.75,1,2
49,2,8,0,37.16,0.65,0,2
50,2,9,1,59.45,0.6,1,2
51,2,10,1,71.71,0.65,1,2
52,2,11,1,69.3,0.7,1,2
53,2,12,1,69.12,0.7,1,2
54,2,13,1,44.49,0.75,1,2
55,2,14,0,45.55,0.65,0,2
56,2,15,1,54.28,0.7,1,2
57,2,16,1,49.79,0.65,1,2
58,2,17,1,50.71,0.6,1,2
59,2,18,0,22.69,0.65,0,2
60,2,19,0,34.69,0.55,1,2
61,3,0,0,57.78,0.55,1,2
62,3,1,0,65.7,0.6,1,2
63,3,2,0,58.85,0.65,1,2
64,3,3,0,55.92,0.6,1,2
65,3,4,0,57.4,0.7,1,2
66,3,5,1,41.34,0.55,0,2
67,3,6,0,63.56,0.7,1,2
68,3,7,0,65.3,0.75,1,2
69,3,8,0,68.77,0.75,1,2
70,3,9,0,58.57,0.75,1,2
71,3,10,1,30.17,0.65,0,2
72,3,11,0,56.96,0.75,1,2
73,3,12,1,41.2,0.65,0,2
74,3,13,0,61.17,0.75,1,2
75,3,14,0,58.02,0.75,1,2
76,3,15,0,74.13,0.75,1,2
77,3,16,1,34.66,0.65,0,2
78,3,17,0,52.42,0.8,1,2
79,3,18,0,39.79,0.8,0,2
0,0,0,0,56.7,0.0,1,3
1,0,1,1,37.25,0.5,0,3
2,0,2,0,52.15,0.5,1,3
3,0,3,0,53.97,0.6,1,3
4,0,4,0,54.04,0.7,1,3
5,0,5,0,57.17,0.75,1,3
6,0,6,0,58.56,0.8,1,3
7,0,7,0,77.03,0.85,1,3
8,0,8,0,67.32,0.9,1,3
9,0,9,0,65.31,0.95,1,3
10,0,10,0,61.23,0.9,1,3
11,0,11,0,48.72,0.85,1,3
12,0,12,1,41.59,0.6,0,3
13,0,13,1,53.46,0.65,0,3
14,0,14,0,61.22,0.7,1,3
15,0,15,0,60.4,0.7,1,3
16,0,16,1,45.98,0.7,0,3
17,0,17,1,37.93,0.65,0,3
18,0,18,1,54.27,0.6,0,3
19,0,19,0,55.73,0.6,1,3
20,0,20,1,39.87,0.6,1,3
21,1,0,0,39.81,0.65,0,3
22,1,1,1,60.65,0.6,1,3
23,1,2,1,54.44,0.65,1,3
24,1,3,1,65.77,0.7,1,3
25,1,4,0,51.62,0.65,0,3
26,1,5,1,54.91,0.7,1,3
27,1,6,1,64.72,0.75,1,3
28,1,7,1,58.66,0.75,1,3
29,1,8,1,53.46,0.8,1,3
30,1,9,1,51.61,0.8,1,3
31,1,10,1,54.6,0.75,1,3
32,1,11,0,34.3,0.6,0,3
33,1,12,1,43.59,0.75,1,3
34,1,13,0,39.5,0.6,0,3
35,1,14,1,53.42,0.7,1,3
36,1,15,1,57.54,0.65,1,3
37,1,16,1,48.39,0.7,1,3
38,1,17,1,64.95,0.65,1,3
39,1,18,0,49.65,0.6,0,3
40,1,19,1,58.23,0.7,0,3
41,2,0,1,49.3,0.7,0,3
42,2,1,1,38.86,0.7,0,3
43,2,2,1,41.53,0.65,0,3
44,2,3,0,66.26,0.6,1,3
45,2,4,0,68.62,0.65,1,3
46,2,5,0,64.24,0.7,1,3
47,2,6,0,71.32,0.75,1,3
48,2,7,0,64.53,0.75,1,3
49,2,8,0,54.96,0.75,1,3
50,2,9,1,40.17,0.55,0,3
51,2,10,1,38.09,0.55,0,3
52,2,11,0,55.15,0.75,1,3
53,2,12,0,62.34,0.7,1,3
54,2,13,0,42.17,0.75,1,3
55,2,14,0,63.51,0.7,1,3
56,2,15,0,45.83,0.7,1,3
57,2,16,0,48.67,0.65,1,3
58,2,17,0,70.85,0.65,1,3
59,2,18,0,57.55,0.65,1,3
60,2,19,1,38.07,0.55,1,3
