trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,65.87,0.5,1,0
1,0,1,0,64.6,0.5,1,0
2,0,2,0,61.87,0.5,1,0
3,0,3,0,77.45,0.5,1,0
4,0,4,0,58.6,0.5,1,0
5,0,5,0,51.09,0.5,1,0
6,0,6,1,41.22,0.65,0,0
7,0,7,0,48.3,0.65,1,0
8,0,8,0,76.32,0.65,1,0
9,0,9,1,52.41,0.65,0,0
10,0,10,1,34.81,0.65,0,0
11,0,11,0,81.25,0.65,1,0
12,0,12,1,43.46,0.65,0,0
13,0,13,0,48.56,0.65,1,0
14,0,14,0,52.7,0.65,1,0
15,0,15,0,70.28,0.65,1,0
16,0,16,0,61.3,0.65,1,0
17,0,17,0,53.83,0.65,1,0
18,0,18,1,26.67,0.65,0,0
19,0,19,1,29.66,0.65,0,0
20,0,20,0,59.65,0.65,0,0
21,1,0,1,57.57,0.65,1,0
22,1,1,0,49.68,0.65,0,0
23,1,2,0,45.47,0.65,0,0
24,1,3,1,64.96,0.65,1,0
25,1,4,0,35.89,0.65,0,0
26,1,5,1,65.98,0.65,1,0
27,1,6,1,62.55,0.65,1,0
28,1,7,1,65.56,0.65,1,0
29,1,8,1,69.01,0.65,1,0
30,1,9,1,63.36,0.65,1,0
31,1,10,0,47.89,0.65,0,0
32,1,11,0,45.49,0.65,0,0
33,1,12,0,38.45,0.65,0,0
34,1,13,0,38.5,0.65,0,0
35,1,14,1,50.47,0.65,1,0
36,1,15,0,47.51,0.65,0,0
37,1,16,0,48.56,0.65,0,0
38,1,17,0,25.53,0.65,0,0
39,1,18,1,60.31,0.65,1,0
40,1,19,0,29.24,0.65,1,0
41,2,0,1,32.05,0.65,0,0
42,2,1,1,25.29,0.65,0,0
43,2,2,1,35.46,0.65,0,0
44,2,3,0,63.44,0.65,1,0
45,2,4,0,57.58,0.65,1,0
46,2,5,1,30.55,0.65,0,0
47,2,6,0,63.37,0.65,1,0
48,2,7,0,60.34,0.65,1,0
49,2,8,1,28.15,0.65,0,0
50,2,9,1,46.17,0.65,0,0
51,2,10,1,45.52,0.65,0,0
52,2,11,0,62.27,0.65,1,0
53,2,12,0,54.69,0.65,1,0
54,2,13,0,56.69,0.65,1,0
55,2,14,0,42.11,0.65,1,0
56,2,15,1,37.87,0.65,0,0
57,2,16,0,61.79,0.65,1,0
58,2,17,0,70.16,0.65,1,0
59,2,18,0,76.82,0.65,1,0
60,2,19,1,45.65,0.65,1,0
61,3,0,0,30.3,0.65,0,0
62,3,1,0,39.78,0.65,0,0
63,3,2,0,48.08,0.65,0,0
64,3,3,0,42.27,0.65,0,0
65,3,4,1,53.82,0.65,1,0
66,3,5,0,49.03,0.65,0,0
67,3,6,1,60.41,0.65,1,0
68,3,7,1,62.98,0.65,1,0
69,3,8,0,30.87,0.65,0,0
70,3,9,1,73.32,0.65,1,0
71,3,10,1,58.4,0.65,1,0
72,3,11,0,30.56,0.65,0,0
73,3,12,0,53.38,0.65,0,0
74,3,13,1,60.4,0.65,1,0
75,3,14,1,71.53,0.65,1,0
76,3,15,1,77.76,0.65,1,0
77,3,16,1,59.93,0.65,1,0
78,3,17,1,55.76,0.65,1,0
79,3,18,0,41.15,0.65,1,0
0,0,0,0,33.55,0.5,0,1
1,0,1,1,54.13,0.5,1,1
2,0,2,0,36.79,0.55,0,1
3,0,3,0,36.94,0.55,0,1
4,0,4,0,40.87,0.55,0,1
5,0,5,0,42.0,0.55,0,1
6,0,6,1,60.26,0.65,1,1
7,0,7,1,41.82,0.65,1,1
8,0,8,1,61.37,0.65,1,1
9,0,9,1,53.21,0.65,1,1
10,0,10,1,50.4,0.65,1,1
11,0,11,1,65.11,0.65,1,1
12,0,12,1,53.18,0.65,1,1
13,0,13,0,44.64,0.55,0,1
14,0,14,1,57.06,0.65,1,1
15,0,15,1,58.61,0.65,1,1
16,0,16,1,57.42,0.65,1,1
17,0,17,1,54.66,0.65,1,1
18,0,18,0,35.67,0.65,0,1
