trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,47.37,0.8,1,0
1,0,1,1,45.12,0.8,0,0
2,0,2,1,36.41,0.8,0,0
3,0,3,0,56.8,0.8,1,0
4,0,4,0,49.64,0.8,1,0
5,0,5,0,69.39,0.8,1,0
6,0,6,0,68.92,0.8,1,0
7,0,7,0,52.37,0.8,1,0
8,0,8,0,45.61,0.8,1,0
9,0,9,0,51.61,0.8,1,0
10,0,10,0,50.66,0.8,1,0
11,0,11,0,60.59,0.8,1,0
12,0,12,0,60.79,0.8,1,0
13,0,13,0,56.45,0.8,1,0
14,0,14,0,48.03,0.8,1,0
15,0,15,0,48.43,0.8,1,0
16,0,16,0,70.15,0.8,1,0
17,0,17,0,55.74,0.8,1,0
18,0,18,0,67.97,0.8,1,0
19,0,19,0,64.88,0.8,1,0
20,0,20,0,50.59,0.8,0,0
21,1,0,0,43.99,0.8,0,0
22,1,1,0,52.58,0.8,0,0
23,1,2,0,37.49,0.8,0,0
24,1,3,0,32.93,0.8,0,0
25,1,4,0,44.32,0.8,0,0
26,1,5,0,57.82,0.8,0,0
27,1,6,0,60.97,0.8,0,0
28,1,7,0,30.92,0.8,0,0
29,1,8,0,39.99,0.8,0,0
30,1,9,0,43.28,0.8,0,0
31,1,10,0,42.14,0.8,0,0
32,1,11,0,57.05,0.8,0,0
33,1,12,0,29.01,0.8,0,0
34,1,13,0,40.3,0.8,0,0
35,1,14,0,40.55,0.8,0,0
36,1,15,0,43.6,0.8,0,0
37,1,16,0,43.97,0.8,0,0
38,1,17,0,55.12,0.8,0,0
39,1,18,0,35.31,0.8,0,0
40,1,19,0,55.15,0.8,1,0
41,2,0,0,67.89,0.8,1,0
42,2,1,0,42.44,0.8,1,0
43,2,2,0,63.94,0.8,1,0
44,2,3,0,68.01,0.8,1,0
45,2,4,0,60.7,0.8,1,0
46,2,5,0,55.21,0.8,1,0
47,2,6,0,56.53,0.8,1,0
48,2,7,0,57.72,0.8,1,0
49,2,8,0,64.48,0.8,1,0
50,2,9,0,57.37,0.8,1,0
51,2,10,0,65.8,0.8,1,0
52,2,11,0,59.25,0.8,1,0
53,2,12,0,84.13,0.8,1,0
54,2,13,0,55.15,0.8,1,0
55,2,14,0,66.08,0.8,1,0
56,2,15,0,53.85,0.8,1,0
57,2,16,0,63.98,0.8,1,0
58,2,17,0,57.7,0.8,1,0
59,2,18,0,61.1,0.8,1,0
60,2,19,0,57.08,0.8,0,0
61,3,0,0,50.81,0.8,0,0
62,3,1,0,50.02,0.8,0,0
63,3,2,0,36.54,0.8,0,0
64,3,3,0,36.87,0.8,0,0
65,3,4,0,38.44,0.8,0,0
66,3,5,0,39.56,0.8,0,0
67,3,6,0,43.44,0.8,0,0
68,3,7,0,30.47,0.8,0,0
69,3,8,0,31.85,0.8,0,0
70,3,9,0,38.13,0.8,0,0
71,3,10,0,35.02,0.8,0,0
72,3,11,0,23.64,0.8,0,0
73,3,12,0,41.73,0.8,0,0
74,3,13,0,23.45,0.8,0,0
75,3,14,0,40.65,0.8,0,0
76,3,15,0,41.2,0.8,0,0
77,3,16,0,46.03,0.8,0,0
78,3,17,0,49.85,0.8,0,0
79,3,18,0,40.97,0.8,1,0
0,0,0,1,38.66,0.8,0,1
1,0,1,1,41.26,0.8,0,1
2,0,2,0,62.08,0.8,1,1
3,0,3,1,39.29,0.8,0,1
4,0,4,1,48.94,0.8,0,1
5,0,5,1,47.68,0.8,0,1
6,0,6,1,37.67,0.8,0,1
7,0,7,0,56.42,0.8,1,1
8,0,8,0,73.54,0.8,1,1
9,0,9,1,39.1,0.8,0,1
10,0,10,0,66.77,0.8,1,1
11,0,11,1,36.53,0.8,0,1
12,0,12,1,36.87,0.8,0,1
13,0,13,1,42.77,0.8,0,1
14,0,14,1,33.06,0.8,0,1
15,0,15,1,24.92,0.8,0,1
16,0,16,0,64.5,0.8,1,1
17,0,17,1,26.47,0.8,0,1
18,0,18,1,38.91,0.8,0,1
19,0,19,1,54.95,0.8,0,1
20,0,20,0,55.22,0.8,0,1
21,1,0,1,58.44,0.8,1,1
22,1,1,1,63.15,0.8,1,1
23,1,2,1,66.88,0.8,1,1
24,1,3,0,35.53,0.8,0,1
25,1,4,0,45.98,0.8,0,1
26,1,5,1,63.83,0.8,1,1
27,1,6,1,63.06,0.8,1,1
28,1,7,0,32.63,0.8,0,1
29,1,8,1,55.87,0.8,1,1
30,1,9,1,69.31,0.8,1,1
31,1,10,0,40.15,0.8,0,1
32,1,11,1,70.36,0.8,1,1
33,1,12,0,20.93,0.8,0,1
34,1,13,0,37.21,0.8,0,1
35,1,14,1,64.1,0.8,1,1
36,1,15,0,24.04,0.8,0,1
37,1,16,1,51.14,0.8,1,1
38,1,17,1,56.15,0.8,1,1
39,1,18,1,50.76,0.8,1,1
40,1,19,1,65.28,0.8,0,1
41,2,0,1,39.43,0.8,0,1
42,2,1,1,44.09,0.8,0,1
43,2,2,0,58.75,0.8,1,1
