trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,37.62,0.5,0,0
1,0,1,0,24.44,0.5,0,0
2,0,2,1,56.62,0.5,1,0
3,0,3,0,41.29,0.75,0,0
4,0,4,0,41.08,0.75,0,0
5,0,5,0,36.95,0.8,0,0
6,0,6,1,62.92,0.75,1,0
7,0,7,0,42.52,0.75,0,0
8,0,8,0,41.45,0.75,0,0
9,0,9,0,38.9,0.75,0,0
10,0,10,0,33.62,0.75,0,0
11,0,11,0,38.07,0.75,0,0
12,0,12,0,39.13,0.75,0,0
13,0,13,0,44.45,0.75,0,0
14,0,14,0,44.91,0.75,0,0
15,0,15,0,50.57,0.75,0,0
16,0,16,0,40.57,0.75,0,0
17,0,17,0,58.0,0.75,0,0
18,0,18,0,40.32,0.75,0,0
19,0,19,0,31.89,0.75,0,0
20,0,20,0,42.93,0.75,1,0
21,1,0,0,52.39,0.75,1,0
22,1,1,0,56.52,0.75,1,0
23,1,2,0,44.67,0.75,1,0
24,1,3,0,65.43,0.75,1,0
25,1,4,0,49.22,0.75,1,0
26,1,5,0,78.47,0.75,1,0
27,1,6,1,42.69,0.75,0,0
28,1,7,0,57.77,0.75,1,0
29,1,8,0,64.96,0.75,1,0
30,1,9,0,60.47,0.75,1,0
31,1,10,0,64.45,0.75,1,0
32,1,11,0,70.05,0.75,1,0
33,1,12,0,58.4,0.75,1,0
34,1,13,0,53.64,0.5,1,0
35,1,14,0,54.69,0.75,1,0
36,1,15,0,63.86,0.75,1,0
37,1,16,0,67.64,0.75,1,0
38,1,17,1,43.26,0.8,0,0
39,1,18,0,58.12,0.75,1,0
40,1,19,0,62.12,0.75,0,0
41,2,0,0,49.64,0.75,0,0
42,2,1,0,43.78,0.75,0,0
43,2,2,0,35.6,0.75,0,0
44,2,3,0,33.87,0.8,0,0
45,2,4,0,46.73,0.75,0,0
46,2,5,0,35.02,0.7,0,0
47,2,6,0,33.19,0.7,0,0
48,2,7,0,45.0,0.75,0,0
49,2,8,0,39.0,0.75,0,0
50,2,9,0,48.05,0.75,0,0
51,2,10,0,44.38,0.75,0,0
52,2,11,0,36.25,0.75,0,0
53,2,12,0,43.46,0.75,0,0
54,2,13,0,35.85,0.7,0,0
55,2,14,0,34.36,0.75,0,0
56,2,15,0,51.72,0.75,0,0
57,2,16,0,31.68,0.95,0,0
58,2,17,0,34.38,0.75,0,0
59,2,18,0,37.99,0.75,0,0
60,2,19,0,39.66,0.75,1,0
61,3,0,0,70.87,0.75,1,0
62,3,1,0,55.9,0.8,1,0
63,3,2,0,43.8,0.75,1,0
64,3,3,1,36.75,0.95,0,0
65,3,4,0,64.49,0.95,1,0
66,3,5,0,59.94,0.8,1,0
67,3,6,0,55.82,0.75,1,0
68,3,7,0,61.49,0.75,1,0
69,3,8,0,61.9,0.75,1,0
70,3,9,0,60.0,0.75,1,0
71,3,10,0,60.27,0.75,1,0
72,3,11,0,72.11,0.75,1,0
73,3,12,0,67.83,0.75,1,0
74,3,13,0,58.8,0.8,1,0
75,3,14,0,51.08,0.8,1,0
76,3,15,0,69.27,0.8,1,0
77,3,16,0,53.56,0.75,1,0
78,3,17,0,49.96,0.8,1,0
79,3,18,0,55.84,0.75,0,0
0,0,0,1,50.3,0.5,1,1
1,0,1,1,59.98,0.5,1,1
2,0,2,1,65.77,0.75,1,1
3,0,3,1,69.7,0.75,1,1
4,0,4,1,59.91,0.75,1,1
5,0,5,1,72.5,0.75,1,1
6,0,6,1,50.3,0.75,1,1
7,0,7,1,60.3,0.75,1,1
8,0,8,0,40.8,0.75,0,1
9,0,9,1,62.04,0.75,1,1
10,0,10,1,58.1,0.75,1,1
11,0,11,1,81.5,0.75,1,1
12,0,12,1,64.64,0.75,1,1
13,0,13,1,62.8,0.75,1,1
14,0,14,1,54.8,0.75,1,1
15,0,15,1,57.06,0.75,1,1
16,0,16,1,66.77,0.75,1,1
17,0,17,1,77.75,0.75,1,1
18,0,18,1,43.75,0.95,1,1
19,0,19,1,54.86,0.75,1,1
20,0,20,1,63.44,0.75,0,1
21,1,0,1,34.41,0.8,0,1
22,1,1,1,39.01,0.8,0,1
23,1,2,1,37.32,0.8,0,1
24,1,3,1,51.06,0.8,0,1
25,1,4,1,44.78,0.8,0,1
26,1,5,1,42.19,0.75,0,1
27,1,6,1,32.7,0.8,0,1
28,1,7,1,33.86,0.75,0,1
29,1,8,1,49.4,0.8,0,1
30,1,9,1,45.0,0.8,0,1
31,1,10,1,43.31,0.95,0,1
32,1,11,1,41.78,0.75,0,1
33,1,12,1,49.28,0.8,0,1
34,1,13,1,41.8,0.9,0,1
35,1,14,1,33.78,0.75,0,1
36,1,15,1,36.69,0.75,0,1
37,1,16,1,47.6,0.75,0,1
38,1,17,1,47.74,0.75,0,1
39,1,18,1,49.13,0.8,0,1
40,1,19,1,46.83,0.75,1,1
41,2,0,1,59.72,0.8,1,1
42,2,1,1,53.49,0.75,1,1
43,2,2,1,74.89,0.95,1,1
44,2,3,1,47.15,0.7,1,1
45,2,4,0,42.59,0.9,0,1
46,2,5,1,72.19,0.75,1,1
47,2,6,1,64.24,0.8,1,1
48,2,7,1,60.06,0.9,1,1
49,2,8,1,63.58,0.7,1,1
50,2,9,1,63.87,0.75,1,1
51,2,10,1,66.78,0.75,1,1
52,2,11,1,59.8,0.75,1,1
53,2,12,1,52.33,0.75,1,1
54,2,13,1,59.02,0.95,1,1
55,2,14,1,44.57,0.8,1,1
56,2,15,1,47.6,0.75,1,1
57,2,16,1,66.29,0.9,1,1
58,2,17,1,61.94,0.75,1,1
59,2,18,1,53.96,0.95,1,1
60,2,19,1,58.81,0.9,0,1
61,3,0,1,37.61,0.9,0,1
62,3,1,1,40.83,0.75,0,1
63,3,2,0,47.39,0.8,1,1
64,3,3,1,33.62,0.75,0,1
65,3,4,1,36.28,0.95,0,1
66,3,5,1,32.17,0.75,0,1
67,3,6,1,30.29,0.75,0,1
68,3,7,1,47.78,0.9,0,1
69,3,8,1,37.75,0.95,0,1
70,3,9,1,35.73,0.9,0,1
71,3,10,1,38.85,0.9,0,1
72,3,11,1,28.39,0.8,0,1
73,3,12,1,35.03,0.9,0,1
74,3,13,1,31.51,0.95,0,1
75,3,14,1,50.98,0.9,0,1
76,3,15,1,47.77,0.9,0,1
77,3,16,1,45.65,0.9,0,1
78,3,17,1,51.94,0.95,0,1
79,3,18,1,34.68,0.95,1,1
0,0,0,1,66.97,0.5,1,2
1,0,1,1,70.17,0.5,1,2
2,0,2,1,62.8,0.7,1,2
3,0,3,1,51.89,0.8,1,2
4,0,4,1,56.83,0.8,1,2
5,0,5,1,59.5,0.8,1,2
6,0,6,1,65.07,0.8,1,2
7,0,7,1,54.59,0.8,1,2
8,0,8,1,60.13,0.8,1,2
9,0,9,1,60.82,0.8,1,2
10,0,10,1,61.4,0.8,1,2
11,0,11,1,61.62,0.8,1,2
12,0,12,1,60.78,0.8,1,2
13,0,13,1,53.0,0.8,1,2
