trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,52.57,0.75,1,0
1,0,1,1,30.72,0.95,0,0
2,0,2,1,40.55,0.85,0,0
3,0,3,1,28.98,0.88,0,0
4,0,4,1,35.73,0.89,0,0
5,0,5,0,57.56,0.78,1,0
6,0,6,1,31.04,0.89,0,0
7,0,7,0,57.95,0.87,1,0
8,0,8,1,51.65,0.85,0,0
9,0,9,1,33.7,0.82,0,0
10,0,10,1,49.56,0.84,0,0
11,0,11,1,44.94,0.86,0,0
12,0,12,0,49.84,0.89,1,0
13,0,13,1,44.13,0.85,0,0
14,0,14,1,34.79,0.88,0,0
15,0,15,1,48.05,0.81,0,0
16,0,16,0,53.52,0.87,1,0
17,0,17,1,43.64,0.85,0,0
18,0,18,1,34.63,0.84,0,0
19,0,19,1,42.76,0.89,0,0
20,0,20,1,41.7,0.81,1,0
21,1,0,1,55.52,0.85,1,0
22,1,1,1,66.01,0.89,1,0
23,1,2,0,41.98,0.81,0,0
24,1,3,1,58.43,0.85,1,0
25,1,4,1,63.84,0.87,1,0
26,1,5,1,66.88,0.85,1,0
27,1,6,1,58.47,0.89,1,0
28,1,7,1,55.66,0.87,1,0
29,1,8,1,73.75,0.82,1,0
30,1,9,1,47.55,0.86,1,0
31,1,10,1,55.53,0.84,1,0
32,1,11,1,50.49,0.88,1,0
33,1,12,1,52.44,0.89,1,0
34,1,13,0,49.8,0.81,0,0
35,1,14,1,63.2,0.87,1,0
36,1,15,1,56.95,0.87,1,0
37,1,16,1,63.13,0.88,1,0
38,1,17,1,59.49,0.87,1,0
39,1,18,1,69.2,0.82,1,0
40,1,19,1,55.99,0.88,0,0
41,2,0,1,41.47,0.86,0,0
42,2,1,1,38.81,0.89,0,0
43,2,2,1,33.46,0.84,0,0
44,2,3,1,53.31,0.89,0,0
45,2,4,1,34.44,0.88,0,0
46,2,5,1,39.7,0.87,0,0
47,2,6,1,40.84,0.89,0,0
48,2,7,1,27.79,0.89,0,0
