trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,37.99,0.85,0,0
1,0,1,1,47.61,0.75,1,0
2,0,2,1,66.43,0.83,1,0
3,0,3,0,49.09,0.85,0,0
4,0,4,1,57.13,0.89,1,0
5,0,5,1,51.16,0.85,1,0
6,0,6,0,38.65,0.85,0,0
7,0,7,1,66.77,0.85,1,0
8,0,8,0,43.33,0.85,0,0
9,0,9,1,65.81,0.85,1,0
10,0,10,1,60.97,0.85,1,0
11,0,11,1,55.31,0.85,1,0
12,0,12,0,50.78,0.85,0,0
13,0,13,1,69.64,0.85,1,0
14,0,14,0,53.06,0.85,0,0
15,0,15,0,29.23,0.85,0,0
16,0,16,0,36.89,0.85,0,0
17,0,17,0,43.26,0.85,0,0
18,0,18,1,40.73,0.85,1,0
19,0,19,1,47.39,0.85,1,0
20,0,20,1,51.24,0.85,0,0
21,1,0,0,63.33,0.85,1,0
22,1,1,1,40.41,0.85,0,0
23,1,2,0,64.81,0.85,1,0
24,1,3,0,59.82,0.85,1,0
25,1,4,0,64.43,0.85,1,0
26,1,5,1,38.96,0.85,0,0
27,1,6,0,58.34,0.85,1,0
28,1,7,0,66.56,0.85,1,0
29,1,8,0,61.49,0.85,1,0
30,1,9,1,42.36,0.85,0,0
31,1,10,0,64.4,0.85,1,0
32,1,11,1,31.09,0.85,0,0
33,1,12,0,65.78,0.85,1,0
34,1,13,0,50.63,0.85,1,0
35,1,14,0,41.39,0.85,1,0
36,1,15,0,49.16,0.85,1,0
37,1,16,0,67.34,0.85,1,0
38,1,17,1,21.25,0.85,0,0
39,1,18,0,70.82,0.85,1,0
40,1,19,0,61.86,0.85,0,0
41,2,0,1,59.47,0.85,1,0
42,2,1,0,31.96,0.85,0,0
43,2,2,1,62.69,0.85,1,0
44,2,3,0,49.92,0.85,0,0
45,2,4,0,35.23,0.85,0,0
46,2,5,0,29.74,0.85,0,0
47,2,6,0,20.53,0.85,0,0
48,2,7,0,33.32,0.85,0,0
49,2,8,0,35.18,0.85,0,0
50,2,9,0,48.62,0.85,0,0
51,2,10,0,34.86,0.85,0,0
52,2,11,0,39.37,0.85,0,0
53,2,12,0,38.37,0.85,0,0
54,2,13,0,44.32,0.85,0,0
55,2,14,0,29.92,0.85,0,0
56,2,15,0,34.81,0.85,0,0
57,2,16,0,34.8,0.85,0,0
58,2,17,0,19.15,0.85,0,0
59,2,18,0,34.92,0.85,0,0
60,2,19,0,43.13,0.85,1,0
61,3,0,0,58.83,0.85,1,0
62,3,1,0,63.52,0.85,1,0
63,3,2,0,76.64,0.85,1,0
64,3,3,0,58.11,0.85,1,0
65,3,4,0,56.28,0.85,1,0
66,3,5,0,55.53,0.85,1,0
67,3,6,0,69.4,0.85,1,0
68,3,7,0,49.03,0.85,1,0
69,3,8,0,57.86,0.75,1,0
70,3,9,0,59.16,0.85,1,0
71,3,10,0,66.93,0.85,1,0
72,3,11,0,70.61,0.5,1,0
73,3,12,0,58.6,0.0,1,0
74,3,13,1,41.53,0.0,0,0
75,3,14,0,63.68,0.0,1,0
76,3,15,0,57.48,0.0,1,0
77,3,16,1,62.05,0.0,0,0
78,3,17,1,47.9,0.0,0,0
79,3,18,1,40.58,0.0,1,0
0,0,0,0,44.27,0.85,0,1
1,0,1,0,47.13,0.95,0,1
2,0,2,1,70.4,0.75,1,1
3,0,3,1,43.08,0.95,1,1
4,0,4,0,42.48,0.85,0,1
5,0,5,0,46.02,0.85,0,1
6,0,6,1,54.12,0.75,1,1
7,0,7,0,38.75,0.95,0,1
8,0,8,0,41.4,0.95,0,1
9,0,9,0,53.56,0.95,0,1
10,0,10,0,38.52,0.95,0,1
11,0,11,0,41.83,0.95,0,1
12,0,12,0,41.92,0.95,0,1
13,0,13,0,38.34,0.95,0,1
14,0,14,0,39.24,0.95,0,1
15,0,15,0,35.81,0.95,0,1
16,0,16,0,32.29,0.95,0,1
17,0,17,0,39.55,0.95,0,1
18,0,18,0,43.48,0.95,0,1
19,0,19,0,37.09,0.92,0,1
20,0,20,0,44.09,0.98,1,1
21,1,0,0,62.99,0.97,1,1
22,1,1,0,76.17,0.97,1,1
23,1,2,0,53.08,0.97,1,1
24,1,3,0,52.49,0.97,1,1
25,1,4,0,62.45,0.96,1,1
26,1,5,0,53.58,0.97,1,1
27,1,6,0,46.51,0.97,1,1
28,1,7,0,54.8,0.97,1,1
29,1,8,0,49.63,0.97,1,1
30,1,9,1,33.24,0.96,0,1
31,1,10,0,47.36,0.97,1,1
32,1,11,0,63.85,0.97,1,1
33,1,12,0,63.4,0.97,1,1
34,1,13,0,48.56,0.97,1,1
35,1,14,0,70.87,0.97,1,1
36,1,15,0,47.57,0.97,1,1
37,1,16,0,69.51,0.97,1,1
38,1,17,0,55.86,0.97,1,1
39,1,18,0,56.73,0.97,1,1
40,1,19,0,67.23,0.97,0,1
41,2,0,0,36.89,0.97,0,1
42,2,1,0,46.82,0.97,0,1
43,2,2,0,57.24,0.95,0,1
44,2,3,0,39.24,0.85,0,1
45,2,4,0,36.13,0.85,0,1
46,2,5,0,40.4,0.75,0,1
47,2,6,0,42.54,0.75,0,1
48,2,7,0,37.46,0.75,0,1
49,2,8,0,34.37,0.75,0,1
50,2,9,0,39.72,0.75,0,1
51,2,10,0,37.88,0.75,0,1
52,2,11,0,38.06,0.75,0,1
53,2,12,0,23.16,0.75,0,1
54,2,13,0,39.27,0.75,0,1
55,2,14,0,17.64,0.75,0,1
56,2,15,0,28.3,0.75,0,1
57,2,16,0,35.14,0.75,0,1
58,2,17,1,51.82,0.85,1,1
59,2,18,0,45.21,0.85,0,1
60,2,19,0,47.6,0.85,1,1
61,3,0,0,56.42,0.95,1,1
62,3,1,0,64.01,0.85,1,1
63,3,2,0,63.75,0.95,1,1
64,3,3,0,58.42,0.95,1,1
65,3,4,0,80.02,0.95,1,1
66,3,5,0,53.3,0.85,1,1
67,3,6,0,72.58,0.95,1,1
68,3,7,0,53.74,0.99,1,1
69,3,8,0,63.72,0.85,1,1
70,3,9,0,53.52,0.75,1,1
71,3,10,0,59.28,0.1,1,1
72,3,11,1,47.27,0.1,0,1
73,3,12,0,47.74,0.0,1,1
74,3,13,1,37.9,0.0,0,1
75,3,14,1,38.4,0.0,0,1
76,3,15,1,33.94,0.0,0,1
77,3,16,1,37.73,0.0,0,1
78,3,17,0,57.53,0.0,1,1
79,3,18,1,39.97,0.0,1,1
0,0,0,0,21.48,0.85,0,2
1,0,1,0,37.26,0.95,0,2
2,0,2,0,32.09,0.92,0,2
3,0,3,0,43.49,0.98,0,2
4,0,4,0,33.94,0.95,0,2
5,0,5,0,42.75,0.97,0,2
6,0,6,1,67.18,0.85,1,2
7,0,7,0,43.77,0.95,0,2
8,0,8,0,36.79,0.98,0,2
9,0,9,0,37.42,0.97,0,2
10,0,10,0,30.88,0.95,0,2
11,0,11,0,37.76,0.95,0,2
12,0,12,0,31.58,0.98,0,2
13,0,13,0,35.93,0.98,0,2
14,0,14,0,38.85,0.97,0,2
15,0,15,0,50.18,0.95,0,2
