trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,1,41.02,0.5,0,0
1,0,1,1,32.92,0.5,0,0
2,0,2,1,40.85,0.5,0,0
3,0,3,1,31.25,0.5,0,0
4,0,4,1,46.15,0.5,0,0
5,0,5,1,38.04,0.5,0,0
6,0,6,1,54.16,0.5,0,0
7,0,7,1,45.11,0.5,0,0
8,0,8,1,57.02,0.5,0,0
9,0,9,1,33.85,0.5,0,0
10,0,10,1,39.19,0.5,0,0
11,0,11,1,49.05,0.5,0,0
12,0,12,1,33.06,0.5,0,0
13,0,13,1,48.47,0.5,0,0
14,0,14,1,32.73,0.5,0,0
15,0,15,1,39.78,0.5,0,0
16,0,16,1,48.62,0.5,0,0
17,0,17,0,60.9,0.5,1,0
18,0,18,0,52.74,0.5,1,0
19,0,19,0,65.51,0.75,1,0
20,0,20,0,72.78,0.75,0,0
21,1,0,0,28.74,0.75,0,0
22,1,1,0,39.69,0.75,0,0
23,1,2,0,53.7,0.75,0,0
24,1,3,0,53.27,0.75,0,0
25,1,4,0,42.92,0.75,0,0
26,1,5,0,38.87,0.75,0,0
27,1,6,0,42.62,0.75,0,0
28,1,7,0,33.98,0.75,0,0
29,1,8,0,43.44,0.75,0,0
30,1,9,0,25.26,0.75,0,0
31,1,10,0,45.74,0.75,0,0
32,1,11,0,48.28,0.75,0,0
33,1,12,0,42.54,0.75,0,0
34,1,13,0,28.89,0.75,0,0
35,1,14,0,35.23,0.75,0,0
36,1,15,0,33.82,0.75,0,0
37,1,16,0,46.24,0.75,0,0
38,1,17,0,41.3,0.75,0,0
39,1,18,0,33.79,0.75,0,0
40,1,19,0,45.31,0.75,1,0
41,2,0,0,63.06,0.75,1,0
42,2,1,0,77.14,0.75,1,0
43,2,2,0,50.99,0.75,1,0
44,2,3,0,66.93,0.75,1,0
45,2,4,0,43.17,0.75,1,0
46,2,5,0,61.2,0.75,1,0
47,2,6,0,43.17,0.75,1,0
48,2,7,0,53.87,0.75,1,0
49,2,8,0,60.41,0.75,1,0
50,2,9,0,57.02,0.75,1,0
51,2,10,0,62.42,0.75,1,0
52,2,11,0,53.92,0.75,1,0
53,2,12,0,54.83,0.75,1,0
54,2,13,0,55.42,0.75,1,0
55,2,14,0,55.53,0.75,1,0
56,2,15,0,70.49,0.75,1,0
57,2,16,0,56.91,0.75,1,0
58,2,17,0,55.26,0.75,1,0
59,2,18,0,61.3,0.75,1,0
60,2,19,0,59.48,0.75,0,0
61,3,0,0,41.33,0.75,0,0
62,3,1,0,46.59,0.75,0,0
63,3,2,0,43.94,0.75,0,0
64,3,3,0,54.5,0.75,0,0
65,3,4,0,37.78,0.75,0,0
66,3,5,0,22.32,0.75,0,0
67,3,6,0,30.08,0.75,0,0
68,3,7,0,38.03,0.75,0,0
69,3,8,0,29.31,0.75,0,0
70,3,9,0,47.98,0.75,0,0
