trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,44.92,0.5,0,0
1,0,1,0,39.72,0.5,0,0
2,0,2,0,57.51,0.5,0,0
3,0,3,1,61.87,0.5,1,0
4,0,4,0,36.16,0.5,0,0
5,0,5,0,34.83,0.5,0,0
6,0,6,0,35.68,0.5,0,0
7,0,7,0,42.16,0.5,0,0
8,0,8,0,24.86,0.5,0,0
9,0,9,0,42.49,0.5,0,0
10,0,10,0,40.46,0.5,0,0
11,0,11,0,42.26,0.5,0,0
12,0,12,0,43.87,0.5,0,0
13,0,13,0,29.47,0.5,0,0
14,0,14,0,43.24,0.5,0,0
15,0,15,0,44.02,0.5,0,0
16,0,16,0,48.08,0.5,0,0
17,0,17,0,41.6,0.5,0,0
18,0,18,0,33.43,0.5,0,0
19,0,19,0,40.45,0.5,0,0
20,0,20,0,24.43,0.5,1,0
21,1,0,0,54.26,0.5,1,0
22,1,1,0,70.05,0.5,1,0
23,1,2,0,68.89,0.5,1,0
24,1,3,0,61.75,0.5,1,0
25,1,4,0,86.73,0.5,1,0
26,1,5,0,57.13,0.5,1,0
27,1,6,0,52.77,0.5,1,0
28,1,7,0,57.18,0.5,1,0
29,1,8,0,66.24,0.5,1,0
30,1,9,0,68.71,0.5,1,0
31,1,10,0,64.16,0.5,1,0
32,1,11,0,49.13,0.5,1,0
33,1,12,0,65.65,0.5,1,0
34,1,13,0,59.8,0.5,1,0
35,1,14,0,50.24,0.99,1,0
36,1,15,0,69.62,0.99,1,0
37,1,16,0,57.96,0.99,1,0
38,1,17,0,57.34,0.99,1,0
39,1,18,0,46.28,0.99,1,0
40,1,19,0,68.95,0.99,0,0
41,2,0,0,38.58,0.99,0,0
42,2,1,0,46.85,0.99,0,0
43,2,2,0,34.35,0.99,0,0
44,2,3,0,31.65,0.99,0,0
45,2,4,0,42.31,0.99,0,0
46,2,5,0,55.56,0.99,0,0
47,2,6,0,35.09,0.99,0,0
48,2,7,0,39.32,0.99,0,0
49,2,8,0,27.89,0.99,0,0
50,2,9,0,33.82,0.99,0,0
51,2,10,0,26.52,0.99,0,0
52,2,11,0,29.2,0.99,0,0
53,2,12,0,56.98,0.99,0,0
54,2,13,0,43.06,0.99,0,0
55,2,14,0,46.45,0.99,0,0
56,2,15,0,36.2,0.99,0,0
57,2,16,0,29.43,0.99,0,0
58,2,17,0,31.2,0.99,0,0
59,2,18,0,33.44,0.99,0,0
60,2,19,0,39.14,0.99,1,0
61,3,0,0,61.14,0.99,1,0
62,3,1,0,64.38,0.99,1,0
63,3,2,0,50.18,0.99,1,0
64,3,3,0,58.22,0.99,1,0
65,3,4,0,57.28,0.99,1,0
66,3,5,0,49.43,0.99,1,0
67,3,6,0,54.98,0.99,1,0
68,3,7,0,55.38,0.99,1,0
69,3,8,0,62.05,0.99,1,0
70,3,9,0,52.89,0.99,1,0
71,3,10,0,68.59,0.99,1,0
72,3,11,0,44.51,0.99,1,0
73,3,12,0,61.54,0.99,1,0
74,3,13,0,58.89,0.99,1,0
75,3,14,0,43.68,0.99,1,0
76,3,15,0,64.27,0.99,1,0
77,3,16,0,60.02,0.99,1,0
78,3,17,0,64.34,0.99,1,0
79,3,18,0,56.52,0.99,0,0
0,0,0,0,51.91,0.5,0,1
1,0,1,0,31.39,0.5,0,1
2,0,2,0,37.53,0.5,0,1
3,0,3,0,37.01,0.5,0,1
4,0,4,0,39.77,0.5,0,1
5,0,5,0,46.49,0.5,0,1
6,0,6,1,61.92,0.5,1,1
7,0,7,0,37.66,0.5,0,1
8,0,8,0,49.16,0.5,0,1
9,0,9,0,44.35,0.5,0,1
10,0,10,0,26.96,0.5,0,1
11,0,11,0,54.92,0.5,0,1
12,0,12,0,45.94,0.5,0,1
13,0,13,0,41.93,0.5,0,1
14,0,14,0,36.86,0.5,0,1
15,0,15,0,45.73,0.5,0,1
16,0,16,1,56.63,0.5,1,1
17,0,17,0,38.1,0.5,0,1
18,0,18,0,51.57,0.5,0,1
19,0,19,0,56.12,0.5,0,1
