trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,49.64,0.5,1,0
1,0,1,1,44.43,0.5,0,0
2,0,2,0,52.73,0.5,1,0
3,0,3,0,50.24,0.5,1,0
4,0,4,1,35.65,0.5,0,0
5,0,5,0,54.74,0.5,1,0
6,0,6,1,39.69,0.5,0,0
7,0,7,1,40.58,0.5,0,0
8,0,8,1,31.4,0.5,0,0
9,0,9,1,35.86,0.5,0,0
10,0,10,1,26.8,0.5,0,0
11,0,11,0,68.14,0.5,1,0
12,0,12,0,54.98,0.5,1,0
13,0,13,1,41.79,0.5,0,0
14,0,14,1,34.9,0.5,0,0
15,0,15,1,43.66,0.5,0,0
16,0,16,1,35.36,0.5,0,0
17,0,17,1,34.45,0.5,0,0
18,0,18,1,44.94,0.5,0,0
19,0,19,1,37.53,0.5,0,0
20,0,20,0,54.66,0.5,0,0
21,1,0,0,53.46,0.5,0,0
22,1,1,1,55.77,0.5,1,0
23,1,2,0,46.1,0.5,0,0
24,1,3,0,44.87,0.5,0,0
25,1,4,1,60.37,0.5,1,0
26,1,5,0,36.28,0.5,0,0
27,1,6,0,42.76,0.5,0,0
28,1,7,0,49.61,0.5,0,0
29,1,8,1,56.53,0.5,1,0
30,1,9,0,49.57,0.5,0,0
31,1,10,0,36.87,0.5,0,0
32,1,11,0,31.74,0.5,0,0
33,1,12,0,55.36,0.5,0,0
34,1,13,1,62.7,0.5,1,0
35,1,14,1,44.95,0.5,1,0
36,1,15,0,34.32,0.5,0,0
37,1,16,0,38.15,0.5,0,0
38,1,17,1,67.75,0.5,1,0
39,1,18,0,44.38,0.5,0,0
40,1,19,0,44.46,0.5,1,0
41,2,0,0,55.56,0.5,1,0
42,2,1,1,37.91,0.5,0,0
43,2,2,1,53.96,0.5,0,0
44,2,3,0,71.39,0.5,1,0
45,2,4,1,38.63,0.5,0,0
46,2,5,1,35.71,0.5,0,0
47,2,6,0,54.36,0.5,1,0
48,2,7,0,56.78,0.5,1,0
49,2,8,1,27.33,0.5,0,0
50,2,9,0,58.24,0.5,1,0
51,2,10,0,69.26,0.5,1,0
52,2,11,1,36.92,0.5,0,0
53,2,12,1,33.22,0.5,0,0
54,2,13,0,68.05,0.5,1,0
55,2,14,1,44.38,0.5,0,0
56,2,15,1,38.51,0.5,0,0
57,2,16,1,34.76,0.5,0,0
58,2,17,0,65.08,0.5,1,0
59,2,18,0,53.64,0.5,1,0
60,2,19,1,48.03,0.5,1,0
61,3,0,1,68.38,0.5,1,0
62,3,1,1,64.64,0.5,1,0
63,3,2,1,60.95,0.5,1,0
64,3,3,0,43.1,0.5,0,0
65,3,4,0,37.05,0.5,0,0
66,3,5,1,55.03,0.5,1,0
67,3,6,0,38.98,0.5,0,0
68,3,7,0,28.18,0.5,0,0
