trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,62.03,0.7,1,0
1,0,1,0,53.17,0.6,1,0
2,0,2,0,55.67,0.59,1,0
3,0,3,0,68.29,0.62,1,0
4,0,4,0,55.7,0.63,1,0
5,0,5,0,49.27,0.64,1,0
6,0,6,0,53.31,0.63,1,0
7,0,7,0,72.81,0.63,1,0
8,0,8,0,63.92,0.63,1,0
9,0,9,0,45.37,0.62,1,0
10,0,10,0,48.64,0.63,1,0
11,0,11,0,52.5,0.64,1,0
12,0,12,0,60.72,0.63,1,0
13,0,13,0,59.71,0.63,1,0
14,0,14,0,68.15,0.63,1,0
15,0,15,0,64.32,0.63,1,0
16,0,16,0,72.45,0.63,1,0
17,0,17,0,59.79,0.63,1,0
18,0,18,0,45.74,0.63,1,0
19,0,19,0,59.17,0.63,1,0
20,0,20,0,63.76,0.62,0,0
21,1,0,0,41.63,0.62,0,0
22,1,1,0,40.98,0.62,0,0
23,1,2,0,46.26,0.62,0,0
24,1,3,0,60.61,0.62,0,0
25,1,4,0,38.91,0.62,0,0
26,1,5,0,44.5,0.62,0,0
27,1,6,0,22.32,0.62,0,0
28,1,7,0,45.1,0.62,0,0
29,1,8,0,52.43,0.63,0,0
30,1,9,0,40.35,0.62,0,0
31,1,10,0,48.32,0.62,0,0
32,1,11,0,35.37,0.62,0,0
33,1,12,0,30.73,0.62,0,0
34,1,13,0,37.49,0.62,0,0
35,1,14,0,35.08,0.62,0,0
36,1,15,0,39.75,0.62,0,0
37,1,16,0,48.63,0.62,0,0
38,1,17,0,25.71,0.62,0,0
39,1,18,0,41.84,0.63,0,0
40,1,19,0,31.41,0.62,1,0
41,2,0,0,52.05,0.63,1,0
42,2,1,0,52.82,0.63,1,0
43,2,2,0,56.99,0.63,1,0
44,2,3,0,62.54,0.63,1,0
45,2,4,0,46.44,0.63,1,0
46,2,5,0,42.28,0.63,1,0
47,2,6,0,56.41,0.63,1,0
48,2,7,0,61.32,0.63,1,0
49,2,8,0,64.28,0.63,1,0
50,2,9,0,66.57,0.63,1,0
51,2,10,0,74.57,0.63,1,0
52,2,11,0,52.26,0.63,1,0
53,2,12,0,55.78,0.63,1,0
54,2,13,0,55.68,0.63,1,0
55,2,14,0,63.64,0.63,1,0
56,2,15,0,60.89,0.63,1,0
57,2,16,0,64.41,0.63,1,0
58,2,17,0,69.3,0.63,1,0
59,2,18,0,63.76,0.63,1,0
60,2,19,0,72.7,0.63,0,0
61,3,0,0,55.67,0.63,0,0
62,3,1,0,57.4,0.64,0,0
63,3,2,0,20.8,0.63,0,0
64,3,3,0,42.54,0.64,0,0
65,3,4,0,51.19,0.64,0,0
66,3,5,0,41.17,0.63,0,0
67,3,6,0,45.29,0.63,0,0
68,3,7,0,50.32,0.63,0,0
69,3,8,0,37.88,0.63,0,0
70,3,9,0,23.59,0.63,0,0
71,3,10,0,39.92,0.63,0,0
72,3,11,0,33.74,0.63,0,0
73,3,12,0,42.74,0.63,0,0
74,3,13,0,29.17,0.63,0,0
75,3,14,0,42.12,0.63,0,0
76,3,15,0,33.76,0.63,0,0
77,3,16,0,32.41,0.63,0,0
78,3,17,0,19.57,0.63,0,0
79,3,18,0,24.12,0.63,1,0
0,0,0,0,55.17,0.7,1,1
1,0,1,0,73.8,0.6,1,1
2,0,2,0,49.43,0.59,1,1
3,0,3,0,55.13,0.65,1,1
4,0,4,0,64.4,0.62,1,1
5,0,5,0,57.87,0.63,1,1
6,0,6,0,56.29,0.63,1,1
7,0,7,0,56.06,0.64,1,1
8,0,8,0,51.21,0.63,1,1
9,0,9,0,67.07,0.63,1,1
10,0,10,0,64.49,0.64,1,1
11,0,11,0,49.59,0.63,1,1
12,0,12,0,50.37,0.63,1,1
13,0,13,0,64.63,0.63,1,1
14,0,14,0,58.15,0.63,1,1
15,0,15,0,62.34,0.63,1,1
16,0,16,0,47.75,0.63,1,1
17,0,17,0,55.49,0.63,1,1
18,0,18,0,57.68,0.63,1,1
19,0,19,0,66.39,0.63,1,1
20,0,20,0,67.22,0.63,0,1
21,1,0,0,46.29,0.63,0,1
22,1,1,0,30.65,0.63,0,1
23,1,2,0,32.15,0.63,0,1
24,1,3,0,48.73,0.63,0,1
25,1,4,0,20.2,0.63,0,1
26,1,5,0,49.96,0.63,0,1
27,1,6,0,42.58,0.63,0,1
28,1,7,0,45.65,0.63,0,1
29,1,8,0,40.63,0.63,0,1
30,1,9,0,53.73,0.63,0,1
31,1,10,0,38.46,0.63,0,1
32,1,11,0,45.46,0.63,0,1
33,1,12,0,45.1,0.63,0,1
34,1,13,0,43.57,0.63,0,1
35,1,14,0,42.15,0.63,0,1
36,1,15,0,41.76,0.63,0,1
37,1,16,0,33.49,0.63,0,1
38,1,17,0,23.29,0.63,0,1
39,1,18,0,42.17,0.63,0,1
40,1,19,0,47.88,0.63,1,1
41,2,0,0,62.85,0.63,1,1
42,2,1,0,66.71,0.63,1,1
43,2,2,0,52.73,0.63,1,1
44,2,3,0,52.4,0.63,1,1
45,2,4,0,70.57,0.63,1,1
46,2,5,0,72.6,0.63,1,1
47,2,6,0,51.89,0.63,1,1
48,2,7,0,55.01,0.63,1,1
49,2,8,0,55.84,0.63,1,1
50,2,9,0,71.66,0.63,1,1
51,2,10,0,63.54,0.63,1,1
52,2,11,0,55.8,0.62,1,1
53,2,12,0,40.64,0.63,1,1
54,2,13,0,56.6,0.63,1,1
55,2,14,0,61.91,0.63,1,1
56,2,15,0,61.62,0.63,1,1
57,2,16,0,69.45,0.63,1,1
58,2,17,0,68.01,0.62,1,1
59,2,18,0,53.08,0.63,1,1
60,2,19,0,56.73,0.63,0,1
61,3,0,0,41.11,0.63,0,1
62,3,1,0,42.79,0.62,0,1
63,3,2,0,36.07,0.63,0,1
64,3,3,0,46.5,0.64,0,1
65,3,4,0,23.91,0.64,0,1
66,3,5,0,47.85,0.63,0,1
67,3,6,0,35.58,0.63,0,1
68,3,7,0,45.92,0.63,0,1
69,3,8,0,31.27,0.63,0,1
70,3,9,0,56.89,0.63,0,1
71,3,10,0,34.57,0.63,0,1
72,3,11,0,43.99,0.63,0,1
73,3,12,0,53.78,0.63,0,1
74,3,13,0,47.94,0.63,0,1
75,3,14,0,38.25,0.63,0,1
76,3,15,0,47.33,0.63,0,1
77,3,16,0,50.97,0.63,0,1
78,3,17,0,33.6,0.63,0,1
79,3,18,0,24.32,0.63,1,1
0,0,0,0,42.66,0.7,1,2
1,0,1,1,45.01,0.6,0,2
2,0,2,1,42.01,0.58,0,2
3,0,3,1,31.16,0.62,0,2
4,0,4,1,34.9,0.58,0,2
5,0,5,1,35.82,0.62,0,2
6,0,6,1,41.39,0.64,0,2
7,0,7,1,45.65,0.62,0,2
8,0,8,1,35.38,0.62,0,2
9,0,9,1,36.74,0.62,0,2
10,0,10,1,44.17,0.64,0,2
11,0,11,1,51.57,0.62,0,2
12,0,12,1,38.49,0.62,0,2
13,0,13,1,33.05,0.62,0,2
14,0,14,1,31.32,0.64,0,2
15,0,15,1,31.29,0.64,0,2
16,0,16,1,38.91,0.63,0,2
