trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,1,67.43,0.8,1,0
1,0,1,1,56.55,0.85,1,0
2,0,2,1,60.01,0.75,1,0
3,0,3,1,54.19,0.7,1,0
4,0,4,0,50.85,0.85,0,0
5,0,5,1,53.82,0.7,1,0
6,0,6,1,54.31,0.78,1,0
7,0,7,1,62.11,0.85,1,0
8,0,8,1,58.76,0.8,1,0
9,0,9,1,56.06,0.8,1,0
10,0,10,0,53.05,0.85,0,0
11,0,11,1,54.93,0.75,1,0
12,0,12,1,58.63,0.85,1,0
13,0,13,1,45.99,0.8,1,0
14,0,14,1,64.9,0.85,1,0
15,0,15,1,51.11,0.82,1,0
16,0,16,1,69.75,0.75,1,0
17,0,17,1,59.9,0.78,1,0
18,0,18,1,74.17,0.85,1,0
19,0,19,1,60.3,0.85,1,0
20,0,20,1,76.26,0.85,0,0
21,1,0,1,39.11,0.75,0,0
22,1,1,1,48.47,0.82,0,0
23,1,2,1,51.65,0.85,0,0
24,1,3,1,24.12,0.85,0,0
25,1,4,1,45.33,0.85,0,0
26,1,5,1,36.75,0.85,0,0
27,1,6,1,47.74,0.85,0,0
28,1,7,1,35.68,0.78,0,0
29,1,8,1,42.55,0.82,0,0
30,1,9,1,27.93,0.88,0,0
31,1,10,1,49.85,0.82,0,0
32,1,11,1,35.79,0.85,0,0
33,1,12,1,48.55,0.85,0,0
34,1,13,1,45.49,0.85,0,0
35,1,14,1,44.68,0.85,0,0
36,1,15,1,56.24,0.82,0,0
37,1,16,1,38.77,0.85,0,0
38,1,17,1,38.93,0.85,0,0
39,1,18,1,35.5,0.7,0,0
40,1,19,1,48.61,0.7,1,0
41,2,0,1,62.91,0.85,1,0
42,2,1,1,54.98,0.85,1,0
43,2,2,1,58.32,0.82,1,0
44,2,3,1,56.33,0.75,1,0
45,2,4,1,58.84,0.85,1,0
46,2,5,1,53.31,0.8,1,0
47,2,6,1,59.23,0.95,1,0
48,2,7,0,44.52,0.85,0,0
49,2,8,0,53.71,0.85,0,0
50,2,9,1,59.36,0.85,1,0
51,2,10,1,67.16,0.85,1,0
52,2,11,1,62.89,0.85,1,0
53,2,12,1,52.32,0.85,1,0
54,2,13,0,43.47,0.9,0,0
55,2,14,1,78.23,0.85,1,0
56,2,15,1,53.0,0.85,1,0
57,2,16,1,55.99,0.75,1,0
58,2,17,1,66.14,0.95,1,0
59,2,18,1,62.77,0.8,1,0
60,2,19,1,57.37,0.85,0,0
61,3,0,0,58.6,0.85,1,0
62,3,1,0,52.56,0.85,1,0
63,3,2,1,32.44,0.85,0,0
64,3,3,1,38.88,0.8,0,0
65,3,4,1,37.47,0.92,0,0
66,3,5,1,42.21,0.85,0,0
67,3,6,0,74.62,0.85,1,0
68,3,7,0,63.02,0.85,1,0
69,3,8,1,44.45,0.85,0,0
70,3,9,1,44.1,0.78,0,0
71,3,10,1,45.03,0.85,0,0
72,3,11,1,42.46,0.85,0,0
73,3,12,1,43.62,0.85,0,0
74,3,13,1,37.83,0.85,0,0
75,3,14,1,37.15,0.82,0,0
76,3,15,0,61.3,0.85,1,0
77,3,16,1,38.22,0.85,0,0
78,3,17,1,43.49,0.75,0,0
79,3,18,0,61.21,0.85,0,0
