trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,1,21.0,0.85,0,0
1,0,1,1,24.89,0.75,0,0
2,0,2,1,22.59,0.8,0,0
3,0,3,0,57.08,0.0,1,0
4,0,4,1,37.19,0.65,0,0
5,0,5,1,34.65,0.8,0,0
6,0,6,0,56.15,0.0,1,0
7,0,7,1,45.02,0.6,0,0
8,0,8,1,34.14,0.8,0,0
9,0,9,1,41.93,0.75,0,0
10,0,10,0,51.68,0.85,1,0
11,0,11,0,58.88,0.0,1,0
12,0,12,1,28.85,0.8,0,0
13,0,13,1,42.74,0.0,0,0
14,0,14,1,33.86,0.85,0,0
15,0,15,1,44.73,0.85,0,0
16,0,16,1,46.71,0.85,0,0
17,0,17,1,38.85,0.0,0,0
18,0,18,1,43.84,0.75,0,0
19,0,19,1,32.31,0.85,0,0
20,0,20,0,54.39,0.0,0,0
21,1,0,1,57.85,0.78,1,0
22,1,1,0,50.49,0.0,0,0
23,1,2,0,50.59,0.85,0,0
24,1,3,1,58.84,0.85,1,0
25,1,4,0,26.9,0.85,0,0
26,1,5,1,58.73,0.8,1,0
27,1,6,1,60.44,0.6,1,0
28,1,7,1,67.38,0.88,1,0
29,1,8,1,66.81,0.85,1,0
30,1,9,1,60.39,0.85,1,0
31,1,10,1,46.47,0.85,1,0
32,1,11,1,86.45,0.85,1,0
33,1,12,1,59.3,0.85,1,0
34,1,13,1,51.99,0.85,1,0
35,1,14,0,43.83,0.7,0,0
36,1,15,1,59.68,0.85,1,0
37,1,16,0,53.9,0.7,0,0
38,1,17,1,44.88,0.85,1,0
39,1,18,1,55.88,0.82,1,0
40,1,19,1,53.43,0.85,0,0
41,2,0,1,35.44,0.85,0,0
42,2,1,1,42.16,0.85,0,0
43,2,2,1,9.89,0.0,0,0
44,2,3,1,46.28,0.85,0,0
45,2,4,1,36.73,0.95,0,0
46,2,5,1,41.39,0.88,0,0
47,2,6,1,39.24,0.85,0,0
48,2,7,0,48.83,0.85,1,0
49,2,8,1,41.47,0.85,0,0
50,2,9,1,51.9,0.78,0,0
51,2,10,1,41.89,0.0,0,0
52,2,11,1,51.46,0.0,0,0
53,2,12,1,47.41,0.82,0,0
54,2,13,1,34.51,0.0,0,0
55,2,14,1,31.66,0.9,0,0
56,2,15,1,33.31,0.8,0,0
57,2,16,1,52.01,0.85,0,0
58,2,17,1,44.92,0.85,0,0
59,2,18,1,26.51,0.85,0,0
60,2,19,1,49.66,0.85,1,0
61,3,0,1,61.62,0.85,1,0
62,3,1,0,24.08,0.8,0,0
63,3,2,1,56.5,0.85,1,0
