trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,63.58,0.5,1,0
1,0,1,1,30.04,0.5,0,0
2,0,2,1,45.61,0.75,0,0
3,0,3,0,51.91,0.75,1,0
4,0,4,0,57.66,0.75,1,0
5,0,5,0,54.93,0.75,1,0
6,0,6,0,60.98,0.75,1,0
7,0,7,0,60.9,0.75,1,0
8,0,8,0,55.99,0.75,1,0
9,0,9,1,33.91,0.75,0,0
10,0,10,0,69.49,0.5,1,0
11,0,11,0,64.38,0.75,1,0
12,0,12,0,62.8,0.75,1,0
13,0,13,1,45.32,0.75,0,0
14,0,14,0,53.07,0.75,1,0
15,0,15,0,56.88,0.75,1,0
16,0,16,1,32.95,0.75,0,0
17,0,17,0,53.6,0.75,1,0
18,0,18,1,38.34,0.8,0,0
19,0,19,1,52.38,0.75,0,0
20,0,20,1,29.84,0.75,1,0
21,1,0,0,30.2,0.75,0,0
22,1,1,1,57.05,0.75,1,0
23,1,2,1,45.18,0.75,1,0
24,1,3,0,33.51,0.75,0,0
25,1,4,1,50.04,0.75,1,0
26,1,5,0,34.49,0.75,0,0
27,1,6,0,41.11,0.75,0,0
28,1,7,1,53.57,0.75,1,0
29,1,8,0,44.86,0.75,0,0
30,1,9,0,34.85,0.75,0,0
31,1,10,0,40.76,0.75,0,0
32,1,11,1,53.82,0.75,1,0
33,1,12,1,63.23,0.75,1,0
34,1,13,0,59.42,0.75,0,0
35,1,14,0,45.5,0.75,0,0
36,1,15,0,29.3,0.75,0,0
37,1,16,0,36.86,0.75,0,0
38,1,17,0,33.3,0.75,0,0
39,1,18,0,38.1,0.75,0,0
40,1,19,0,41.44,0.75,1,0
41,2,0,0,63.17,0.75,1,0
42,2,1,1,61.9,0.75,0,0
43,2,2,0,81.54,0.75,1,0
44,2,3,0,72.17,0.75,1,0
45,2,4,0,67.86,0.75,1,0
46,2,5,0,58.55,0.75,1,0
47,2,6,0,52.14,0.75,1,0
48,2,7,1,44.07,0.75,0,0
49,2,8,0,68.62,0.75,1,0
50,2,9,0,56.42,0.75,1,0
51,2,10,0,56.34,0.75,1,0
52,2,11,0,56.5,0.75,1,0
53,2,12,0,64.37,0.75,1,0
54,2,13,0,51.14,0.75,1,0
55,2,14,1,50.82,0.75,0,0
56,2,15,0,59.67,0.75,1,0
57,2,16,0,57.89,0.75,1,0
58,2,17,0,65.69,0.75,1,0
59,2,18,0,67.72,0.75,1,0
60,2,19,0,59.65,0.75,0,0
61,3,0,0,29.21,0.75,0,0
62,3,1,0,36.38,0.75,0,0
63,3,2,0,37.62,0.75,0,0
64,3,3,0,43.3,0.75,0,0
65,3,4,0,37.25,0.75,0,0
66,3,5,0,45.82,0.75,0,0
67,3,6,0,36.52,0.75,0,0
68,3,7,0,41.35,0.75,0,0
69,3,8,0,39.34,0.75,0,0
