informative_lh,prior,lh,left_pred,red_observation,run
True,0.6,0.1,0.6,True,0
False,0.9,0.5,13,False,0
True,0.6,0.3,06,True,1
False,0.7,0.5,40,False,1
True,0.5,0.7,14,True,2
False,0.8,0.4,0.8,True,2
True,0.6,0.1,01,False,3
False,0.8,0.5,0.5,False,3
True,0.5,0.7,0.5,True,4
False,0.7,0.6,28,True,4
True,0.5,0.8,0.2,False,5
False,0.7,0.4,48,False,5
True,0.5,0.2,0.48,False,6
False,0.8,0.6,17,True,6
True,0.5,0.9,49,False,7
False,0.9,0.4,0.4,True,7
True,0.5,0.9,62,False,8
False,0.8,0.5,0.6,False,8
True,0.4,0.1,0.044,False,9
False,0.8,0.6,0.8,True,9
True,0.5,0.3,0.5,False,10
False,0.7,0.6,87,True,10
True,0.4,0.8,0.01,True,11
False,0.3,0.4,0.75,True,11
True,0.5,0.9,87,False,12
False,0.2,0.6,39,False,12
True,0.6,0.8,01,False,13
False,0.2,0.6,65,False,13
True,0.6,0.2,0.2,False,14
False,0.2,0.6,24,False,14
True,0.5,0.9,15,True,15
False,0.3,0.5,0.0,False,15
True,0.5,0.3,0.3,False,16
False,0.9,0.5,87,True,16
