informative_lh,prior,lh,left_pred,red_observation,run
True,0.4,0.7,0.28,True,0
False,0.3,0.5,0.3,True,0
True,0.6,0.1,0.6,False,1
False,0.8,0.5,0.58,True,1
True,0.6,0.9,0.9,True,2
False,0.2,0.5,0.25,True,2
True,0.4,0.3,0.44,True,3
False,0.9,0.5,0.55,True,3
True,0.6,0.3,0.15,True,4
False,0.1,0.6,0.6,True,4
True,0.5,0.7,0.3,False,5
False,0.7,0.6,0.67,False,5
True,0.5,0.9,0.72,True,6
False,0.2,0.5,0.25,False,6
True,0.4,0.1,0.025,True,7
False,0.7,0.6,0.67,False,7
True,0.4,0.9,0.36,True,8
False,0.3,0.4,0.201,True,8
True,0.4,0.8,0.4,False,9
False,0.2,0.5,0.27,True,9
True,0.5,0.3,0.3,True,10
False,0.1,0.6,0.6,False,10
True,0.5,0.1,0.25,True,11
False,0.2,0.6,0.37,False,11
True,0.5,0.3,0.6,False,12
False,0.7,0.4,0.4,False,12
True,0.4,0.2,0.4,False,13
False,0.3,0.5,0.35,False,13
True,0.6,0.7,0.11,False,14
False,0.1,0.5,0.11,True,14
True,0.5,0.7,0.55,True,15
False,0.8,0.6,0.52,False,15
True,0.5,0.8,0.33,True,16
False,0.8,0.5,0.4,True,16
True,0.5,0.9,0.025,False,17
False,0.9,0.4,0.44,False,17
True,0.6,0.3,0.64,False,18
False,0.1,0.5,0.1,True,18
True,0.5,0.2,0.67,True,19
False,0.3,0.4,0.24,False,19
True,0.6,0.3,0.15,True,20
False,0.3,0.6,0.429,True,20
True,0.5,0.3,0.1,False,21
False,0.8,0.5,0.6,False,21
True,0.6,0.3,0.15,True,22
False,0.8,0.6,0.15,True,22
True,0.6,0.9,0.9,True,23
False,0.2,0.5,0.25,False,23
True,0.6,0.8,0.48,True,24
False,0.1,0.5,0.05,False,24
True,0.4,0.2,0.67,False,25
False,0.7,0.6,0.67,False,25
True,0.4,0.9,0.45,True,26
False,0.1,0.4,0.2,False,26
True,0.5,0.7,0.55,True,27
False,0.2,0.5,0.25,True,27
True,0.5,0.3,0.6,False,28
False,0.7,0.4,0.45,False,28
True,0.6,0.9,0.9,True,29
False,0.3,0.4,0.43,True,29
True,0.4,0.8,0.45,True,30
False,0.7,0.5,0.6,False,30
True,0.4,0.1,0.025,True,31
False,0.9,0.5,0.57,False,31
True,0.6,0.2,0.4,True,32
False,0.7,0.5,0.35,False,32
True,0.4,0.2,0.1,True,33
False,0.8,0.6,0.67,False,33
True,0.6,0.8,0.2,True,34
False,0.9,0.6,0.67,False,34
True,0.5,0.3,0.3,True,35
False,0.9,0.5,0.55,True,35
True,0.4,0.8,0.6,False,36
False,0.8,0.4,0.6,True,36
True,0.5,0.1,0.25,True,37
False,0.3,0.6,0.06,False,37
True,0.6,0.9,0.6,False,38
False,0.8,0.5,0.58,True,38
True,0.4,0.2,0.4,False,39
False,0.3,0.4,0.201,True,39
True,0.4,0.7,0.094,False,40
False,0.3,0.5,0.3,True,40
True,0.6,0.8,0.24,False,41
False,0.8,0.5,0.4,True,41
