informative_lh,prior,lh,left_pred,red_observation,run
True,0.4,0.1,0.25,False,0
False,0.9,0.6,0.9,True,0
True,0.5,0.9,0.5,True,1
False,0.3,0.6,0.33,False,1
True,0.5,0.3,0.42,False,2
False,0.2,0.5,0.5,True,2
True,0.4,0.2,0.25,True,3
False,0.9,0.4,0.82,True,3
True,0.4,0.8,0.25,False,4
False,0.3,0.6,0.33,False,4
True,0.5,0.7,0.43,False,5
False,0.7,0.5,0.71,False,5
True,0.6,0.2,0.75,True,6
False,0.9,0.6,0.75,False,6
True,0.5,0.1,0.5,False,7
False,0.8,0.5,0.8,False,7
True,0.5,0.7,0.5,True,8
False,0.1,0.5,0.5,True,8
True,0.5,0.8,0.25,False,9
False,0.7,0.6,0.75,True,9
True,0.4,0.1,0.44,True,10
False,0.2,0.5,0.5,True,10
True,0.5,0.8,0.44,False,11
False,0.1,0.4,0.44,True,11
True,0.6,0.7,0.67,False,12
False,0.7,0.5,0.71,False,12
True,0.6,0.2,0.67,False,13
False,0.7,0.4,0.67,True,13
True,0.4,0.2,0.25,True,14
False,0.8,0.5,0.8,True,14
True,0.5,0.1,0.5,False,15
False,0.3,0.5,0.33,True,15
True,0.5,0.9,0.5,False,16
False,0.9,0.4,0.82,True,16
True,0.5,0.2,0.25,False,17
False,0.7,0.4,0.67,False,17
True,0.5,0.7,0.5,True,18
False,0.1,0.5,0.5,False,18
True,0.5,0.7,0.5,True,19
False,0.7,0.6,0.75,True,19
True,0.6,0.2,0.67,False,20
False,0.2,0.6,0.25,False,20
True,0.5,0.8,0.44,False,21
False,0.1,0.5,0.5,False,21
True,0.6,0.1,0.67,True,22
False,0.7,0.5,0.71,False,22
True,0.4,0.7,0.43,False,23
False,0.1,0.4,0.44,True,23
True,0.4,0.9,0.44,True,24
False,0.9,0.4,0.82,True,24
True,0.5,0.3,0.5,True,25
False,0.1,0.6,0.44,False,25
True,0.5,0.2,0.25,False,26
False,0.2,0.6,0.25,True,26
True,0.5,0.1,0.5,True,27
False,0.2,0.5,0.5,True,27
True,0.5,0.1,0.5,False,28
False,0.1,0.5,0.5,False,28
True,0.5,0.2,0.25,True,29
False,0.9,0.5,0.9,False,29
True,0.5,0.7,0.5,False,30
False,0.9,0.6,0.75,False,30
True,0.4,0.9,0.44,True,31
False,0.7,0.5,0.71,False,31
True,0.5,0.1,0.5,True,32
False,0.8,0.5,0.8,True,32
True,0.5,0.7,0.43,False,33
False,0.1,0.5,0.5,False,33
True,0.6,0.1,0.67,False,34
False,0.9,0.5,0.9,False,34
True,0.4,0.3,0.44,True,35
False,0.8,0.5,0.8,False,35
True,0.4,0.2,0.25,False,36
False,0.8,0.5,0.8,True,36
True,0.5,0.1,0.5,True,37
False,0.1,0.6,0.44,False,37
True,0.4,0.9,0.44,True,38
False,0.9,0.5,0.9,True,38
True,0.5,0.7,0.5,False,39
False,0.3,0.6,0.33,False,39
True,0.5,0.7,0.43,False,40
False,0.2,0.4,0.25,False,40
True,0.6,0.1,0.67,False,41
False,0.3,0.6,0.5,True,41
True,0.4,0.3,0.43,True,42
False,0.3,0.5,0.33,True,42
True,0.6,0.2,0.67,False,43
False,0.3,0.6,0.44,True,43
True,0.5,0.7,0.5,True,44
False,0.3,0.5,0.33,True,44
True,0.5,0.7,0.43,False,45
False,0.8,0.4,0.89,False,45
True,0.5,0.8,0.25,False,46
False,0.7,0.5,0.71,True,46
True,0.5,0.3,0.42,False,47
False,0.1,0.6,0.44,False,47
True,0.5,0.8,0.67,True,48
False,0.1,0.4,0.44,True,48
True,0.5,0.9,0.5,False,49
False,0.7,0.4,0.67,True,49
True,0.6,0.7,0.67,True,50
False,0.1,0.4,0.25,False,50
True,0.5,0.9,0.5,False,51
False,0.1,0.5,0.5,False,51
True,0.6,0.2,0.67,False,52
False,0.2,0.4,0.25,False,52
True,0.4,0.8,0.25,True,53
False,0.8,0.5,0.8,False,53
True,0.5,0.7,0.5,True,54
False,0.8,0.4,0.89,True,54
True,0.6,0.1,0.67,False,55
False,0.7,0.6,0.75,True,55
True,0.6,0.8,0.8,True,56
False,0.1,0.5,0.5,False,56
True,0.4,0.3,0.43,True,57
False,0.7,0.4,0.67,False,57
True,0.6,0.9,0.67,False,58
False,0.8,0.5,0.8,False,58
True,0.5,0.8,0.25,False,59
False,0.1,0.6,0.44,True,59
True,0.4,0.7,0.43,False,60
False,0.7,0.6,0.75,True,60
True,0.5,0.3,0.5,True,61
False,0.3,0.4,0.44,True,61
True,0.5,0.1,0.5,True,62
False,0.1,0.4,0.25,False,62
True,0.4,0.9,0.44,False,63
False,0.9,0.5,0.9,True,63
True,0.5,0.8,0.44,False,64
False,0.2,0.6,0.25,False,64
True,0.4,0.8,0.25,False,65
False,0.7,0.5,0.71,False,65
True,0.4,0.3,0.43,True,66
False,0.7,0.5,0.71,False,66
True,0.6,0.1,0.67,True,67
False,0.3,0.6,0.5,True,67
True,0.4,0.8,0.25,True,68
False,0.3,0.6,0.33,False,68
True,0.6,0.1,0.67,True,69
False,0.9,0.6,0.82,False,69
True,0.5,0.3,0.5,True,70
False,0.2,0.6,0.5,True,70
True,0.4,0.8,0.25,False,71
False,0.9,0.5,0.9,False,71
True,0.5,0.3,0.42,False,72
False,0.7,0.6,0.75,True,72
True,0.6,0.3,0.6,False,73
False,0.8,0.6,0.88,False,73
True,0.5,0.9,0.5,True,74
False,0.2,0.5,0.5,False,74
True,0.4,0.1,0.44,True,75
False,0.3,0.4,0.25,False,75
True,0.4,0.8,0.25,False,76
False,0.2,0.4,0.25,False,76
True,0.4,0.7,0.43,True,77
False,0.7,0.4,0.67,False,77
True,0.5,0.3,0.5,True,78
False,0.7,0.4,0.67,False,78
True,0.5,0.3,0.5,True,79
False,0.2,0.5,0.5,True,79
True,0.5,0.9,0.5,False,80
False,0.7,0.5,0.71,False,80
True,0.5,0.9,0.5,False,81
False,0.3,0.4,0.25,False,81
True,0.4,0.3,0.44,False,82
False,0.8,0.5,0.8,False,82
True,0.5,0.8,0.67,True,83
False,0.1,0.4,0.25,False,83
True,0.6,0.9,0.67,False,84
False,0.8,0.5,0.8,False,84
True,0.5,0.8,0.44,False,85
False,0.3,0.6,0.5,True,85
True,0.5,0.3,0.5,True,86
False,0.3,0.4,0.44,True,86
True,0.4,0.8,0.25,False,87
False,0.2,0.6,0.25,False,87
True,0.5,0.9,0.5,True,88
False,0.1,0.5,0.5,True,88
True,0.5,0.7,0.5,False,89
False,0.1,0.5,0.5,False,89
True,0.4,0.2,0.25,True,90
False,0.7,0.6,0.67,False,90
True,0.5,0.2,0.25,False,91
False,0.9,0.5,0.9,False,91
True,0.4,0.1,0.44,True,92
False,0.1,0.5,0.5,True,92
True,0.4,0.1,0.44,True,93
False,0.2,0.5,0.5,True,93
True,0.4,0.1,0.44,True,94
False,0.8,0.6,0.88,False,94
True,0.6,0.9,0.67,False,95
False,0.7,0.4,0.67,False,95
True,0.5,0.9,0.5,True,96
False,0.7,0.6,0.67,False,96
True,0.5,0.7,0.5,True,97
False,0.7,0.5,0.71,True,97
True,0.6,0.8,0.67,False,98
False,0.3,0.5,0.33,True,98
True,0.6,0.2,0.67,False,99
False,0.2,0.6,0.25,True,99
True,0.4,0.2,0.25,False,100
False,0.2,0.5,0.5,False,100
True,0.6,0.3,0.6,True,101
False,0.7,0.5,0.71,False,101
True,0.5,0.2,0.25,False,102
False,0.7,0.6,0.67,False,102
True,0.6,0.8,0.67,False,103
False,0.7,0.4,0.67,False,103
True,0.5,0.8,0.44,False,104
False,0.3,0.6,0.33,False,104
True,0.5,0.1,0.5,True,105
False,0.7,0.4,0.67,False,105
True,0.4,0.3,0.44,False,106
False,0.8,0.4,0.89,False,106
True,0.5,0.8,0.67,True,107
False,0.1,0.6,0.44,False,107
True,0.4,0.9,0.44,False,108
False,0.1,0.5,0.5,False,108
True,0.6,0.7,0.67,True,109
False,0.8,0.5,0.8,False,109
True,0.6,0.8,0.8,True,110
False,0.2,0.5,0.5,False,110
True,0.5,0.8,0.44,False,111
False,0.9,0.6,0.9,True,111
True,0.4,0.2,0.25,True,112
False,0.3,0.5,0.33,True,112
True,0.5,0.9,0.5,False,113
False,0.1,0.5,0.5,False,113
True,0.5,0.7,0.43,False,114
False,0.2,0.5,0.5,False,114
True,0.4,0.9,0.44,False,115
False,0.8,0.5,0.8,True,115
True,0.5,0.3,0.42,False,116
False,0.3,0.6,0.33,False,116
True,0.4,0.7,0.43,False,117
False,0.8,0.6,0.89,True,117
True,0.5,0.8,0.25,False,118
False,0.3,0.6,0.5,False,118
True,0.5,0.1,0.5,True,119
False,0.7,0.4,0.67,True,119
True,0.5,0.7,0.5,True,120
False,0.8,0.5,0.8,False,120
True,0.5,0.8,0.67,True,121
False,0.2,0.5,0.5,True,121
True,0.5,0.3,0.42,False,122
False,0.7,0.4,0.75,True,122
True,0.5,0.9,0.5,True,123
False,0.1,0.6,0.44,False,123
True,0.6,0.8,0.8,True,124
False,0.3,0.6,0.44,True,124
True,0.6,0.1,0.67,True,125
False,0.7,0.5,0.71,False,125
True,0.6,0.9,0.67,True,126
False,0.9,0.6,0.82,False,126
True,0.4,0.1,0.44,True,127
False,0.3,0.5,0.5,False,127
True,0.5,0.2,0.25,False,128
False,0.8,0.4,0.89,True,128
True,0.6,0.7,0.67,True,129
False,0.8,0.4,0.89,False,129
True,0.5,0.7,0.5,False,130
False,0.3,0.5,0.33,True,130
True,0.5,0.2,0.25,True,131
False,0.8,0.5,0.8,False,131
True,0.4,0.9,0.25,False,132
False,0.9,0.5,0.9,False,132
True,0.4,0.9,0.44,True,133
False,0.7,0.5,0.71,True,133
True,0.5,0.8,0.44,False,134
False,0.8,0.4,0.89,True,134
True,0.6,0.3,0.6,False,135
False,0.1,0.6,0.44,True,135
True,0.5,0.2,0.25,False,136
False,0.3,0.5,0.33,True,136
True,0.4,0.1,0.25,False,137
False,0.2,0.6,0.25,False,137
True,0.5,0.9,0.5,False,138
False,0.7,0.5,0.71,True,138
True,0.5,0.3,0.42,False,139
False,0.8,0.5,0.8,True,139
True,0.6,0.1,0.67,True,140
False,0.8,0.5,0.8,False,140
True,0.5,0.3,0.5,True,141
False,0.8,0.5,0.8,False,141
True,0.5,0.9,0.5,True,142
False,0.7,0.5,0.71,False,142
True,0.4,0.8,0.44,True,143
False,0.7,0.5,0.71,True,143
True,0.6,0.9,0.67,True,144
False,0.1,0.4,0.44,True,144
True,0.5,0.9,0.5,False,145
False,0.9,0.4,0.67,False,145
True,0.4,0.2,0.25,True,146
False,0.7,0.5,0.71,True,146
True,0.4,0.9,0.44,True,147
False,0.7,0.4,0.67,True,147
True,0.5,0.8,0.44,False,148
False,0.1,0.6,0.44,False,148
True,0.5,0.9,0.5,True,149
False,0.3,0.5,0.33,True,149
True,0.4,0.2,0.25,False,150
False,0.3,0.4,0.44,True,150
True,0.4,0.9,0.25,False,151
False,0.8,0.5,0.8,True,151
True,0.5,0.2,0.25,True,152
False,0.1,0.4,0.25,False,152
True,0.5,0.8,0.67,True,153
False,0.2,0.5,0.5,True,153
True,0.4,0.7,0.43,False,154
False,0.1,0.4,0.25,False,154
