informative_lh,prior,lh,left_pred,red_observation,run
True,0.4,0.3,0.0,False,0
False,0.9,0.5,0.0,False,0
True,0.5,0.1,0.0,True,1
False,0.9,0.6,0.0,True,1
True,0.5,0.8,0.0,False,2
False,0.1,0.4,0.0,False,2
True,0.6,0.3,0.0,False,3
False,0.9,0.6,0.0,False,3
True,0.6,0.1,0.0,True,4
False,0.7,0.5,0.0,False,4
True,0.5,0.9,0.0,False,5
False,0.7,0.4,0.0,False,5
True,0.5,0.8,0.0,True,6
False,0.7,0.6,0.0,False,6
True,0.5,0.2,0.0,True,7
False,0.9,0.5,0.0,True,7
True,0.5,0.9,0.0,True,8
False,0.3,0.5,0.0,True,8
True,0.5,0.8,0.0,True,9
False,0.3,0.4,0.0,False,9
True,0.5,0.2,0.0,False,10
False,0.9,0.5,0.0,False,10
True,0.6,0.9,0.0,True,11
False,0.7,0.5,0.0,False,11
True,0.5,0.1,0.0,False,12
False,0.8,0.5,0.0,True,12
True,0.4,0.7,0.0,False,13
False,0.8,0.5,0.0,False,13
True,0.4,0.3,0.0,False,14
False,0.2,0.6,0.0,False,14
True,0.6,0.1,0.0,True,15
False,0.9,0.5,0.0,False,15
True,0.6,0.3,0.0,True,16
False,0.9,0.5,0.0,False,16
True,0.4,0.2,0.0,False,17
False,0.1,0.6,0.0,True,17
True,0.4,0.7,0.0,True,18
False,0.3,0.5,0.0,True,18
True,0.4,0.2,0.0,True,19
False,0.1,0.5,0.0,False,19
True,0.5,0.2,0.0,False,20
False,0.2,0.6,0.0,False,20
True,0.5,0.9,0.0,True,21
False,0.2,0.6,0.0,False,21
True,0.5,0.8,0.0,True,22
False,0.3,0.4,0.0,True,22
True,0.6,0.7,0.0,False,23
False,0.3,0.4,0.0,True,23
True,0.4,0.9,0.0,False,24
False,0.2,0.6,0.0,True,24
True,0.5,0.1,0.0,False,25
False,0.1,0.4,0.0,False,25
True,0.5,0.2,0.0,True,26
False,0.3,0.6,0.0,False,26
True,0.5,0.3,0.0,False,27
False,0.8,0.6,0.0,False,27
True,0.5,0.7,0.0,True,28
False,0.1,0.4,0.0,False,28
True,0.5,0.9,0.0,True,29
False,0.1,0.5,0.0,True,29
True,0.5,0.9,0.0,False,30
False,0.8,0.4,0.0,False,30
True,0.5,0.1,0.0,False,31
False,0.2,0.4,0.0,True,31
True,0.5,0.2,0.0,True,32
False,0.3,0.5,0.0,False,32
True,0.4,0.1,0.0,False,33
False,0.9,0.5,0.0,False,33
True,0.4,0.7,0.0,False,34
False,0.7,0.6,0.0,False,34
True,0.4,0.3,0.0,True,35
False,0.9,0.5,0.0,False,35
True,0.5,0.3,0.0,True,36
False,0.7,0.4,0.0,True,36
True,0.5,0.7,0.0,True,37
False,0.9,0.6,0.0,True,37
True,0.6,0.9,0.0,True,38
False,0.7,0.6,0.0,False,38
True,0.4,0.9,0.0,True,39
False,0.7,0.5,0.0,False,39
True,0.6,0.1,0.0,False,40
False,0.1,0.4,0.0,False,40
True,0.5,0.9,0.0,False,41
False,0.1,0.5,0.0,True,41
True,0.6,0.3,0.0,True,42
False,0.9,0.5,0.0,False,42
True,0.5,0.3,0.0,False,43
False,0.1,0.6,0.0,True,43
True,0.6,0.9,0.0,False,44
False,0.9,0.6,0.0,True,44
True,0.6,0.7,0.0,True,45
False,0.3,0.5,0.0,False,45
True,0.5,0.8,0.0,False,46
False,0.9,0.5,0.0,True,46
True,0.5,0.9,0.0,False,47
False,0.8,0.5,0.0,False,47
True,0.6,0.1,0.0,False,48
False,0.1,0.4,0.0,False,48
True,0.5,0.3,0.0,False,49
False,0.7,0.4,0.0,True,49
True,0.6,0.1,0.0,False,50
False,0.2,0.4,0.0,False,50
True,0.4,0.9,0.0,True,51
False,0.8,0.4,0.0,True,51
True,0.5,0.1,0.0,False,52
False,0.7,0.6,0.0,False,52
True,0.4,0.2,0.0,False,53
False,0.3,0.4,0.0,False,53
True,0.5,0.2,0.0,True,54
False,0.2,0.6,0.0,False,54
True,0.4,0.7,0.0,False,55
False,0.8,0.6,0.0,True,55
True,0.4,0.7,0.0,False,56
False,0.8,0.4,0.0,False,56
True,0.6,0.9,0.0,False,57
False,0.9,0.5,0.0,True,57
True,0.4,0.3,0.0,True,58
False,0.3,0.5,0.0,True,58
True,0.5,0.7,0.0,True,59
False,0.3,0.5,0.0,True,59
True,0.5,0.9,0.0,False,60
False,0.1,0.4,0.0,False,60
True,0.5,0.9,0.0,True,61
False,0.3,0.6,0.0,True,61
True,0.5,0.9,0.0,False,62
False,0.7,0.6,0.0,True,62
True,0.4,0.1,0.0,False,63
False,0.3,0.4,0.0,True,63
True,0.4,0.2,0.0,True,64
False,0.1,0.6,0.0,True,64
True,0.4,0.1,0.0,True,65
False,0.3,0.5,0.0,True,65
True,0.4,0.9,0.0,False,66
False,0.1,0.5,0.0,True,66
True,0.5,0.7,0.0,False,67
False,0.2,0.6,0.0,False,67
True,0.5,0.3,0.0,False,68
False,0.9,0.4,0.0,False,68
True,0.6,0.1,0.0,False,69
False,0.9,0.5,0.0,False,69
True,0.5,0.7,0.0,False,70
False,0.8,0.5,0.0,True,70
True,0.6,0.7,0.0,True,71
False,0.1,0.5,0.0,True,71
True,0.6,0.9,0.0,True,72
False,0.3,0.4,0.0,True,72
True,0.6,0.9,0.0,False,73
False,0.9,0.5,0.0,True,73
True,0.4,0.8,0.0,True,74
False,0.3,0.5,0.0,False,74
True,0.5,0.2,0.0,True,75
False,0.1,0.6,0.0,True,75
True,0.5,0.3,0.0,True,76
False,0.9,0.5,0.0,True,76
True,0.6,0.8,0.0,False,77
False,0.8,0.5,0.0,False,77
True,0.5,0.9,0.0,False,78
False,0.1,0.5,0.0,False,78
True,0.5,0.9,0.0,False,79
False,0.3,0.6,0.0,True,79
True,0.6,0.9,0.0,False,80
False,0.1,0.4,0.0,False,80
True,0.5,0.2,0.0,True,81
False,0.3,0.4,0.0,True,81
True,0.4,0.8,0.0,True,82
False,0.8,0.5,0.0,True,82
True,0.4,0.1,0.0,False,83
False,0.1,0.6,0.0,True,83
True,0.5,0.8,0.0,True,84
False,0.3,0.5,0.0,True,84
True,0.4,0.3,0.0,False,85
False,0.2,0.6,0.0,False,85
True,0.6,0.1,0.0,True,86
False,0.2,0.6,0.0,False,86
True,0.5,0.8,0.0,False,87
False,0.1,0.6,0.0,True,87
True,0.4,0.3,0.0,True,88
False,0.2,0.5,0.0,True,88
True,0.4,0.7,0.0,True,89
False,0.2,0.4,0.0,False,89
True,0.5,0.9,0.0,True,90
False,0.9,0.6,0.0,False,90
True,0.4,0.3,0.0,True,91
False,0.1,0.6,0.0,True,91
True,0.4,0.3,0.0,True,92
False,0.8,0.4,0.0,False,92
True,0.4,0.9,0.0,False,93
False,0.1,0.4,0.0,True,93
True,0.4,0.7,0.0,False,94
False,0.7,0.5,0.0,True,94
True,0.5,0.2,0.0,False,95
False,0.3,0.5,0.0,True,95
True,0.4,0.8,0.0,False,96
False,0.3,0.4,0.0,True,96
True,0.5,0.9,0.0,False,97
False,0.8,0.5,0.0,True,97
True,0.4,0.2,0.0,False,98
False,0.1,0.4,0.0,True,98
True,0.4,0.1,0.0,True,99
False,0.9,0.4,0.0,True,99
True,0.4,0.8,0.0,False,100
False,0.8,0.4,0.0,False,100
True,0.5,0.9,0.0,True,101
False,0.9,0.5,0.0,False,101
True,0.5,0.1,0.0,True,102
False,0.1,0.5,0.0,False,102
True,0.5,0.2,0.0,False,103
False,0.3,0.4,0.0,False,103
True,0.5,0.8,0.0,True,104
False,0.2,0.6,0.0,False,104
True,0.5,0.2,0.0,False,105
False,0.3,0.6,0.0,True,105
True,0.5,0.9,0.0,False,106
False,0.9,0.4,0.0,True,106
True,0.5,0.9,0.0,True,107
False,0.7,0.5,0.0,False,107
True,0.6,0.7,0.0,True,108
False,0.7,0.5,0.0,True,108
True,0.6,0.3,0.0,True,109
False,0.3,0.4,0.0,False,109
True,0.4,0.1,0.0,False,110
False,0.1,0.4,0.0,True,110
True,0.4,0.3,0.0,False,111
False,0.2,0.6,0.0,True,111
True,0.5,0.7,0.0,True,112
False,0.8,0.5,0.0,False,112
True,0.5,0.2,0.0,True,113
False,0.8,0.5,0.0,False,113
True,0.5,0.8,0.0,True,114
False,0.1,0.5,0.0,True,114
True,0.5,0.7,0.0,False,115
False,0.1,0.5,0.0,False,115
True,0.5,0.3,0.0,False,116
False,0.9,0.5,0.0,False,116
True,0.4,0.3,0.0,True,117
False,0.9,0.5,0.0,False,117
True,0.5,0.7,0.0,True,118
False,0.8,0.5,0.0,True,118
True,0.4,0.7,0.0,True,119
False,0.2,0.4,0.0,True,119
True,0.4,0.2,0.0,True,120
False,0.1,0.4,0.0,True,120
True,0.4,0.9,0.0,False,121
False,0.8,0.6,0.0,True,121
True,0.5,0.1,0.0,False,122
False,0.3,0.5,0.0,False,122
True,0.5,0.7,0.0,False,123
False,0.9,0.6,0.0,True,123
True,0.5,0.3,0.0,True,124
False,0.9,0.6,0.0,True,124
True,0.5,0.1,0.0,True,125
False,0.3,0.4,0.0,False,125
