informative_lh,prior,lh,left_pred,red_observation,run
True,0.5,0.8,0.1,False,0
False,0.2,0.5,0.2,False,0
True,0.6,0.7,0.42,True,1
False,0.2,0.6,0.2,True,1
True,0.4,0.2,0.08,True,2
False,0.8,0.6,0.88,True,2
True,0.6,0.7,0.18,False,3
False,0.8,0.5,0.5,False,3
True,0.6,0.7,0.42,False,4
False,0.7,0.5,0.35,True,4
True,0.6,0.8,0.08,False,5
False,0.2,0.4,0.08,False,5
True,0.5,0.9,0.1,False,6
False,0.1,0.5,0.5,False,6
True,0.5,0.9,0.1,False,7
False,0.9,0.6,0.54,True,7
True,0.5,0.2,0.1,True,8
False,0.1,0.5,0.5,False,8
True,0.6,0.2,0.48,True,9
False,0.1,0.4,0.4,True,9
True,0.6,0.8,0.64,True,10
False,0.9,0.4,0.36,True,10
True,0.4,0.8,0.44,False,11
False,0.7,0.4,0.42,False,11
True,0.6,0.9,0.54,False,12
False,0.7,0.5,0.35,False,12
True,0.6,0.8,0.48,False,13
False,0.1,0.4,0.4,False,13
True,0.5,0.2,0.1,True,14
False,0.7,0.5,0.35,True,14
True,0.5,0.2,0.1,True,15
False,0.3,0.5,0.15,False,15
True,0.5,0.2,0.1,True,16
False,0.1,0.5,0.5,True,16
True,0.6,0.30000000000000004,0.42,False,17
False,0.1,0.6,0.4,False,17
True,0.6,0.9,0.54,False,18
False,0.8,0.6,0.85,True,18
True,0.5,0.2,0.1,True,19
False,0.1,0.4,0.4,False,19
True,0.5,0.2,0.1,True,20
False,0.7,0.5,0.35,True,20
True,0.5,0.3,0.15,True,21
False,0.7,0.6,0.54,True,21
True,0.5,0.3,0.15,True,22
False,0.2,0.6,0.2,True,22
True,0.6,0.19999999999999996,0.48,False,23
False,0.3,0.5,0.3,True,23
True,0.6,0.9,0.54,False,24
False,0.3,0.5,0.15,True,24
True,0.4,0.3,0.12,True,25
False,0.3,0.5,0.15,False,25
True,0.5,0.7,0.15,False,26
False,0.8,0.5,0.4,True,26
True,0.4,0.9,0.72,True,27
False,0.3,0.6,0.18,False,27
True,0.5,0.8,0.4,True,28
False,0.3,0.5,0.15,False,28
True,0.6,0.8,0.48,False,29
False,0.3,0.5,0.15,False,29
