informative_lh,prior,lh,left_pred,red_observation,run
True,0.4,0.9,0.36,False,0
False,0.2,0.5,0.2,False,0
True,0.6,0.9,0.67,True,1
False,0.2,0.5,0.2,False,1
True,0.5,0.8,0.2,False,2
False,0.2,0.6,0.33,True,2
True,0.5,0.1,0.1,True,3
False,0.8,0.5,0.8,True,3
True,0.5,0.7,0.3,False,4
False,0.7,0.6,0.47,False,4
True,0.6,0.9,0.31,False,5
False,0.8,0.5,0.8,True,5
True,0.5,0.7,0.7,True,6
False,0.9,0.4,0.9,False,6
True,0.6,0.09999999999999998,0.69,False,7
False,0.7,0.5,0.7,True,7
True,0.5,0.9,0.1,False,8
False,0.3,0.4,0.35,True,8
True,0.6,0.30000000000000004,0.7,False,9
False,0.3,0.5,0.3,False,9
True,0.5,0.7,0.7,True,10
False,0.8,0.5,0.8,True,10
True,0.6,0.7,0.7,True,11
False,0.8,0.5,0.8,True,11
True,0.4,0.1,0.31,True,12
False,0.8,0.5,0.8,False,12
True,0.5,0.8,0.8,True,13
False,0.7,0.4,0.47,True,13
True,0.5,0.2,0.2,True,14
False,0.2,0.5,0.2,False,14
True,0.4,0.30000000000000004,0.35,False,15
False,0.8,0.6,0.73,True,15
True,0.4,0.7,0.35,False,16
False,0.1,0.5,0.1,True,16
True,0.5,0.7,0.3,False,17
False,0.9,0.5,0.9,False,17
True,0.4,0.1,0.31,True,18
False,0.2,0.6,0.27,True,18
True,0.4,0.1,0.31,True,19
False,0.1,0.5,0.1,False,19
True,0.6,0.19999999999999996,0.86,False,20
False,0.1,0.5,0.1,True,20
True,0.6,0.19999999999999996,0.75,False,21
False,0.7,0.5,0.7,False,21
True,0.4,0.9,0.31,False,22
False,0.9,0.5,0.9,True,22
True,0.6,0.9,0.9,True,23
False,0.2,0.6,0.33,True,23
True,0.6,0.09999999999999998,0.9,False,24
False,0.3,0.5,0.3,True,24
True,0.6,0.9,0.31,False,25
False,0.7,0.6,0.7,True,25
True,0.6,0.2,0.27,True,26
False,0.7,0.6,0.47,False,26
True,0.5,0.09999999999999998,0.9,False,27
False,0.1,0.5,0.1,False,27
True,0.5,0.2,0.2,True,28
False,0.9,0.6,0.69,True,28
True,0.4,0.9,0.36,True,29
False,0.9,0.5,0.9,True,29
