informative_lh,prior,lh,left_pred,red_observation,run
True,0.5,0.9,0.0999999999999999,False,0
False,0.7,0.4,0.7,False,0
True,0.5,0.8,0.8,True,1
False,0.9,0.6,0.9,True,1
True,0.5,0.7,0.7,True,2
False,0.1,0.6,0.4,False,2
True,0.4,0.8,0.4,False,3
False,0.7,0.4,0.3,True,3
True,0.5,0.8,0.2,False,4
False,0.3,0.5,0.3,True,4
True,0.5,0.9,0.9,True,5
False,0.9,0.6,0.9,True,5
True,0.5,0.8,0.8,True,6
False,0.1,0.4,0.04,False,6
True,0.6,0.19999999999999996,0.75,False,7
False,0.2,0.5,0.1999999999999999,False,7
True,0.5,0.9,0.9,True,8
False,0.1,0.5,0.1,True,8
True,0.5,0.1,0.1,True,9
False,0.7,0.6,0.4,False,9
True,0.5,0.09999999999999998,0.9,False,10
False,0.7,0.5,0.7,True,10
True,0.4,0.2,0.25,True,11
False,0.2,0.4,0.43,False,11
True,0.5,0.9,0.0999999999999999,False,12
False,0.8,0.6,0.25,False,12
True,0.5,0.8,0.1999999999999999,False,13
False,0.7,0.5,0.7,True,13
True,0.6,0.9,0.0999999999999999,False,14
False,0.3,0.6,0.3,False,14
True,0.5,0.2,0.1999999999999999,True,15
False,0.8,0.6,0.6,False,15
True,0.5,0.30000000000000004,0.3,False,16
False,0.8,0.5,0.9,True,16
True,0.5,0.30000000000000004,0.3,False,17
False,0.8,0.5,0.9,False,17
True,0.5,0.1,0.1,True,18
False,0.9,0.5,0.95,False,18
True,0.5,0.8,0.1999999999999999,False,19
False,0.3,0.4,0.2,True,19
True,0.4,0.7,0.3,False,20
False,0.8,0.4,0.57,True,20
True,0.5,0.8,0.8,True,21
False,0.8,0.4,0.7,True,21
True,0.4,0.8,0.88,True,22
False,0.7,0.4,0.4,False,22
True,0.4,0.30000000000000004,0.3,False,23
False,0.8,0.5,0.9,True,23
True,0.6,0.09999999999999998,0.96,False,24
False,0.7,0.6,0.65,False,24
True,0.4,0.8,0.8,True,25
False,0.7,0.4,0.5700000000000001,False,25
True,0.4,0.7,0.15,False,26
False,0.9,0.6,0.6,False,26
True,0.5,0.1,0.1,True,27
False,0.7,0.5,0.7,True,27
True,0.6,0.3,0.72,True,28
False,0.7,0.4,0.4,True,28
True,0.5,0.19999999999999996,0.8,False,29
False,0.1,0.4,0.0999999999999999,False,29
True,0.6,0.9,0.75,True,30
False,0.3,0.6,0.3,False,30
True,0.5,0.7,0.7,True,31
False,0.9,0.6,0.9,False,31
True,0.6,0.09999999999999998,0.0999999999999999,True,32
False,0.2,0.5,0.2,False,32
True,0.5,0.19999999999999996,0.8,False,33
False,0.1,0.4,0.0999999999999999,True,33
True,0.5,0.30000000000000004,0.3,False,34
False,0.3,0.6,0.42,True,34
True,0.5,0.30000000000000004,0.3,False,35
False,0.2,0.5,0.2,True,35
True,0.6,0.2,0.75,True,36
False,0.3,0.4,0.3,False,36
True,0.4,0.7,0.3,False,37
False,0.8,0.6,0.6,False,37
True,0.5,0.3,0.75,True,38
False,0.1,0.4,0.0999999999999999,False,38
True,0.4,0.8,0.4,False,39
False,0.2,0.4,0.52,False,39
True,0.6,0.3,0.3,True,40
False,0.3,0.5,0.3,True,40
True,0.5,0.8,0.1999999999999999,False,41
False,0.7,0.5,0.7,True,41
True,0.4,0.7,0.12,False,42
False,0.3,0.6,0.3,False,42
True,0.6,0.19999999999999996,0.8,False,43
False,0.8,0.5,0.8,False,43
True,0.4,0.1,0.07,True,44
False,0.8,0.6,0.75,True,44
True,0.5,0.1,0.33,True,45
False,0.1,0.5,0.1,True,45
True,0.6,0.1,0.64,True,46
False,0.8,0.5,0.8,True,46
True,0.5,0.30000000000000004,0.4,False,47
False,0.1,0.5,0.0999999999999999,True,47
True,0.5,0.8,0.67,True,48
False,0.9,0.5,0.9,False,48
True,0.6,0.9,0.54,True,49
False,0.9,0.5,0.9,True,49
True,0.5,0.09999999999999998,0.9,False,50
False,0.2,0.5,0.2,True,50
True,0.5,0.9,0.9,True,51
False,0.8,0.6,0.4,False,51
True,0.6,0.3,0.33,True,52
False,0.9,0.4,0.9,True,52
True,0.5,0.9,0.1,False,53
False,0.9,0.4,0.9,True,53
True,0.5,0.19999999999999996,0.8,False,54
False,0.3,0.6,0.12,False,54
True,0.6,0.3,0.72,True,55
False,0.9,0.5,0.9,False,55
True,0.5,0.9,0.05,False,56
False,0.9,0.5,0.9,False,56
True,0.5,0.19999999999999996,0.8,False,57
False,0.2,0.5,0.2,False,57
True,0.5,0.2,0.5,True,58
False,0.3,0.5,0.3,False,58
True,0.4,0.2,0.2,True,59
False,0.3,0.4,0.3,False,59
True,0.4,0.7,0.3,False,60
False,0.3,0.5,0.3,False,60
True,0.5,0.09999999999999998,0.18,True,61
False,0.9,0.4,0.6,False,61
True,0.6,0.7,0.73,True,62
False,0.8,0.5,0.8,True,62
True,0.5,0.7,0.3,False,63
False,0.2,0.6,0.4,False,63
True,0.6,0.9,0.4,False,64
False,0.2,0.4,0.25,True,64
True,0.6,0.1,0.06,True,65
False,0.7,0.6,0.6699999999999999,True,65
True,0.5,0.2,0.1999999999999999,True,66
False,0.2,0.4,0.6,False,66
True,0.5,0.7,0.3,False,67
False,0.8,0.6,0.4,False,67
True,0.6,0.9,0.24,False,68
False,0.7,0.5,0.7,False,68
True,0.6,0.2,0.1999999999999999,True,69
False,0.1,0.6,0.6,True,69
True,0.5,0.8,0.8,True,70
False,0.2,0.5,0.2,False,70
True,0.4,0.8,0.57,False,71
False,0.9,0.6,0.9,True,71
True,0.4,0.1,0.0999999999999999,True,72
False,0.3,0.4,0.3,False,72
True,0.6,0.19999999999999996,0.92,False,73
False,0.2,0.6,0.6,True,73
True,0.4,0.9,0.8,True,74
False,0.3,0.4,0.3,True,74
True,0.5,0.8,0.8,True,75
False,0.1,0.6,0.0999999999999999,True,75
True,0.6,0.9,0.24,False,76
False,0.7,0.5,0.7,True,76
True,0.5,0.7,0.3,False,77
False,0.8,0.6,0.4,False,77
True,0.4,0.19999999999999996,0.32,False,78
False,0.7,0.5,0.7,False,78
True,0.5,0.9,0.0999999999999999,False,79
False,0.2,0.5,0.1999999999999999,False,79
True,0.5,0.2,0.2,True,80
False,0.1,0.5,0.1,False,80
True,0.6,0.8,0.1999999999999999,False,81
False,0.7,0.4,0.6,False,81
True,0.4,0.7,0.7,True,82
False,0.8,0.5,0.8,False,82
True,0.5,0.8,0.8,True,83
False,0.3,0.4,0.3,True,83
True,0.5,0.09999999999999998,0.82,False,84
False,0.7,0.6,0.7,True,84
True,0.5,0.19999999999999996,0.8,False,85
False,0.2,0.5,0.1999999999999999,False,85
True,0.5,0.09999999999999998,0.18,True,86
False,0.9,0.5,0.9,True,86
True,0.5,0.8,0.2,False,87
False,0.9,0.5,0.45,True,87
True,0.6,0.8,0.3,False,88
False,0.3,0.5,0.3,True,88
True,0.5,0.8,0.1999999999999999,False,89
False,0.2,0.4,0.52,True,89
True,0.5,0.30000000000000004,0.7,False,90
False,0.3,0.4,0.12,True,90
True,0.4,0.8,0.4,False,91
False,0.3,0.5,0.3,True,91
True,0.5,0.3,0.3,True,92
False,0.1,0.6,0.6,True,92
True,0.6,0.8,0.1999999999999999,False,93
False,0.3,0.6,0.27,True,93
True,0.5,0.19999999999999996,0.8,False,94
False,0.3,0.5,0.3,True,94
True,0.4,0.7,0.28,True,95
False,0.2,0.5,0.1999999999999999,False,95
True,0.5,0.7,0.5,False,96
False,0.9,0.4,0.94,True,96
True,0.4,0.7,0.7,True,97
False,0.3,0.6,0.27,False,97
True,0.5,0.7,0.7,True,98
False,0.3,0.6,0.3,True,98
True,0.4,0.30000000000000004,0.7,False,99
False,0.7,0.5,0.7,True,99
True,0.4,0.1,0.04,True,100
False,0.2,0.5,0.2,True,100
True,0.5,0.19999999999999996,0.8,False,101
False,0.8,0.5,0.8,False,101
True,0.5,0.1,0.33,True,102
False,0.8,0.5,0.8,True,102
