informative_lh,prior,lh,left_pred,red_observation,run
True,0.5,0.8,0.2,False,0
False,0.2,0.4,0.12,False,0
True,0.6,0.9,0.9,True,1
False,0.3,0.4,0.18,True,1
True,0.5,0.7,0.7,True,2
False,0.3,0.5,0.3,False,2
True,0.5,0.8,0.2,False,3
False,0.7,0.5,0.7,False,3
True,0.5,0.2,0.2,False,4
False,0.8,0.5,0.8,False,4
True,0.6,0.1,0.31,False,5
False,0.7,0.6,0.41,False,5
True,0.4,0.3,0.18,False,6
False,0.3,0.6,0.47,True,6
True,0.5,0.3,0.3,False,7
False,0.9,0.6,0.93,True,7
True,0.4,0.7,0.18,False,8
False,0.1,0.5,0.1,True,8
True,0.5,0.2,0.24,False,9
False,0.8,0.5,0.8,False,9
True,0.5,0.1,0.1,False,10
False,0.3,0.6,0.47,True,10
True,0.6,0.9,0.15,False,11
False,0.7,0.5,0.7,False,11
True,0.5,0.2,0.2,True,12
False,0.8,0.6,0.57,False,12
True,0.4,0.3,0.3,True,13
False,0.1,0.5,0.1,False,13
True,0.5,0.3,0.3,True,14
False,0.3,0.5,0.3,True,14
True,0.6,0.7,0.82,True,15
False,0.1,0.6,0.31,False,15
True,0.5,0.3,0.3,True,16
False,0.2,0.5,0.2,True,16
True,0.4,0.8,0.73,True,17
False,0.9,0.6,0.31,False,17
True,0.5,0.7,0.3,False,18
False,0.2,0.6,0.43,True,18
True,0.4,0.3,0.18,False,19
False,0.1,0.5,0.1,True,19
True,0.6,0.2,0.12,False,20
False,0.7,0.5,0.7,False,20
True,0.4,0.1,0.31,False,21
False,0.9,0.4,0.6,False,21
True,0.5,0.9,0.9,True,22
False,0.8,0.4,0.73,True,22
True,0.6,0.7,0.82,True,23
False,0.9,0.5,0.5,False,23
True,0.4,0.3,0.3,True,24
False,0.8,0.4,0.57,False,24
True,0.5,0.8,0.2,False,25
False,0.9,0.5,0.9,True,25
True,0.5,0.9,0.09,False,26
False,0.2,0.5,0.2,True,26
True,0.5,0.3,0.3,True,27
False,0.1,0.5,0.1,True,27
True,0.4,0.3,0.3,True,28
False,0.2,0.4,0.25,True,28
True,0.5,0.1,0.1,False,29
False,0.7,0.6,0.41,False,29
True,0.5,0.8,0.2,False,30
False,0.8,0.5,0.8,False,30
True,0.5,0.2,0.2,False,31
False,0.7,0.6,0.78,True,31
True,0.6,0.7,0.82,True,32
False,0.1,0.4,0.31,False,32
True,0.4,0.3,0.3,True,33
False,0.9,0.5,0.5,False,33
True,0.5,0.9,0.9,True,34
False,0.2,0.5,0.2,False,34
True,0.5,0.9,0.09,False,35
False,0.2,0.5,0.2,True,35
True,0.5,0.8,0.8,True,36
False,0.7,0.4,0.7,True,36
True,0.4,0.2,0.25,True,37
False,0.7,0.6,0.78,True,37
True,0.6,0.7,0.82,True,38
False,0.7,0.5,0.7,True,38
True,0.4,0.8,0.31,False,39
False,0.9,0.5,0.9,True,39
True,0.4,0.3,0.18,False,40
False,0.7,0.6,0.78,True,40
True,0.6,0.1,0.31,False,41
False,0.9,0.6,0.93,True,41
True,0.5,0.9,0.9,True,42
False,0.9,0.5,0.9,True,42
True,0.5,0.9,0.09,False,43
False,0.8,0.5,0.8,False,43
True,0.4,0.2,0.25,False,44
False,0.1,0.4,0.31,False,44
True,0.4,0.3,0.3,True,45
False,0.3,0.6,0.47,True,45
True,0.5,0.9,0.09,False,46
False,0.2,0.5,0.2,False,46
True,0.6,0.2,0.23,True,47
False,0.2,0.5,0.2,True,47
True,0.5,0.8,0.2,False,48
False,0.2,0.5,0.2,True,48
True,0.4,0.1,0.31,True,49
False,0.8,0.6,0.92,True,49
True,0.4,0.1,0.31,False,50
False,0.9,0.6,0.31,False,50
True,0.6,0.9,0.9,True,51
False,0.9,0.4,0.93,True,51
True,0.5,0.1,0.5,True,52
False,0.8,0.6,0.92,True,52
True,0.5,0.7,0.3,False,53
False,0.9,0.5,0.5,False,53
True,0.6,0.9,0.9,True,54
False,0.7,0.4,0.54,True,54
True,0.5,0.2,0.2,False,55
False,0.9,0.4,0.93,True,55
True,0.6,0.8,0.92,True,56
False,0.2,0.4,0.25,False,56
True,0.5,0.1,0.1,False,57
False,0.3,0.5,0.3,False,57
True,0.5,0.9,0.09,False,58
False,0.8,0.6,0.92,True,58
True,0.5,0.1,0.1,True,59
False,0.9,0.4,0.93,True,59
True,0.5,0.3,0.3,False,60
False,0.8,0.4,0.57,False,60
True,0.4,0.7,0.18,False,61
False,0.1,0.5,0.1,True,61
True,0.4,0.1,0.31,False,62
False,0.3,0.6,0.18,False,62
True,0.4,0.9,0.36,False,63
False,0.8,0.4,0.73,True,63
True,0.6,0.1,0.14,False,64
False,0.7,0.4,0.41,False,64
True,0.6,0.1,0.14,False,65
False,0.3,0.4,0.18,False,65
True,0.5,0.3,0.3,True,66
False,0.3,0.4,0.18,True,66
True,0.4,0.3,0.3,True,67
False,0.2,0.5,0.2,False,67
True,0.5,0.8,0.2,False,68
False,0.9,0.5,0.9,True,68
True,0.6,0.2,0.23,True,69
False,0.8,0.5,0.8,False,69
True,0.5,0.8,0.2,False,70
False,0.2,0.4,0.25,False,70
True,0.4,0.7,0.54,True,71
False,0.9,0.5,0.9,True,71
True,0.4,0.3,0.18,False,72
False,0.8,0.4,0.73,True,72
True,0.6,0.8,0.92,True,73
False,0.1,0.4,0.31,False,73
True,0.4,0.8,0.31,False,74
False,0.8,0.5,0.8,False,74
True,0.5,0.3,0.3,False,75
False,0.3,0.4,0.18,True,75
True,0.5,0.2,0.2,True,76
False,0.3,0.5,0.3,False,76
True,0.5,0.8,0.8,True,77
False,0.3,0.4,0.18,True,77
True,0.6,0.3,0.3,True,78
False,0.8,0.5,0.8,False,78
True,0.6,0.9,0.15,False,79
False,0.9,0.6,0.93,True,79
True,0.4,0.1,0.31,False,80
False,0.7,0.5,0.7,True,80
True,0.5,0.8,0.2,False,81
False,0.9,0.4,0.6,False,81
True,0.4,0.1,0.31,True,82
False,0.9,0.5,0.5,False,82
True,0.4,0.2,0.25,False,83
False,0.9,0.6,0.93,True,83
True,0.5,0.8,0.2,False,84
False,0.7,0.5,0.7,False,84
True,0.5,0.8,0.8,True,85
False,0.8,0.5,0.8,False,85
True,0.5,0.7,0.3,False,86
False,0.9,0.6,0.93,True,86
True,0.5,0.1,0.5,True,87
False,0.9,0.5,0.9,True,87
True,0.4,0.3,0.3,True,88
False,0.1,0.5,0.1,False,88
True,0.5,0.2,0.2,True,89
False,0.3,0.5,0.3,False,89
True,0.6,0.8,0.14,False,90
False,0.8,0.5,0.89,True,90
True,0.4,0.3,0.3,True,91
False,0.2,0.5,0.2,False,91
True,0.6,0.1,0.14,False,92
False,0.2,0.5,0.2,True,92
True,0.5,0.9,0.9,True,93
False,0.7,0.5,0.7,False,93
True,0.4,0.7,0.41,False,94
False,0.1,0.6,0.31,False,94
True,0.4,0.7,0.54,True,95
False,0.7,0.6,0.41,False,95
True,0.5,0.8,0.8,True,96
False,0.3,0.5,0.3,False,96
True,0.6,0.1,0.31,False,97
False,0.8,0.5,0.89,True,97
True,0.4,0.3,0.3,True,98
False,0.7,0.5,0.7,False,98
True,0.6,0.1,0.14,True,99
False,0.7,0.5,0.7,False,99
True,0.5,0.8,0.8,True,100
False,0.9,0.5,0.9,True,100
True,0.4,0.7,0.41,False,101
False,0.1,0.5,0.1,True,101
True,0.4,0.1,0.31,False,102
False,0.8,0.5,0.8,False,102
True,0.4,0.2,0.25,True,103
False,0.2,0.5,0.2,False,103
True,0.5,0.7,0.7,True,104
False,0.8,0.6,0.92,True,104
True,0.6,0.8,0.92,True,105
False,0.8,0.6,0.92,True,105
True,0.5,0.7,0.7,True,106
False,0.8,0.6,0.92,True,106
True,0.5,0.7,0.7,True,107
False,0.3,0.6,0.47,True,107
True,0.4,0.7,0.54,True,108
False,0.1,0.5,0.1,False,108
True,0.4,0.9,0.36,False,109
False,0.9,0.6,0.93,True,109
True,0.5,0.1,0.5,True,110
False,0.3,0.6,0.47,True,110
True,0.5,0.2,0.2,True,111
False,0.2,0.5,0.2,True,111
True,0.6,0.9,0.15,False,112
False,0.2,0.6,0.14,False,112
True,0.5,0.7,0.3,False,113
False,0.2,0.5,0.2,True,113
True,0.4,0.7,0.54,True,114
False,0.8,0.4,0.73,True,114
True,0.5,0.7,0.3,False,115
False,0.7,0.4,0.41,False,115
True,0.5,0.3,0.3,False,116
False,0.7,0.4,0.41,False,116
True,0.4,0.8,0.31,False,117
False,0.7,0.5,0.7,False,117
True,0.4,0.7,0.54,True,118
False,0.9,0.5,0.5,False,118
True,0.6,0.1,0.14,True,119
False,0.3,0.4,0.18,False,119
True,0.5,0.2,0.2,True,120
False,0.1,0.6,0.31,False,120
True,0.5,0.1,0.5,True,121
False,0.1,0.5,0.1,False,121
True,0.6,0.3,0.18,False,122
False,0.9,0.6,0.93,True,122
True,0.5,0.2,0.2,True,123
False,0.9,0.5,0.5,False,123
True,0.5,0.9,0.9,True,124
False,0.8,0.5,0.8,False,124
True,0.4,0.3,0.3,True,125
False,0.2,0.5,0.2,False,125
True,0.5,0.2,0.2,False,126
False,0.1,0.5,0.1,False,126
True,0.5,0.7,0.7,True,127
False,0.3,0.6,0.47,True,127
True,0.6,0.3,0.3,True,128
False,0.2,0.5,0.2,False,128
True,0.4,0.9,0.69,True,129
False,0.2,0.5,0.2,True,129
True,0.4,0.8,0.31,False,130
False,0.1,0.4,0.31,False,130
True,0.5,0.2,0.2,True,131
False,0.7,0.6,0.78,True,131
True,0.5,0.1,0.1,False,132
False,0.2,0.5,0.2,False,132
True,0.5,0.7,0.7,True,133
False,0.7,0.5,0.7,False,133
True,0.5,0.3,0.3,True,134
False,0.2,0.4,0.25,True,134
True,0.5,0.2,0.24,False,135
False,0.2,0.6,0.43,True,135
True,0.4,0.9,0.9,True,136
False,0.2,0.4,0.12,False,136
True,0.4,0.8,0.73,True,137
False,0.9,0.5,0.9,True,137
True,0.5,0.1,0.1,True,138
False,0.8,0.5,0.89,True,138
True,0.5,0.3,0.3,True,139
False,0.8,0.5,0.8,False,139
True,0.6,0.3,0.18,False,140
False,0.8,0.6,0.92,True,140
True,0.6,0.9,0.9,True,141
False,0.2,0.5,0.2,True,141
True,0.6,0.1,0.14,False,142
False,0.3,0.5,0.3,True,142
True,0.5,0.7,0.3,False,143
False,0.9,0.4,0.6,False,143
True,0.5,0.3,0.3,False,144
False,0.7,0.6,0.78,True,144
True,0.5,0.1,0.1,False,145
False,0.3,0.5,0.3,False,145
True,0.5,0.9,0.9,True,146
False,0.8,0.6,0.48,False,146
True,0.4,0.9,0.9,True,147
False,0.7,0.4,0.7,True,147
True,0.5,0.9,0.9,True,148
False,0.7,0.4,0.41,False,148
True,0.5,0.7,0.3,False,149
False,0.2,0.6,0.43,True,149
True,0.6,0.1,0.31,False,150
False,0.8,0.5,0.8,False,150
True,0.6,0.3,0.18,False,151
False,0.2,0.4,0.25,True,151
True,0.4,0.1,0.31,True,152
False,0.3,0.6,0.18,False,152
True,0.6,0.1,0.14,False,153
False,0.3,0.6,0.18,False,153
True,0.5,0.7,0.3,False,154
False,0.1,0.5,0.1,False,154
True,0.4,0.3,0.18,False,155
False,0.1,0.5,0.1,True,155
True,0.5,0.7,0.3,False,156
False,0.9,0.5,0.5,False,156
True,0.4,0.8,0.31,False,157
False,0.3,0.5,0.3,True,157
True,0.6,0.8,0.14,False,158
False,0.2,0.5,0.2,False,158
True,0.4,0.8,0.73,True,159
False,0.7,0.4,0.54,True,159
True,0.5,0.1,0.1,True,160
False,0.7,0.5,0.7,False,160
True,0.5,0.7,0.3,False,161
False,0.3,0.4,0.18,False,161
True,0.4,0.8,0.31,False,162
False,0.7,0.5,0.7,True,162
True,0.6,0.2,0.23,True,163
False,0.1,0.4,0.31,False,163
True,0.6,0.2,0.14,False,164
False,0.1,0.6,0.31,False,164
True,0.5,0.3,0.3,True,165
False,0.9,0.5,0.9,True,165
True,0.5,0.9,0.9,True,166
False,0.8,0.6,0.48,False,166
True,0.4,0.1,0.31,True,167
False,0.9,0.5,0.9,True,167
True,0.5,0.1,0.1,False,168
False,0.3,0.4,0.18,True,168
True,0.5,0.8,0.8,True,169
False,0.8,0.6,0.48,False,169
True,0.6,0.7,0.26,False,170
False,0.7,0.5,0.7,True,170
True,0.6,0.8,0.92,True,171
False,0.7,0.4,0.41,False,171
True,0.6,0.3,0.3,True,172
False,0.8,0.4,0.73,True,172
True,0.4,0.9,0.69,True,173
False,0.9,0.5,0.9,True,173
True,0.5,0.2,0.24,False,174
False,0.9,0.6,0.31,False,174
True,0.6,0.8,0.14,False,175
False,0.1,0.4,0.31,False,175
True,0.5,0.3,0.3,True,176
False,0.9,0.5,0.9,True,176
True,0.5,0.8,0.2,False,177
False,0.8,0.4,0.73,True,177
True,0.6,0.9,0.9,True,178
False,0.1,0.5,0.1,True,178
True,0.5,0.3,0.3,True,179
False,0.1,0.6,0.31,False,179
True,0.5,0.7,0.3,False,180
False,0.1,0.5,0.1,True,180
True,0.5,0.8,0.2,False,181
False,0.9,0.4,0.93,True,181
True,0.5,0.8,0.8,True,182
False,0.1,0.4,0.25,True,182
True,0.4,0.2,0.25,False,183
False,0.2,0.5,0.2,False,183
True,0.5,0.1,0.5,True,184
False,0.2,0.4,0.12,False,184
True,0.5,0.1,0.1,True,185
False,0.9,0.6,0.6,False,185
True,0.6,0.7,0.82,True,186
False,0.9,0.4,0.6,False,186
True,0.6,0.7,0.26,False,187
False,0.1,0.5,0.1,False,187
True,0.4,0.1,0.31,True,188
False,0.9,0.5,0.5,False,188
True,0.6,0.3,0.18,False,189
False,0.7,0.4,0.54,True,189
True,0.6,0.8,0.14,False,190
False,0.1,0.4,0.08,True,190
True,0.6,0.1,0.14,False,191
False,0.3,0.6,0.47,True,191
True,0.6,0.8,0.92,True,192
False,0.3,0.5,0.3,False,192
True,0.5,0.7,0.3,False,193
False,0.3,0.5,0.23,False,193
True,0.6,0.1,0.14,False,194
False,0.2,0.5,0.2,False,194
True,0.4,0.3,0.3,True,195
False,0.1,0.6,0.31,False,195
True,0.4,0.8,0.31,False,196
False,0.1,0.5,0.1,True,196
True,0.5,0.1,0.1,False,197
False,0.8,0.6,0.92,True,197
True,0.5,0.2,0.2,False,198
False,0.1,0.5,0.1,True,198
True,0.5,0.9,0.09,False,199
False,0.1,0.4,0.25,True,199
