informative_lh,prior,lh,left_pred,red_observation,run
True,0.6,0.3,0.9,True,0
False,0.7,0.4,0.31,True,0
True,0.6,0.3,0.33,True,1
False,0.8,0.5,0.2,True,1
True,0.5,0.9,0.24,True,2
False,0.2,0.5,0.89,False,2
True,0.4,0.3,0.12,True,3
False,0.9,0.4,0.96,False,3
True,0.5,0.7,0.51,False,4
False,0.9,0.4,0.4,True,4
True,0.5,0.8,0.47,False,5
False,0.8,0.4,0.4,False,5
True,0.4,0.3,0.13,True,6
False,0.8,0.6,0.92,True,6
True,0.4,0.8,0.49,False,7
False,0.9,0.5,0.15,True,7
True,0.4,0.7,0.09,False,8
False,0.2,0.4,0.32,True,8
True,0.6,0.9,0.45,True,9
False,0.2,0.4,0.28,False,9
True,0.5,0.1,0.42,False,10
False,0.8,0.4,0.11,True,10
True,0.5,0.7,0.92,True,11
False,0.7,0.5,0.88,True,11
True,0.5,0.7,0.78,True,12
False,0.1,0.6,0.96,False,12
True,0.6,0.3,0.32,False,13
False,0.3,0.4,0.55,False,13
True,0.6,0.1,0.18,True,14
False,0.2,0.5,0.97,False,14
True,0.5,0.9,0.05,False,15
False,0.1,0.5,0.73,False,15
True,0.4,0.1,0.86,False,16
False,0.9,0.6,0.11,True,16
True,0.5,0.1,0.46,True,17
False,0.8,0.5,0.67,False,17
True,0.6,0.3,0.08,True,18
False,0.3,0.5,0.88,False,18
True,0.5,0.7,0.82,True,19
False,0.9,0.6,0.11,True,19
True,0.5,0.7,0.29,True,20
False,0.7,0.5,0.83,False,20
True,0.5,0.2,0.4,False,21
False,0.7,0.6,0.33,False,21
True,0.5,0.9,0.19,True,22
False,0.9,0.6,0.59,False,22
True,0.5,0.7,0.29,True,23
False,0.9,0.5,0.75,True,23
True,0.4,0.2,0.81,False,24
False,0.7,0.5,0.53,True,24
True,0.5,0.8,0.62,True,25
False,0.8,0.6,0.36,True,25
True,0.4,0.9,0.53,True,26
False,0.1,0.5,0.56,False,26
True,0.5,0.3,0.29,False,27
False,0.8,0.6,0.47,True,27
True,0.5,0.2,0.02,True,28
False,0.9,0.4,0.95,False,28
True,0.5,0.7,0.8,False,29
False,0.3,0.6,0.62,False,29
True,0.5,0.3,0.2,True,30
False,0.3,0.4,0.24,True,30
True,0.5,0.8,0.32,False,31
False,0.9,0.5,0.91,False,31
True,0.6,0.9,0.45,True,32
False,0.2,0.5,0.47,False,32
True,0.5,0.1,0.02,False,33
False,0.2,0.6,0.92,False,33
True,0.5,0.2,0.46,False,34
False,0.8,0.6,0.66,True,34
True,0.5,0.8,0.36,True,35
False,0.9,0.4,0.21,False,35
True,0.5,0.2,0.75,False,36
False,0.1,0.4,0.12,True,36
True,0.4,0.3,0.15,False,37
False,0.1,0.6,0.03,False,37
True,0.5,0.8,0.71,False,38
False,0.1,0.5,0.12,True,38
True,0.5,0.9,0.84,True,39
False,0.2,0.4,0.36,True,39
True,0.6,0.3,0.78,False,40
False,0.9,0.4,0.24,False,40
True,0.5,0.9,0.21,True,41
False,0.2,0.6,0.2,False,41
True,0.5,0.2,0.49,False,42
False,0.9,0.5,0.65,False,42
True,0.4,0.1,0.52,True,43
False,0.8,0.5,0.94,False,43
True,0.5,0.3,0.96,True,44
False,0.9,0.5,0.35,True,44
True,0.6,0.2,0.24,True,45
False,0.2,0.6,0.86,True,45
True,0.5,0.7,0.13,False,46
False,0.8,0.5,0.93,True,46
True,0.5,0.7,0.41,True,47
False,0.3,0.6,0.63,True,47
True,0.6,0.9,0.47,True,48
False,0.7,0.5,0.52,True,48
True,0.4,0.3,0.17,True,49
False,0.8,0.6,0.17,False,49
True,0.4,0.2,0.35,False,50
False,0.9,0.4,0.82,False,50
True,0.5,0.7,0.69,True,51
False,0.3,0.6,0.73,True,51
True,0.5,0.3,0.54,False,52
False,0.2,0.5,0.83,False,52
True,0.5,0.3,0.35,False,53
False,0.9,0.5,0.42,True,53
True,0.4,0.3,0.11,True,54
False,0.9,0.5,0.07,False,54
True,0.4,0.7,0.29,True,55
False,0.8,0.4,0.84,True,55
True,0.5,0.7,0.92,False,56
False,0.7,0.6,0.62,True,56
True,0.5,0.7,0.91,True,57
False,0.1,0.5,0.62,False,57
True,0.4,0.9,0.12,True,58
False,0.3,0.5,0.21,True,58
True,0.5,0.1,0.53,False,59
False,0.2,0.5,0.88,False,59
True,0.4,0.7,0.92,False,60
False,0.2,0.6,0.41,False,60
True,0.4,0.2,0.46,True,61
False,0.7,0.5,0.81,True,61
True,0.5,0.8,0.93,True,62
False,0.9,0.6,0.66,False,62
True,0.6,0.1,0.99,True,63
False,0.8,0.6,0.49,True,63
True,0.5,0.2,0.16,False,64
False,0.1,0.5,0.49,True,64
True,0.6,0.1,0.27,True,65
False,0.3,0.6,0.4,False,65
True,0.4,0.3,0.57,False,66
False,0.2,0.5,0.77,True,66
True,0.5,0.3,0.5,False,67
False,0.3,0.6,0.91,False,67
True,0.5,0.9,0.9,False,68
False,0.1,0.4,0.58,True,68
True,0.4,0.7,0.17,False,69
False,0.2,0.5,0.26,True,69
True,0.5,0.9,0.24,True,70
False,0.2,0.4,0.31,True,70
True,0.5,0.2,0.68,False,71
False,0.1,0.5,0.13,True,71
True,0.6,0.9,0.42,True,72
False,0.9,0.5,0.84,False,72
True,0.6,0.9,0.48,False,73
False,0.1,0.6,0.15,False,73
True,0.5,0.1,0.38,True,74
False,0.2,0.4,0.78,True,74
True,0.5,0.2,0.26,True,75
False,0.7,0.4,0.25,False,75
True,0.5,0.8,0.81,True,76
False,0.8,0.5,0.02,True,76
True,0.5,0.3,0.62,False,77
False,0.8,0.4,0.08,False,77
True,0.5,0.2,0.21,True,78
False,0.8,0.4,0.33,True,78
True,0.6,0.7,0.9,False,79
False,0.7,0.4,0.97,False,79
True,0.5,0.3,0.59,True,80
False,0.1,0.6,0.18,True,80
True,0.6,0.1,0.78,True,81
False,0.8,0.6,0.09,False,81
True,0.6,0.3,0.87,False,82
False,0.3,0.4,0.4,False,82
True,0.5,0.3,0.75,False,83
False,0.2,0.4,0.45,False,83
True,0.5,0.1,0.77,False,84
False,0.9,0.6,0.99,False,84
True,0.4,0.3,0.53,False,85
False,0.3,0.5,0.97,False,85
True,0.5,0.9,0.04,False,86
False,0.2,0.5,0.23,False,86
True,0.5,0.1,0.3,False,87
False,0.2,0.4,0.08,True,87
True,0.5,0.7,0.1,True,88
False,0.3,0.6,0.84,False,88
True,0.6,0.2,0.15,False,89
False,0.8,0.4,0.02,True,89
True,0.5,0.3,0.6,True,90
False,0.9,0.4,0.73,False,90
True,0.4,0.9,0.41,False,91
False,0.2,0.5,0.8,False,91
True,0.5,0.1,0.09,True,92
False,0.8,0.6,0.69,True,92
True,0.6,0.7,0.52,True,93
False,0.2,0.6,0.45,True,93
True,0.5,0.8,0.99,True,94
False,0.9,0.5,0.1,False,94
True,0.4,0.3,0.83,True,95
False,0.2,0.4,0.78,False,95
True,0.5,0.8,0.8,False,96
False,0.1,0.4,0.09,True,96
True,0.5,0.1,0.29,True,97
False,0.9,0.6,0.53,True,97
True,0.4,0.7,0.68,True,98
False,0.2,0.6,0.5,False,98
True,0.5,0.1,0.39,True,99
False,0.7,0.4,0.38,False,99
True,0.6,0.7,0.94,True,100
False,0.2,0.4,0.38,False,100
True,0.6,0.1,0.39,False,101
False,0.3,0.5,0.82,False,101
True,0.4,0.1,0.24,True,102
False,0.3,0.4,0.45,True,102
True,0.4,0.2,0.41,False,103
False,0.1,0.4,0.33,True,103
True,0.5,0.1,0.94,True,104
False,0.3,0.5,0.56,True,104
True,0.5,0.7,0.6,True,105
False,0.7,0.5,0.57,False,105
True,0.6,0.2,0.72,True,106
False,0.7,0.4,0.62,False,106
True,0.5,0.7,0.22,True,107
False,0.1,0.5,0.17,False,107
True,0.5,0.9,0.4,False,108
False,0.8,0.6,0.87,True,108
True,0.6,0.9,0.74,True,109
False,0.2,0.5,0.64,False,109
True,0.5,0.3,0.97,True,110
False,0.7,0.6,0.51,True,110
True,0.5,0.7,0.79,True,111
False,0.8,0.6,0.12,True,111
True,0.6,0.8,0.03,False,112
False,0.7,0.6,0.46,False,112
True,0.6,0.7,0.78,True,113
False,0.7,0.6,0.79,True,113
True,0.4,0.2,0.46,False,114
False,0.3,0.6,0.41,False,114
True,0.5,0.2,0.97,False,115
False,0.2,0.5,0.26,True,115
True,0.5,0.8,0.05,False,116
False,0.3,0.4,0.23,True,116
True,0.4,0.9,0.18,False,117
False,0.7,0.5,0.95,True,117
True,0.5,0.2,0.72,False,118
False,0.2,0.5,0.65,True,118
True,0.5,0.8,0.46,True,119
False,0.3,0.5,0.66,True,119
True,0.4,0.8,0.8,True,120
False,0.9,0.5,0.97,True,120
True,0.5,0.8,0.55,True,121
