informative_lh,prior,lh,left_pred,red_observation,run
True,0.6,0.3,0.64,True,0
False,0.9,0.4,0.5,False,0
True,0.5,0.8,0.8,True,1
False,0.7,0.4,0.25,False,1
True,0.5,0.2,0.5,True,2
False,0.3,0.4,0.3,False,2
True,0.5,0.3,0.5,False,3
False,0.9,0.4,0.4,True,3
True,0.6,0.8,0.8,True,4
False,0.7,0.6,0.78,False,4
True,0.4,0.9,0.1,False,5
False,0.3,0.6,0.38,False,5
True,0.4,0.3,0.4,True,6
False,0.9,0.5,0.5,True,6
True,0.4,0.9,0.4,True,7
False,0.2,0.5,0.2,True,7
True,0.5,0.3,0.3,True,8
False,0.7,0.4,0.4,True,8
True,0.5,0.7,0.35,True,9
False,0.7,0.6,0.51,False,9
True,0.6,0.7,0.45,True,10
False,0.8,0.6,0.6,True,10
True,0.6,0.3,0.55,True,11
False,0.8,0.4,0.48,False,11
True,0.5,0.3,0.3,True,12
False,0.1,0.5,0.5,True,12
True,0.5,0.2,48,True,13
False,0.2,0.5,0.1,False,13
True,0.5,0.9,0.5,True,14
False,0.7,0.6,0.5,False,14
True,0.5,0.8,0.5,True,15
False,0.2,0.5,0.5,True,15
True,0.5,0.9,0.1,False,16
False,0.3,0.5,0.15,True,16
True,0.5,0.8,0.6,True,17
False,0.7,0.4,0.4,True,17
True,0.5,0.9,0.5,True,18
False,0.2,0.4,0.4,True,18
True,0.5,0.1,0.5,True,19
False,0.7,0.4,0.61,True,19
True,0.6,0.9,0.54,True,20
False,0.7,0.5,0.55555,True,20
True,0.4,0.9,0.8,True,21
False,0.7,0.4,39,False,21
True,0.6,0.7,0.04,False,22
False,0.1,0.4,0.4,True,22
True,0.4,0.9,0.0,False,23
False,0.9,0.6,0.4,False,23
True,0.5,0.3,0.09,True,24
False,0.1,0.4,0.4,True,24
True,0.4,0.3,0.7,False,25
False,0.8,0.5,0.8,True,25
True,0.4,0.3,0.21,True,26
False,0.1,0.5,0.05,True,26
True,0.5,0.3,0.5,True,27
False,0.9,0.4,0.5,True,27
True,0.5,0.8,0.33,False,28
False,0.3,0.4,0.6,False,28
True,0.5,0.8,0.2,False,29
False,0.7,0.4,0.4,True,29
True,0.5,0.3,0.5,False,30
False,0.8,0.5,0.6,False,30
True,0.6,0.7,0.3,False,31
False,0.3,0.6,0.6,True,31
True,0.4,0.8,0.2,False,32
False,0.3,0.5,0.3,False,32
True,0.6,0.3,0.42,True,33
False,0.3,0.5,0.5,False,33
True,0.6,0.7,0.52,True,34
False,0.7,0.6,0.4,False,34
True,0.6,0.9,0.6,True,35
False,0.3,0.5,0.65,False,35
True,0.6,0.9,0.931,False,36
False,0.8,0.4,0.8,False,36
True,0.5,0.9,0.07,False,37
False,0.2,0.4,0.2,True,37
True,0.6,0.1,0.14,False,38
False,0.3,0.6,0.56,True,38
True,0.5,0.9,0.9,False,39
False,0.7,0.6,0.78,True,39
True,0.5,0.2,0.8,False,40
False,0.3,0.4,0.54,False,40
True,0.4,0.3,0.3,True,41
False,0.3,0.5,0.3,False,41
True,0.4,0.8,0.15,False,42
False,0.9,0.5,0.9,False,42
True,0.5,0.2,0.5,True,43
False,0.1,0.5,0.5,True,43
True,0.5,0.3,0.6,False,44
False,0.2,0.4,0.08,True,44
True,0.6,0.3,0.53,True,45
False,0.9,0.5,0.9,True,45
True,0.5,0.8,0.1,False,46
False,0.9,0.5,0.5,False,46
True,0.6,0.7,0.5,False,47
False,0.7,0.5,0.8333,True,47
True,0.5,0.3,0.3,False,48
False,0.3,0.6,0.3,True,48
True,0.5,0.9,0.5,True,49
False,0.7,0.5,0.35,True,49
True,0.4,0.7,0.75,True,50
False,0.1,0.4,0.3,True,50
True,0.5,0.8,0.75,False,51
False,0.1,0.4,0.5,True,51
True,0.4,0.8,0.4,False,52
False,0.1,0.4,0.1,False,52
True,0.6,0.7,0.67,True,53
False,0.7,0.5,0.0,True,53
True,0.4,0.9,0.62,True,54
False,0.1,0.5,0.0,True,54
True,0.5,0.8,0.2,False,55
False,0.9,0.5,0.9,True,55
True,0.6,0.8,0.2,False,56
False,0.8,0.4,0.98,True,56
True,0.5,0.1,0.09,False,57
False,0.2,0.6,0.24,True,57
True,0.6,0.3,0.18,True,58
False,0.3,0.5,0.1,True,58
True,0.6,0.2,0.5,False,59
False,0.7,0.4,0.7,True,59
True,0.6,0.2,0.25,False,60
False,0.8,0.6,0.4,False,60
True,0.6,0.9,0.5,False,61
False,0.8,0.4,0.8,False,61
True,0.6,0.3,0.62,False,62
False,0.2,0.6,0.1,False,62
True,0.4,0.7,0.75,True,63
False,0.9,0.5,0.81,True,63
True,0.4,0.8,0.8,True,64
False,0.7,0.6,0.54,False,64
True,0.4,0.8,0.26,False,65
False,0.7,0.5,0.7,False,65
True,0.5,0.3,0.3,True,66
False,0.7,0.6,0.33,True,66
True,0.4,0.9,0.09,False,67
False,0.3,0.5,0.5,False,67
True,0.5,0.7,0.3,False,68
False,0.2,0.5,82,True,68
True,0.5,0.8,0.56,True,69
False,0.9,0.5,96,True,69
True,0.6,0.2,0.6,True,70
False,0.7,0.5,0.2,False,70
True,0.5,0.1,0.5,True,71
False,0.8,0.6,0.5,True,71
True,0.5,0.2,0.1,False,72
False,0.9,0.5,0.9,True,72
True,0.5,0.2,0.62,True,73
False,0.7,0.6,0.28,False,73
True,0.5,0.9,28,False,74
False,0.2,0.5,0.2,True,74
True,0.6,0.7,0.18,False,75
False,0.9,0.6,0.5,True,75
True,0.4,0.7,0.22,False,76
False,0.8,0.4,0.04,False,76
True,0.5,0.1,0.1,False,77
False,0.8,0.4,0.73,False,77
True,0.5,0.9,0.09,False,78
False,0.3,0.5,0.3,True,78
True,0.4,0.9,0.001,False,79
False,0.2,0.5,0.1,True,79
True,0.4,0.9,45,False,80
False,0.9,0.5,0.45,True,80
True,0.5,0.3,0.5,True,81
False,0.2,0.5,0.125,True,81
True,0.4,0.9,0.04,False,82
False,0.8,0.6,0.85,True,82
True,0.5,0.7,0.35,True,83
False,0.1,0.5,0.1,True,83
True,0.6,0.9,0.6,True,84
False,0.3,0.5,0.5,False,84
True,0.5,0.7,0.7,True,85
False,0.9,0.5,0.95,False,85
True,0.4,0.2,0.01,True,86
False,0.1,0.5,0.1,False,86
True,0.5,0.3,0.5,True,87
False,0.7,0.4,0.04,True,87
True,0.6,0.3,0.32,True,88
False,0.1,0.4,0.4,False,88
True,0.5,0.1,0.1,True,89
False,0.2,0.5,0.2,False,89
