informative_lh,prior,lh,left_pred,red_observation,run
True,0.4,0.7,0.22,False,0
False,0.8,0.5,0.8,True,0
True,0.4,0.1,0.22,True,1
False,0.9,0.6,0.9,True,1
True,0.5,0.1,0.5,False,2
False,0.3,0.5,0.33,True,2
True,0.4,0.1,0.22,True,3
False,0.8,0.6,0.8,True,3
True,0.6,0.7,0.67,True,4
False,0.3,0.4,0.22,False,4
True,0.6,0.2,0.4,False,5
False,0.8,0.5,0.8,False,5
True,0.5,0.7,0.5,True,6
False,0.7,0.5,0.71,False,6
True,0.6,0.1,0.67,True,7
False,0.3,0.5,0.29,False,7
True,0.6,0.8,0.75,True,8
False,0.8,0.6,0.8,False,8
True,0.5,0.7,0.5,False,9
False,0.3,0.5,0.33,True,9
True,0.5,0.7,0.5,True,10
False,0.8,0.6,0.8,True,10
True,0.5,0.1,0.5,True,11
False,0.3,0.6,0.25,False,11
True,0.5,0.7,0.5,True,12
False,0.1,0.5,0.11,True,12
True,0.4,0.1,0.22,True,13
False,0.9,0.5,0.9,True,13
True,0.5,0.8,0.25,False,14
False,0.3,0.4,0.22,False,14
True,0.4,0.9,0.22,False,15
False,0.3,0.5,0.29,True,15
True,0.6,0.7,0.67,False,16
False,0.2,0.5,0.25,False,16
True,0.6,0.7,0.67,False,17
False,0.7,0.4,0.71,True,17
True,0.6,0.9,0.67,True,18
False,0.3,0.5,0.29,False,18
True,0.6,0.3,0.75,True,19
False,0.7,0.6,0.71,True,19
True,0.5,0.8,0.25,False,20
False,0.3,0.5,0.29,True,20
True,0.6,0.2,0.4,False,21
False,0.1,0.5,0.11,True,21
True,0.6,0.2,0.4,True,22
False,0.2,0.6,0.13,True,22
True,0.5,0.7,0.5,True,23
False,0.2,0.4,0.25,True,23
True,0.5,0.8,0.8,True,24
False,0.9,0.6,0.9,False,24
True,0.5,0.3,0.5,False,25
False,0.1,0.5,0.11,True,25
True,0.5,0.8,0.25,False,26
False,0.2,0.6,0.13,False,26
True,0.6,0.7,0.67,True,27
False,0.8,0.4,0.8,False,27
True,0.6,0.2,0.4,False,28
False,0.9,0.4,0.9,True,28
True,0.5,0.3,0.5,True,29
False,0.2,0.4,0.25,False,29
True,0.4,0.8,0.25,False,30
False,0.1,0.5,0.11,True,30
True,0.5,0.7,0.5,True,31
False,0.1,0.5,0.11,True,31
True,0.5,0.1,0.5,True,32
False,0.9,0.5,0.9,False,32
True,0.5,0.8,0.25,False,33
False,0.1,0.5,0.11,True,33
True,0.5,0.8,0.8,True,34
False,0.7,0.6,0.71,False,34
True,0.5,0.2,0.25,True,35
False,0.8,0.5,0.8,False,35
True,0.4,0.8,0.25,True,36
False,0.7,0.4,0.71,True,36
True,0.4,0.9,0.22,False,37
False,0.8,0.5,0.8,True,37
True,0.6,0.3,0.45,False,38
False,0.1,0.5,0.11,False,38
True,0.4,0.7,0.22,True,39
False,0.3,0.4,0.22,False,39
True,0.4,0.3,0.33,True,40
False,0.3,0.6,0.22,False,40
True,0.4,0.1,0.22,True,41
False,0.1,0.6,0.11,False,41
True,0.4,0.7,0.22,False,42
False,0.1,0.5,0.11,False,42
True,0.5,0.1,0.5,True,43
False,0.8,0.5,0.8,True,43
True,0.6,0.8,0.67,False,44
False,0.9,0.5,0.9,False,44
True,0.5,0.1,0.5,False,45
False,0.3,0.6,0.22,True,45
True,0.4,0.7,0.22,False,46
False,0.1,0.5,0.11,True,46
True,0.5,0.2,0.25,False,47
False,0.1,0.5,0.11,False,47
True,0.4,0.9,0.4,True,48
False,0.1,0.4,0.0,True,48
True,0.5,0.7,0.5,True,49
False,0.8,0.5,0.8,True,49
True,0.5,0.9,0.5,True,50
False,0.3,0.6,0.25,False,50
True,0.5,0.7,0.5,True,51
False,0.2,0.6,0.13,True,51
True,0.5,0.9,0.5,False,52
False,0.7,0.6,0.71,False,52
True,0.5,0.8,0.25,False,53
False,0.3,0.5,0.29,True,53
True,0.4,0.1,0.22,False,54
False,0.7,0.5,0.71,True,54
True,0.5,0.8,0.8,True,55
False,0.1,0.5,0.11,False,55
True,0.5,0.7,0.5,False,56
False,0.1,0.4,0.0,True,56
True,0.5,0.3,0.5,False,57
False,0.9,0.4,0.9,False,57
True,0.6,0.1,0.67,False,58
False,0.8,0.6,0.8,True,58
True,0.6,0.8,0.75,True,59
False,0.2,0.4,0.25,False,59
True,0.4,0.8,0.25,False,60
False,0.9,0.4,0.9,True,60
True,0.4,0.7,0.22,True,61
False,0.7,0.5,0.71,False,61
True,0.5,0.8,0.8,True,62
False,0.7,0.5,0.71,False,62
True,0.5,0.9,0.5,False,63
False,0.2,0.4,0.25,True,63
