informative_lh,prior,lh,left_pred,red_observation,run
True,0.5,0.1,0.1,True,0
False,0.2,0.5,0.5,True,0
True,0.5,0.30000000000000004,0.7,False,1
False,0.1,0.6,0.15,True,1
True,0.5,0.2,0.2,True,2
False,0.7,0.5,0.7,False,2
True,0.6,0.8,0.7,True,3
False,0.8,0.4,0.92,False,3
True,0.5,0.8,0.5,False,4
False,0.9,0.5,0.9,False,4
True,0.5,0.7,0.7,True,5
False,0.7,0.6,0.28,False,5
True,0.6,0.09999999999999998,0.93,False,6
False,0.3,0.6,0.22,False,6
True,0.6,0.7,0.75,True,7
False,0.7,0.4,0.28,True,7
True,0.6,0.30000000000000004,0.78,False,8
False,0.8,0.4,0.73,True,8
True,0.5,0.8,0.8,True,9
False,0.3,0.5,0.3,False,9
True,0.4,0.7,0.12,False,10
False,0.8,0.5,0.9,True,10
True,0.5,0.9,0.95,True,11
False,0.1,0.4,0.04,True,11
True,0.5,0.3,0.3,True,12
False,0.9,0.5,0.95,False,12
True,0.6,0.8,0.27,False,13
False,0.7,0.6,0.4,False,13
True,0.5,0.19999999999999996,0.8,False,14
False,0.1,0.5,0.05,True,14
True,0.4,0.9,0.15,False,15
False,0.1,0.5,0.05,False,15
True,0.6,0.1,0.64,True,16
False,0.2,0.4,0.1999999999999999,False,16
True,0.5,0.8,0.1999999999999999,False,17
False,0.1,0.6,0.07,False,17
True,0.6,0.7,0.5,True,18
False,0.3,0.4,0.72,False,18
True,0.6,0.9,0.33,False,19
False,0.7,0.5,0.35,True,19
True,0.5,0.8,0.8,True,20
False,0.8,0.6,0.4,False,20
True,0.5,0.9,0.0999999999999999,False,21
False,0.3,0.5,0.3,False,21
True,0.6,0.7,0.75,True,22
False,0.8,0.5,0.4,True,22
True,0.5,0.30000000000000004,0.7,False,23
False,0.3,0.5,0.3,True,23
True,0.5,0.19999999999999996,0.5,False,24
False,0.8,0.6,0.48,True,24
True,0.5,0.19999999999999996,0.8,False,25
False,0.2,0.5,0.2,True,25
True,0.6,0.9,0.14,False,26
False,0.8,0.4,0.32,True,26
True,0.6,0.7,0.3,False,27
False,0.8,0.4,0.92,False,27
True,0.5,0.3,0.3,True,28
