run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,1,0.3255701535149816,0.6422823725729709,0.4437261322451172,0.6622593083085904
0,1,X,X,D,1,0.3383053292468998,0.6515027331777163,0.4868343030757784,0.6575558464114044
0,2,X,X,D,0,0.321947540988574,0.63575077019611,0.4409913328767255,0.664744109824438
0,3,X,X,D,1,0.3219218733657327,0.6257510356043701,0.4167871909156997,0.6252413017396063
0,4,X,X,D,1,0.3195656560611652,0.6041922614551538,0.4414301487703896,0.6399632860139977
0,5,X,X,D,0,0.3393698806696744,0.5687721248812693,0.4436148293082799,0.627317266133426
0,6,X,X,D,1,0.3603462425070786,0.5575384216514616,0.4208088605659088,0.6289422955766243
0,7,X,X,D,0,0.3825018424116524,0.5727657707115682,0.431617567027502,0.6256022020441476
0,8,X,X,D,0,0.368701405052886,0.5591660082105778,0.4156525926873873,0.6123012302224297
0,9,X,X,D,0,0.3859427050421442,0.5615065756179396,0.3882253289046074,0.5807799341069873
0,10,X,Y,J,1,0.3608283237055034,0.5329226114946919,0.4140161155351993,0.5845144857474471
0,11,X,X,D,0,0.3791039990975212,0.5002204596078124,0.4013242215532456,0.5725320689719081
0,12,X,X,D,1,0.414199965836183,0.5069979881031978,0.4274600079540959,0.543775301982871
0,13,X,X,D,0,0.4410708338052095,0.5134134066249852,0.4798487292329751,0.5093232671029007
0,14,X,X,D,1,0.4829317265807032,0.4837339756642728,0.4698834960627123,0.4987914702236353
0,15,X,X,D,0,0.4924094847440989,0.4882688803683277,0.4455294347479748,0.5109472806515379
0,16,X,X,D,1,0.4871767130773992,0.510124209089386,0.4550109382303407,0.4929786359067546
0,17,X,Y,J,0,0.5359458510152607,0.4713790580805728,0.4634939325096239,0.4885898587189261
0,18,X,X,D,0,0.5245801345280051,0.4951543971081954,0.477247131708597,0.5030438927324317
0,19,X,Y,J,0,0.5222623691624734,0.4895113796550924,0.4714610107401201,0.4609101950182281
1,0,X,Y,J,1,0.4572613599661951,0.3517762044256912,0.7294626632372054,0.4859091773855112
1,1,X,X,D,0,0.4226408264424471,0.3788498758883652,0.7477359993336723,0.5236007264384552
1,2,Y,Y,J,1,0.4116572996550282,0.3875321094085264,0.74148324908553,0.5046353113289787
1,3,X,Y,J,0,0.4007966169792702,0.3660968179832262,0.7120641289589359,0.4749658590975468
1,4,X,X,D,1,0.3992817651144999,0.3809732794134512,0.7077565624504273,0.551948977335945
1,5,X,X,D,1,0.3851407584516716,0.3648612447669826,0.6728268300089564,0.5217696455631874
1,6,X,Y,J,0,0.3935310596662349,0.3467998873690344,0.6467709487807347,0.5208980186405359
1,7,X,Y,J,1,0.3889255874918482,0.3554624506547023,0.6097297711144164,0.5115713168991672
1,8,X,X,D,0,0.410148621136309,0.3971997139173161,0.6391003426462776,0.5233755679276006
1,9,X,Y,J,0,0.4064478298530108,0.3855530750503521,0.6431498233017025,0.5011818094683105
1,10,X,X,D,1,0.4147953045891887,0.4309485067880051,0.7255338882362725,0.459344077431325
1,11,X,X,D,0,0.4423476959058695,0.4384158884845327,0.7245070138408364,0.4785171667966844
1,12,X,X,D,0,0.4041942497483767,0.4548999423769068,0.7368111946026801,0.4779169577506059
1,13,X,Y,J,1,0.3955084519425479,0.4197074813743758,0.75,0.4692551536955164
1,14,X,X,D,0,0.4644312910635652,0.4162057293230717,0.75,0.44479293805526
1,15,X,Y,J,1,0.4434301857353038,0.3946665127818806,0.7238274452654494,0.4380953876456075
1,16,X,X,D,1,0.4129190050289054,0.4099556388060167,0.75,0.4402401077695252
1,17,X,X,D,1,0.4305873172411236,0.4465104228904438,0.75,0.4506955480724012
1,18,X,X,D,1,0.4261480405569295,0.4299817199365304,0.7270660530751178,0.4278364691146782
1,19,X,X,D,1,0.4243120000840137,0.4038400049786778,0.75,0.4221508989428084
2,0,X,Y,J,1,0.6940010427612273,0.384316017768367,0.2562557018209802,0.4914253141041263
2,1,X,Y,J,1,0.6711818166225353,0.402830931462616,0.25,0.5065635618044094
2,2,Y,Y,J,0,0.6802357979423994,0.411784956818049,0.3104229478307639,0.5342591964145521
2,3,X,X,D,0,0.7020051615320873,0.384985863718387,0.3512633193109866,0.5489175097055505
2,4,X,Y,J,1,0.6849609435620426,0.3696966629087449,0.3144106512062513,0.553541921978578
2,5,X,Y,J,0,0.6806402364513099,0.374802650685165,0.2939077266336224,0.6244181703586151
2,6,X,Y,J,0,0.6528346325965297,0.3556085774306171,0.3095890611298297,0.6060460814358245
2,7,X,X,D,1,0.6518067700972976,0.3084210996797009,0.3001089148711584,0.6159215994042756
2,8,X,X,D,0,0.6055549480853736,0.2616487453236434,0.2896141215762059,0.6391475621721617
2,9,X,Y,J,0,0.5694427466685713,0.2697341422862927,0.3345181549146114,0.679338118457596
2,10,X,Y,J,0,0.5891535056392332,0.25,0.3674088547535356,0.6584416034958063
2,11,X,X,D,0,0.5606565032474005,0.2683342964856152,0.4171048864650826,0.6296654626267348
2,12,X,X,D,1,0.5672287712670125,0.3041795347995737,0.3961347041777127,0.626560383892955
2,13,X,X,D,0,0.5803014398630001,0.3005598739817118,0.3854762213337058,0.6359807192411809
2,14,X,Y,J,0,0.6108971356659301,0.3799357154197014,0.4038621234754954,0.658990532852172
2,15,X,X,D,1,0.5981247449017532,0.4233269416345735,0.4114392198831361,0.6839889661681099
2,16,X,X,D,0,0.5489236266061457,0.4314848352093517,0.3770802232106663,0.703319669822025
2,17,X,Y,J,0,0.5104123482980137,0.44149119281408,0.3775998079721891,0.6618808584624789
2,18,X,X,D,0,0.4785368219204578,0.4404934060679882,0.3760560400037859,0.6508317199362513
2,19,X,Y,J,0,0.495153684039918,0.4186936154124545,0.3748812228296713,0.649363939988515
3,0,X,Y,J,0,0.6886015250242619,0.616763252433949,0.56887467775221,0.5573153453809523
3,1,Y,X,D,0,0.7365704659838695,0.6290994254605897,0.5540898782435436,0.559082292594847
3,2,X,X,D,0,0.710500607718016,0.6618800823356713,0.5747718703987227,0.5697116739623008
3,3,X,Y,J,1,0.75,0.6488901429362396,0.5566609480797198,0.519016908399008
3,4,X,Y,J,0,0.75,0.6459775575667949,0.5246371716799921,0.5194128581501588
3,5,X,X,D,1,0.7190661679151914,0.639125491579796,0.5386065776113915,0.5167790390290523
3,6,X,Y,J,1,0.7466082254481999,0.6761693412941867,0.5670478885449227,0.5404339780344297
3,7,X,Y,J,1,0.75,0.6678014256270959,0.571662800635759,0.520024696245454
3,8,X,X,D,0,0.7177912484727895,0.6835055110477112,0.6206418818625334,0.5397715498489848
3,9,X,X,D,1,0.7050161394830227,0.6680846788628936,0.6233550415136893,0.5287804663549405
3,10,X,X,D,1,0.6588630104737954,0.6910860374198824,0.633018979330493,0.5637846517225469
3,11,X,X,D,0,0.6135375099053354,0.6732766415471838,0.6055401642161986,0.5374335809315477
3,12,X,X,D,1,0.6643051420572629,0.6834531838743764,0.6158679194428466,0.5534232223098257
3,13,X,Y,J,0,0.6796803133857661,0.6521966708734985,0.5856680166456542,0.5863641284184118
3,14,X,X,D,0,0.6741556368880938,0.6616437640083023,0.5804140190559445,0.591532044342557
3,15,X,X,D,1,0.6799376156037528,0.6603014164637753,0.5609480429200128,0.6335811758886446
3,16,X,X,D,0,0.6527258594795212,0.653414990876863,0.5735474219777159,0.6487454397384784
3,17,X,X,D,0,0.6566002902837298,0.6617840566893418,0.5846833968538964,0.6499293955927808
3,18,X,X,D,1,0.6846097117118961,0.6276474038637111,0.6272033115902141,0.6539906832838186
3,19,X,X,D,1,0.6567979617708645,0.6362543765033658,0.6306162758803017,0.6730949591668489
4,0,X,X,D,1,0.6935384104022018,0.4053180011085065,0.3804495655349502,0.5308287214531758
4,1,X,X,D,1,0.6843310064232211,0.3614237101980146,0.376609849591097,0.5244438543849909
4,2,X,X,D,1,0.6777263834372085,0.3425352414714585,0.3621929503531915,0.5220577662622365
4,3,X,X,D,0,0.6330836008287641,0.311134643900198,0.4079628627217999,0.4884295127740191
4,4,X,X,D,0,0.6428963748935265,0.3211917508157106,0.4157804811117562,0.4510539823699742
4,5,X,Y,J,0,0.6232137755213181,0.338380569060228,0.4218341762820805,0.429499043639396
4,6,X,X,D,0,0.5698054382255788,0.3215806317369855,0.3982682092187875,0.4467254874439026
4,7,X,X,D,1,0.5247348073861118,0.2990051190385493,0.4218160151707426,0.4661679171683826
4,8,X,X,D,0,0.5109027071380496,0.2849684173124451,0.4515878265372524,0.4194258010899218
4,9,X,X,D,1,0.5357608617793482,0.25,0.4135137524980831,0.3798824938420722
4,10,X,X,D,1,0.5702851320684408,0.2713370112470272,0.3955149417446189,0.4180034865064089
4,11,X,Y,J,0,0.6018609875035756,0.2792275301440075,0.3567560496529005,0.4073326668936334
4,12,X,Y,J,0,0.5971963999185054,0.25,0.3370979397967473,0.3510237191301045
4,13,X,X,D,1,0.6068496784844583,0.25,0.2909062896674084,0.3414981615171695
4,14,X,X,D,0,0.6000437389093762,0.25,0.2616633359715257,0.3553298447955894
4,15,X,X,D,0,0.633592731098839,0.2920868169403782,0.2657511724180013,0.3415224999490558
4,16,X,X,D,1,0.6648338742752204,0.2738818161090308,0.3161754070867279,0.3099603925569054
4,17,X,X,D,0,0.6761598902433201,0.2669159036666334,0.296272747145902,0.2828131424978302
4,18,X,X,D,1,0.6648033825062197,0.2923623713379265,0.3346166125914782,0.3350695730957111
4,19,X,Y,J,0,0.6737851049540657,0.2716874278246672,0.3848181391196852,0.3163296566370735
5,0,X,X,D,1,0.4711696631821928,0.523057548479514,0.632171820640103,0.5978046648682686
5,1,X,X,D,1,0.4441746400004708,0.5166765758559588,0.6396029909196922,0.6348261022925048
5,2,X,Y,J,1,0.4596443960242973,0.5094532698624147,0.6459252974774832,0.6471748540073938
5,3,X,X,D,1,0.4729226471522458,0.50347119638065,0.6697329389708433,0.6807244201623397
5,4,X,X,D,1,0.4769430117731776,0.5137656291702208,0.6709508299353292,0.6868854421566941
5,5,X,Y,J,0,0.5083349604255178,0.4994579371242668,0.6778876185981482,0.7126840843994476
5,6,X,X,D,0,0.4715481367319403,0.4717843320886893,0.6675678694861328,0.6769654001096482
5,7,X,Y,J,0,0.4355945041155818,0.5019076536027799,0.6796260071721657,0.6618526979845972
5,8,X,X,D,0,0.4036607732710024,0.5106781704638722,0.6670200160397486,0.6624003138757447
5,9,X,Y,J,1,0.3736868271505774,0.522769924029923,0.7110401916291688,0.6268598444177488
5,10,X,X,D,1,0.3973679101171156,0.5223880162887311,0.730643518256126,0.6306173378909566
5,11,X,Y,J,1,0.4133480267724186,0.5295413121555071,0.7197809918509109,0.7000364113782194
5,12,X,X,D,0,0.4461032352051464,0.5246450792488396,0.7121057027427428,0.7377910527056919
5,13,X,X,D,1,0.4609167473134852,0.5814303451623084,0.7161660036757611,0.75
5,14,X,Y,J,0,0.4844212956197665,0.6237731118674293,0.75,0.75
5,15,X,X,D,0,0.486540665872146,0.6674440936350449,0.75,0.7392679656471056
5,16,X,X,D,0,0.4662035323036153,0.6616547673701921,0.75,0.7193888947367261
5,17,X,X,D,1,0.4759568614386874,0.674156407563505,0.75,0.7011521769326413
5,18,X,X,D,0,0.4778594412417339,0.6538681956178786,0.75,0.6495292325767924
5,19,X,X,D,0,0.4788003905721082,0.5945906730287593,0.75,0.6410215973020146
6,0,X,X,D,1,0.7417051422523542,0.3194970269317799,0.3093992558344984,0.3301951499904251
6,1,X,Y,J,1,0.7231345617426349,0.3504378138519129,0.2883026660264705,0.3413511719660845
6,2,X,X,D,1,0.7351061765915127,0.3788842054773005,0.3208742804071342,0.3304482170165564
