run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,Y,J,0,0.4168507767766108,0.2820253244003957,0.5024772479220709,0.6963723569517206
0,1,X,X,D,0,0.4134532117842258,0.3068927263213789,0.5213656038420358,0.7008459513021216
0,2,X,Y,K,0,0.4490023371877008,0.3701113922078898,0.474836179208335,0.6975605369822337
0,3,X,X,D,0,0.4261612871496372,0.3124384433817769,0.4509552876128379,0.676144254796066
0,4,X,Y,K,1,0.3877724998473534,0.3433704925349753,0.398733297275765,0.6801110743258142
0,5,Y,Y,K,1,0.3787754337739189,0.370901957460458,0.4402805172429626,0.6685194364570428
0,6,Y,Y,K,1,0.3912304802319258,0.3407272205817441,0.4265194610471992,0.6825194218364323
0,7,Y,Y,K,1,0.3698910052606857,0.3224639366018103,0.4112234887759,0.6993371807052334
0,8,Y,Y,K,1,0.3679324464033984,0.3295481008727244,0.434502154790881,0.6644521645165986
0,9,Y,Y,K,0,0.3806116998567305,0.3060160910215576,0.4300624096452943,0.6661141010472621
0,10,Y,Y,K,1,0.3718830056993552,0.3185462069837896,0.4580569022984352,0.6434829987652364
0,11,Y,X,F,1,0.3363083620005386,0.3389798269235912,0.483776041353655,0.664412198688434
0,12,Y,Y,K,1,0.284764368928791,0.3303019243300047,0.4661450375757007,0.6849103824701575
0,13,Y,Y,K,0,0.2867268565268675,0.3540699061479027,0.469960714399846,0.6885404249701855
0,14,Y,Y,K,1,0.282716011976741,0.3724645723675865,0.4293528064340026,0.6942355762960097
0,15,Y,Y,K,1,0.317812206819947,0.3669880962934936,0.4195661333418238,0.7052795409500733
0,16,Y,X,F,0,0.2893188577701168,0.4416781293497997,0.4146953110375695,0.7376900997176733
0,17,Y,Y,K,1,0.2836324239844161,0.4425077411057949,0.4504949999262784,0.75
0,18,Y,X,F,0,0.2878056693988708,0.4612210147020521,0.4589873192341961,0.7459831998207104
0,19,Y,Y,K,1,0.25,0.4706358282628649,0.467788341151473,0.75
1,0,X,X,D,0,0.5479675875177743,0.6418972496900152,0.5653436394280296,0.7012406692240252
1,1,X,X,D,1,0.5326012908148186,0.682212719975836,0.5738112177110097,0.7124432041821711
1,2,X,X,D,0,0.5412659708155502,0.7114553037921091,0.5455095744898828,0.6417136046836162
1,3,X,Y,D,0,0.5630667322801203,0.7475045065993783,0.5592648062908143,0.618805136426427
1,4,X,X,D,0,0.5366739131910543,0.75,0.5909104964290897,0.6187115940631163
1,5,X,Y,J,0,0.5116344897566752,0.75,0.64718930377859,0.6092654738800375
1,6,X,X,D,0,0.4774782745256404,0.75,0.6071677036775912,0.6268599461294121
1,7,X,Y,J,1,0.4651246883446569,0.73576011440836,0.6257425212552796,0.5762291919192825
1,8,Y,Y,J,1,0.4763856591398757,0.7472088352214671,0.6161107237429632,0.5708338938593116
1,9,Y,Y,J,1,0.4622863200489858,0.7391033967757576,0.6237120154369383,0.5770026643597933
1,10,Y,Y,J,1,0.4929169636784326,0.75,0.639117526963798,0.5781028811619305
1,11,Y,Y,J,0,0.5196662191648598,0.7481910856932309,0.6436286547769122,0.582943201069237
1,12,Y,X,J,1,0.5049124382934151,0.7092258238620781,0.636463501017535,0.6050115057946175
1,13,Y,Y,J,0,0.5032143149879995,0.732797169778094,0.6252431870244726,0.6366444114691214
1,14,Y,X,F,1,0.457828616413531,0.7137941227917303,0.6881014163923094,0.6147250926500781
1,15,Y,Y,J,1,0.4688619280438936,0.7340831781371662,0.6978404810928824,0.6015201102298376
1,16,Y,Y,J,0,0.5124691861254378,0.7422294436751571,0.670225539240973,0.6295512726300869
1,17,Y,Y,J,1,0.5253935961388436,0.7251471721700055,0.6618230130987413,0.5943082655179697
1,18,Y,Y,J,1,0.5191080108272651,0.7292590637952256,0.6796468701820735,0.5547466122223073
1,19,Y,Y,J,1,0.4738621771458808,0.7336811865701197,0.6806056338265406,0.5338181686702369
2,0,X,Y,J,0,0.5689469739328512,0.2860890069949308,0.5845678297335453,0.6802843876257905
2,1,X,X,D,0,0.5531725651975079,0.3299792800554262,0.6009395989411186,0.71547794979202
2,2,X,X,D,1,0.535576938369234,0.2995584156266757,0.6099356211559557,0.75
2,3,X,X,D,0,0.5458573174094166,0.2829069956413271,0.6056617655093758,0.75
2,4,X,X,D,1,0.5148440639045498,0.290646418792159,0.567063669863743,0.7140324223661717
2,5,X,X,D,0,0.487914747900328,0.3161514355600962,0.5632953993507978,0.6979096825280184
2,6,X,Y,D,0,0.493371913279432,0.2956611602489963,0.5759876866045107,0.6792859318482154
2,7,X,X,D,1,0.4340110239428326,0.2871699765353389,0.5618115512316431,0.6865017491812808
2,8,X,Y,J,0,0.4155555565583754,0.2672998831752768,0.5752626322980742,0.6753050058093747
2,9,X,X,D,0,0.3942320115366866,0.2702092207391998,0.5605391584126772,0.6736031989956311
