run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,Y,J,1,0.6340192257391428,0.506509702457797,0.6458919674758183,0.544204417619694
0,1,X,X,D,0,0.6328798719775307,0.5218756282477296,0.6154559163411267,0.5573744132502394
0,2,X,X,D,1,0.6240865301597575,0.5025647903808779,0.6303290040479022,0.5849461155497849
0,3,X,Y,J,0,0.6564413612677877,0.5178319900871481,0.6421744899687789,0.6104976815330886
0,4,X,X,D,0,0.6629586045042832,0.5283653125664605,0.628278366234553,0.5753012616615747
0,5,X,X,D,0,0.6700791588659138,0.5237072185068089,0.6280193490522034,0.5852851196328271
0,6,X,Y,J,1,0.6267571675069223,0.5146260082502916,0.6022984964734034,0.5667759737756272
0,7,X,X,D,0,0.5967066993133903,0.5356290669052595,0.6260513174577532,0.5601946971320937
0,8,X,X,D,1,0.5816591094913216,0.4662753829142668,0.6016969878281694,0.5630872734337529
0,9,X,X,D,1,0.5830194951442011,0.4843405307727719,0.6282946590113331,0.570222732851138
0,10,X,X,D,0,0.5946502543281195,0.4729003776272113,0.6018042565155823,0.5821784776658558
0,11,X,Y,J,1,0.5711596713715876,0.4635816041648538,0.5929961813959415,0.5399684189113649
0,12,X,Y,J,1,0.5577293658362469,0.4698648066078151,0.5415453681110206,0.5247198885492289
0,13,X,Y,J,1,0.5439432248522366,0.4951268602620373,0.5512737739301438,0.5099819339412388
0,14,X,Y,J,1,0.5391770231996066,0.5323210957678108,0.5234459179531565,0.5002734508807829
0,15,X,X,D,0,0.5614653823074724,0.5277170498448112,0.514529331896314,0.4616680206182316
0,16,X,Y,J,1,0.5725729320426353,0.5207524703835699,0.5344051463292221,0.4526643257749649
0,17,X,X,D,1,0.5793007531211657,0.5928047210954054,0.537107039318425,0.4489635488422375
0,18,X,X,D,0,0.5685220472035395,0.5679193960740249,0.5332499427744356,0.5012138391260058
0,19,X,Y,J,0,0.612683264730597,0.5953693192899356,0.5256946274032029,0.4706992636414805
1,0,X,X,D,0,0.3532574454578546,0.7063143644547271,0.5812680787261348,0.6347691771100011
1,1,X,X,D,0,0.3311712221558569,0.7416298769621503,0.5681897570568282,0.6562170833162985
1,2,X,Y,J,0,0.351015260518273,0.7499686332919332,0.6011967480842432,0.6375578168377112
1,3,X,X,D,0,0.3736171186040843,0.75,0.6157637517655764,0.6481457051432601
1,4,X,Y,J,1,0.3597077754996846,0.75,0.6267357589340187,0.6306729119560326
1,5,X,X,D,0,0.3614874439792822,0.7282387709308017,0.6489252284619702,0.6222115622863318
1,6,X,Y,J,1,0.3403013448483299,0.75,0.6630418734599617,0.6156198775737222
1,7,X,X,D,1,0.3302228229511656,0.75,0.675400370554947,0.6277166685442824
1,8,X,X,D,0,0.32674545922596,0.75,0.6992030955279301,0.6361735873410723
1,9,X,X,D,0,0.3610257957825634,0.75,0.670804340905077,0.6430074241367174
1,10,X,X,D,1,0.3612605089761259,0.7272931111693478,0.6607071677973598,0.6516493920605967
1,11,X,Y,J,0,0.3713284764634328,0.7146590338659896,0.7073685381280093,0.6235843069101213
1,12,X,Y,J,0,0.3812419540375286,0.7185505397882849,0.6779590992960751,0.6120766792292287
1,13,X,X,D,1,0.3849299041946994,0.7210092215861259,0.639638808320695,0.6443395411752779
1,14,X,Y,J,1,0.4029059935013823,0.7132133767550896,0.6468497496317985,0.6466417179873896
1,15,X,Y,J,0,0.4301801473924528,0.726182382733749,0.6572920527494343,0.6117517217744146
1,16,X,X,D,0,0.4207732463636081,0.7317200792484119,0.6593630623746907,0.6191918482742153
1,17,X,X,D,1,0.4372745523124026,0.7228128897519914,0.6136702526087322,0.6056832661037066
1,18,X,X,D,0,0.4252500332577967,0.7270502098061207,0.628261335575754,0.5810198988151108
1,19,X,X,D,1,0.4257314943702343,0.7326907935053802,0.629561248385612,0.6262323399792076
2,0,X,Y,J,0,0.678199421558465,0.4551588336977021,0.5250269021862426,0.2919445660253093
2,1,X,X,D,0,0.6702429474728797,0.481365791853303,0.5160791804919762,0.3016587225087627
2,2,X,X,D,1,0.6533632453101259,0.4923852539220488,0.4634413439024069,0.3001552811298327
2,3,X,X,D,1,0.6405706765289872,0.4718516541679706,0.4275269213333796,0.2835853989507984
2,4,X,X,D,1,0.607734557650709,0.4626341884016201,0.4726683265785114,0.298596381701321
2,5,X,X,D,1,0.6290803435750928,0.4222601989316041,0.5033343839796655,0.2921776113479672
2,6,X,X,D,0,0.6254280260681226,0.4418064855355868,0.499525488610781,0.3035309644206694
2,7,X,X,D,1,0.657513137671071,0.4603328851333818,0.4994515054175379,0.321024560160484
2,8,X,X,D,0,0.7104393457852394,0.4150726324026823,0.4761551737641287,0.3174850671232624
2,9,X,X,D,1,0.6793010360067875,0.4690423522716448,0.4540868512082727,0.3080262665765757
2,10,X,Y,J,0,0.6759435786356326,0.4566268807655326,0.4944555032493506,0.3366665791922462
2,11,X,X,D,0,0.6746810637606877,0.4590165946815735,0.4758197246562049,0.3610147016310026
2,12,X,Y,J,1,0.7051937741239988,0.4258860491579655,0.5057342676163636,0.3756391111610263
2,13,X,X,D,1,0.7034682610622173,0.4080117208933099,0.5391906647141634,0.3816766855670947
2,14,X,Y,J,0,0.6685608735009428,0.3894002814164906,0.4966424687740212,0.4145483483123528
2,15,X,X,D,0,0.7034402895689313,0.4472464386145066,0.4749645100624451,0.3802230608166322
2,16,X,X,D,1,0.6768560048988557,0.4644636094554757,0.4706569703094888,0.3745054893065476
2,17,X,X,D,0,0.7014514107741463,0.5102361251635814,0.4808789012006652,0.3697145791616079
2,18,X,X,D,1,0.6942270342580611,0.4830354965595961,0.472946557808582,0.4037522851180464
2,19,X,X,D,1,0.6847309841813279,0.4487290550953708,0.4794910281697231,0.3381987336810479
3,0,X,X,D,0,0.4686726185682223,0.380913616821397,0.6546899110918101,0.3078918362276599
3,1,X,X,D,0,0.4417017132559531,0.3845834045665415,0.6399873608616798,0.2926554072504166
3,2,X,X,D,0,0.407219414624353,0.3733552621955566,0.6620681848429613,0.2953826456117102
3,3,X,X,D,0,0.357865636691573,0.3692037839410403,0.6820087646241749,0.2651526861068169
3,4,X,X,D,0,0.3562820483564584,0.3810029713466786,0.6752708739815879,0.25
3,5,X,X,D,0,0.3693918110972906,0.3794384244007785,0.6697440901762459,0.25
3,6,X,X,D,0,0.3476766219492861,0.3432503889725476,0.6182313807391705,0.25
3,7,X,X,D,1,0.3956634625667977,0.3743148899739265,0.6545321550666297,0.2617300371212915
3,8,X,Y,J,0,0.3930771309651708,0.3888336612303208,0.7027815580280947,0.2835099009970804
3,9,X,Y,J,0,0.4183189730419372,0.412797532372163,0.6788555873105004,0.2965282012516185
3,10,X,X,D,1,0.3755308873468705,0.3868810328994368,0.6572840577919804,0.2563765101405236
3,11,X,X,D,0,0.3149067900421759,0.4029762221705554,0.6017111772735689,0.25
3,12,X,Y,J,1,0.324269143704014,0.4053645221222617,0.5973354666208097,0.2676377896607471
3,13,X,X,D,1,0.3572545126811338,0.401865744313854,0.6252161007598135,0.25
3,14,X,X,D,0,0.3309130787960834,0.414981211372102,0.652186009727868,0.3019289035998254
3,15,X,X,D,1,0.3469047895871261,0.4339758822699928,0.6693830889028367,0.2989186422647934
3,16,X,X,D,0,0.3757875207211027,0.463178997256649,0.6557410473602465,0.3139670758776812
3,17,X,X,D,0,0.327065311788452,0.4973444404928478,0.6645899833337743,0.2913301071102459
3,18,X,X,D,0,0.2863914977407674,0.5026800395062818,0.6762522529955265,0.2976074820011034
3,19,X,X,D,0,0.306536059711785,0.5258028908581912,0.6485948442302445,0.3206201596016381
4,0,X,X,D,0,0.7039776830559679,0.4855111653290864,0.3918306866331931,0.6086155366148152
4,1,X,X,D,1,0.6680602573860411,0.4664063448435839,0.3995866096078869,0.6116953704278282
4,2,X,X,D,1,0.6764015172648963,0.4244836759973721,0.3757303364266983,0.6018741714705507
4,3,X,X,D,0,0.6832903191852673,0.4092502256292555,0.427904618825231,0.5973148118721446
4,4,X,X,D,1,0.6909785848065741,0.4064890904045937,0.4413212577414487,0.5817533284432511
4,5,X,X,D,1,0.6342232201529313,0.3945026349672239,0.4139260064058934,0.6159192399966317
4,6,X,Y,J,0,0.6202653234146307,0.42690146973949,0.4127314456821402,0.5999230512020515
4,7,X,X,D,1,0.6439850777380787,0.4360008393232431,0.4347954955315035,0.6195902470354484
