run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,1,0.6069527455960285,0.3947773299377541,0.4216243711820879,0.3485676596820258
0,1,X,X,D,1,0.6225614629051988,0.387859933591715,0.4083290932557465,0.4000307975949737
0,2,Xis,Y,J,0,0.6216385442143431,0.3484102075292981,0.4200525043251444,0.4112460084340872
0,3,X,X,D,1,0.6397259081523856,0.3735079492944549,0.4155168507511668,0.4062187417434145
0,4,X,X,D,1,0.66819825689186,0.3761576051751647,0.4191494431731352,0.4185150328695561
0,5,X,X,D,0,0.6894310058172393,0.3472738353232992,0.4370390742950885,0.4285729052389054
0,6,X,X,D,1,0.7046148222868956,0.3747327466244439,0.478600144427882,0.4203984651790268
0,7,X,X,D,1,0.696618553266957,0.4129365453856912,0.442071304375151,0.4365212735962249
0,8,X,X,D,1,0.6832261831013728,0.391624743756765,0.4030507792960242,0.4329914218441211
0,9,X,Y,J,0,0.6586975016812017,0.399098734827723,0.3896249616022498,0.3860459540207036
0,10,X,X,D,1,0.650769989983714,0.3713269992581884,0.381323883497328,0.3803817133191686
0,11,X,Y,J,1,0.665453498689914,0.3920354052240241,0.4001317253207422,0.3198982834997663
0,12,X,X,D,1,0.6888947337039766,0.4049485855132762,0.4169210004638243,0.3041945494674304
0,13,X,X,D,0,0.6952502276864073,0.3974865072643625,0.4398142342314763,0.3291548110886251
0,14,X,Y,J,1,0.7057743442705092,0.3980079278090266,0.4178658597210262,0.2954388571382971
0,15,X,X,D,0,0.7083240246759137,0.3636452498930959,0.4421790604951524,0.3348202417252212
0,16,X,Y,J,1,0.7018445352779473,0.3599161204030938,0.4453330552858113,0.3409197737731279
0,17,X,Y,J,1,0.694357918887697,0.381311559993462,0.4667070530843206,0.3594848826354015
0,18,X,X,D,0,0.7010662771569702,0.3827367472653693,0.4754860744391865,0.3825077773141535
0,19,X,X,D,1,0.6939197333415379,0.3930532938376033,0.4719518204233586,0.380223041651903
1,0,X,X,D,1,0.6783896871160304,0.4113790223650815,0.5952317968395846,0.6691068731338476
1,1,X,X,D,1,0.7174936467882349,0.4692190878949634,0.583696699398591,0.6421351845674801
1,2,Xis,Y,J,1,0.69836437081892,0.4653636752458569,0.6075369435198104,0.6276956899761524
1,3,Xis,X,D,0,0.7195166029282712,0.4798233823458055,0.6413618008815705,0.6493722575070705
1,4,X,Y,J,0,0.7006027676100338,0.4533063269853685,0.6178634985356295,0.6408829568791805
1,5,X,Y,J,0,0.7187512880691365,0.4556622381501013,0.6177881843057842,0.6450034204931683
1,6,X,X,D,1,0.6943273247294385,0.4582312361271848,0.6532410933436732,0.6525767268018122
1,7,X,X,D,1,0.7073100284079515,0.3937944270322728,0.6645037412513716,0.6598821046388921
1,8,X,X,D,1,0.6906590388193301,0.3421351006871132,0.6468407322925014,0.6496239505339185
1,9,X,Y,J,1,0.6563139061479675,0.3467751319522479,0.6582808307627932,0.6780065630903007
1,10,X,Y,J,0,0.714049876060471,0.3292464612792047,0.6786899673340543,0.6532478911460247
1,11,X,Y,J,0,0.694655000934054,0.333317904047223,0.6562396326535497,0.6588387387118422
1,12,X,X,D,1,0.7125272595080844,0.3171941854571149,0.6645706367833777,0.7002157159843492
1,13,X,Y,J,1,0.6706075814771754,0.3348497802775065,0.6627026399991826,0.6860163518300568
1,14,X,Y,J,0,0.6881706579500749,0.3382099092116535,0.5966063063110547,0.6443619434017189
1,15,X,Y,J,0,0.7255109782657485,0.3158644029126037,0.5793102326943511,0.658043969827773
1,16,X,X,D,1,0.75,0.3003135894243786,0.5572849662607029,0.6375978812689157
1,17,X,Y,J,0,0.7055969742756512,0.2592166766760273,0.5404776227521857,0.642230727658676
1,18,X,Y,J,1,0.6702552745891935,0.25,0.5844899246902491,0.6397129049261397
1,19,X,X,D,1,0.6522185357468668,0.25,0.5580507437599572,0.5997588156237146
2,0,X,Y,J,0,0.2870913212140595,0.7218053207938779,0.3551270863971116,0.6704900455916234
2,1,X,X,D,0,0.3155737073200291,0.7184056715033675,0.3133095868288614,0.6606948263960137
2,2,Xis,Y,J,0,0.2823694530550994,0.6960829875000147,0.3195707163218476,0.665859499439965
2,3,X,X,D,0,0.2522200683920284,0.7064993517672576,0.3489098285558569,0.6223138567235047
2,4,X,Y,J,1,0.25,0.7131445333086371,0.3517910435747114,0.6311285626690636
2,5,X,X,D,1,0.25,0.7171465127328248,0.358380689541441,0.6109230851051605
2,6,X,Y,J,1,0.25,0.7013385132290025,0.3753614017108842,0.6203732166047853
2,7,X,X,D,1,0.25,0.6856430828716608,0.3559666914282017,0.633940278111386
2,8,X,X,D,1,0.25,0.7012341510787171,0.3535849900987218,0.6528931621899652
2,9,X,X,D,0,0.25,0.7116588333955297,0.3776475514433574,0.6223790048817539
2,10,X,X,D,0,0.2803831350515811,0.707941571419382,0.4290120524242545,0.5930563295894734
2,11,X,Y,J,1,0.2948695967755619,0.695568261658474,0.443723019881766,0.5890240084260617
2,12,X,X,D,0,0.2866789392746235,0.7123959051189825,0.4425355172106388,0.5762389250620946
2,13,X,X,D,0,0.2849177913928552,0.7000072334282548,0.4934031141177906,0.6013653811721236
