run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,Y,Y,J,1,0.7392522602216005,0.4319969069352556,0.2917935864696883,0.6990320890075293
0,1,Y,Y,J,0,0.7444037931501081,0.4241056336047348,0.270250310407167,0.7488114992897066
0,2,Y,Y,J,0,0.75,0.4043244273057378,0.2646292419096699,0.75
0,3,Y,X,D,1,0.75,0.3791820924460791,0.2588947178718671,0.6899083061839146
0,4,Y,Y,J,0,0.7488861336213654,0.3542964228105459,0.25,0.7026101250510034
0,5,Y,X,D,0,0.75,0.38585599615339,0.2604501959692638,0.7144087827780871
0,6,Y,Y,J,0,0.75,0.4014172278838089,0.2736269380838138,0.7434236672797337
0,7,Y,Y,J,1,0.75,0.3786968800255201,0.2656404081961002,0.7493925134844428
0,8,Y,Y,J,0,0.7216867689013131,0.388392845362508,0.2617884492437449,0.75
0,9,Y,Y,J,1,0.75,0.3899320003305404,0.2911958449923924,0.7325389380284981
0,10,Y,Y,J,0,0.7115662226560412,0.4198658271647896,0.2775798606043096,0.7250595446264091
0,11,Y,Y,J,1,0.75,0.4175638033047838,0.2860165565092202,0.75
0,12,Y,Y,J,1,0.75,0.4049076930489453,0.2838756227272319,0.75
0,13,Y,X,D,0,0.711293073238588,0.4122273779960816,0.2764216903529023,0.7483343511624256
0,14,Y,Y,J,0,0.6983348874351399,0.4282537701381546,0.269147933166351,0.7449418436172426
0,15,Y,Y,J,0,0.7152062852662809,0.410531030890328,0.2610742821302029,0.75
0,16,Y,Y,J,1,0.7087646298813021,0.4042013353376367,0.25,0.75
0,17,Y,Y,J,0,0.6750483809066434,0.4227937201731808,0.25,0.7312814523492243
0,18,Y,Y,J,0,0.6990208132490633,0.4147409856183204,0.2506772954291234,0.7456501180438679
0,19,Y,Y,J,0,0.6662686736695426,0.3960125215200639,0.25,0.6982551278278204
1,0,Y,Y,J,1,0.6679944975393335,0.4160192323061802,0.647623985326159,0.5182618866496709
1,1,Y,Y,J,1,0.6730118586648532,0.4540715670212041,0.6467711235919776,0.5261740440295987
1,2,Y,Y,J,1,0.6745544473898558,0.4404417462836807,0.7063391576880074,0.5342930390070528
1,3,Y,Y,J,1,0.7097481218938193,0.4612419402547096,0.746642361424932,0.5546731854979624
1,4,Y,Y,J,1,0.6852840893755098,0.4601165732442288,0.6907242126683704,0.5582007913510063
1,5,Y,Y,J,1,0.7003242507689666,0.4960609607390724,0.7098628650230123,0.5860363501361636
1,6,Y,Y,J,1,0.7282680240986018,0.4964769883443682,0.6881620180868772,0.5683953642282679
1,7,Y,Y,J,1,0.7009374863304172,0.5173135094362734,0.6593655559692037,0.598606727399942
1,8,Y,Y,J,1,0.7239015143419104,0.5526335647090815,0.6917175504188937,0.6109352075989799
1,9,Y,Y,J,1,0.7144733673779311,0.5731695856429403,0.7146899671931882,0.6717141469406617
1,10,Y,Y,J,1,0.719419394465959,0.5865159217095236,0.732723223497199,0.662080537402614
1,11,Y,X,D,1,0.745291610169222,0.638639797139642,0.75,0.6491520812502799
1,12,Y,Y,J,1,0.75,0.6440398659520807,0.75,0.6639101186144475
1,13,Y,X,D,0,0.75,0.6573820123828055,0.75,0.6896952342651442
1,14,Y,Y,J,1,0.75,0.629985406831018,0.75,0.6787305020865988
1,15,Y,Y,J,1,0.75,0.651044754671283,0.75,0.7030233654317631
1,16,Y,Y,J,1,0.7473076321469388,0.607293361487703,0.75,0.6902511157229027
1,17,Y,X,D,1,0.75,0.6184656612012399,0.7448196158110495,0.6971800217187314
1,18,Y,Y,J,1,0.7291869880939887,0.629275987955431,0.7195978358732196,0.7173668825190134
1,19,Y,Y,J,1,0.74546186374707,0.6417568626151132,0.7308146944165378,0.6843458651230384
2,0,Y,Y,J,0,0.3473261011518746,0.5725440670807048,0.4650671275803799,0.3416563052173478
2,1,Y,X,D,0,0.315748386564826,0.5715040340307788,0.4400178851914825,0.3248113928208808
2,2,Y,Y,J,0,0.3067603688934309,0.5930964152827092,0.403906410091923,0.3554592696961796
2,3,Y,Y,J,1,0.2789035091146227,0.5922491504504505,0.3977219845725929,0.3141600777208536
2,4,Y,Y,J,0,0.2705986603038795,0.59385999281889,0.4242449131263928,0.2892909179178498
2,5,Y,Y,J,0,0.3004403077887567,0.6049061657042689,0.4556745275468004,0.25
2,6,Y,X,D,0,0.3316108461020723,0.6082625256506106,0.4587645659716469,0.25
2,7,Y,X,D,0,0.300145401055909,0.5981781305463729,0.4725769508231278,0.25
2,8,Y,Y,J,1,0.3114250778202923,0.591338961971124,0.4742063980970534,0.25
2,9,Y,Y,J,0,0.2914134657572808,0.5543176113474038,0.4745394716653062,0.25
2,10,Y,Y,J,0,0.2619570760042471,0.5782052049057591,0.4836924751905616,0.25
2,11,Y,X,D,1,0.2565712119432288,0.5670192052216828,0.4760806512676165,0.2628276099936086
2,12,Y,Y,J,0,0.2590725542784479,0.5734038060487916,0.5166246652636408,0.2861296224922716
2,13,Y,Y,J,0,0.2632827792712653,0.5862379787190151,0.5109687813669536,0.3317976101996352
2,14,Y,X,D,1,0.2812216092165613,0.6152487975993888,0.5115560079395375,0.3018493133754433
2,15,Y,X,D,0,0.25,0.6471400273063426,0.5226023099248313,0.3255906845795664
2,16,Y,Y,J,1,0.2806333269680852,0.6175631558016262,0.5089661240765034,0.3617818881710949
2,17,Y,X,D,0,0.2776793207578569,0.6388138067532166,0.5389857393506192,0.3653028612946719
2,18,Y,X,D,0,0.2669461279787967,0.6932611906228721,0.5421522998623305,0.3367628492806807
2,19,Y,Y,J,0,0.2719804910601897,0.7408805263760625,0.5440235348517768,0.2813010616036018
3,0,Y,Y,J,0,0.3912072219664022,0.2723129525862069,0.4631456588555003,0.6133668673197771
3,1,Y,X,D,1,0.3885799055695312,0.2771863943777093,0.5031674834995815,0.6581148166451315
3,2,Y,Y,J,0,0.3706191917589372,0.2515200381974751,0.4882076013196283,0.661123522783387
3,3,Y,Y,K,1,0.3475757885439296,0.2610027312284077,0.4673465882478645,0.645858193140582
3,4,Y,X,D,1,0.3586107600087606,0.2779328347315358,0.4737325578852793,0.6274221399524161
3,5,Y,X,D,0,0.3703384112261972,0.25,0.4996599239723041,0.5874734744434706
3,6,Y,X,D,1,0.3458269745134705,0.2604141495267751,0.5123387238563029,0.5690928813189298
3,7,Y,Y,J,0,0.3990903666371648,0.2942337900308697,0.4859578678928951,0.5818874672445992
3,8,Y,Y,J,0,0.4125806857138859,0.272927745364987,0.5187084366775556,0.5702376940398785
3,9,Y,Y,J,0,0.4193492884968408,0.2534884098363142,0.5328841989931904,0.5753449224519881
3,10,Y,X,D,0,0.4610454300958924,0.2690496379068622,0.5217008108694142,0.5788437276532196
3,11,Y,Y,K,0,0.4899473629980566,0.2881629619064456,0.5492335440882671,0.6165638665909836
3,12,Y,Y,K,0,0.4912238999439869,0.3083248128206186,0.5177686029576877,0.6357327331480243
3,13,Y,Y,K,0,0.4726413288083243,0.3081843920306829,0.5138810348544257,0.6489808262018224
3,14,Y,Y,K,0,0.5102948127184137,0.3026618433647495,0.4879847318126896,0.6103682555303619
3,15,Y,Y,K,1,0.5047744272017703,0.285032860436011,0.4726259219456984,0.5758423085382788
3,16,Y,Y,K,0,0.4860112357421238,0.3091358346424908,0.4268434162607962,0.5846990179597268
3,17,Y,X,D,1,0.4700030212642904,0.3209690895095557,0.4075440970526388,0.5580600403278868
3,18,Y,X,D,0,0.4552645313066816,0.3227038883573748,0.4460061495654224,0.5697914428539438
3,19,Y,Y,K,1,0.3728921148851626,0.3140674132931455,0.4791667127668658,0.6045720307710621
4,0,Y,Y,J,0,0.4226395533433512,0.286727130564459,0.4395357578760617,0.4454452277886856
4,1,Y,X,D,0,0.3937457821446435,0.25,0.4632783996502093,0.4613276430016778
