run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,1,0.727168293523635,0.3224922416879267,0.2540741697960536,0.5802007646152525
0,1,X,X,D,0,0.75,0.3127533292029901,0.29189329671529,0.6015281717602873
0,2,X,X,D,1,0.75,0.2974439733640556,0.25,0.5983020625737888
0,3,X,Y,J,0,0.75,0.2893883741324208,0.2622956410455359,0.5869698894818778
0,4,X,X,D,1,0.75,0.3015701736653685,0.267089251568103,0.5755657756391104
0,5,X,X,D,1,0.75,0.2765307924238994,0.25,0.593821807582064
0,6,X,X,D,1,0.75,0.2803144584622901,0.25,0.6041080507936676
0,7,X,X,D,1,0.75,0.2812037727888252,0.25,0.6267441174255735
0,8,X,Y,J,0,0.75,0.3122992219339062,0.2872107741986647,0.7035860037870404
0,9,X,X,D,1,0.75,0.303358801709537,0.2810383309908212,0.6775127481962951
0,10,X,X,D,0,0.7064856063487377,0.350513550769184,0.3047502920833612,0.680916854198521
0,11,X,X,D,1,0.7047755033549639,0.335752999719309,0.3117047886572417,0.6521465480353835
0,12,X,X,D,0,0.7023542169361864,0.335712545174732,0.2803680557448398,0.6676214474035813
0,13,X,X,D,1,0.68133065698594,0.3102998426059377,0.2847534932940713,0.6542603811467123
0,14,X,Y,J,0,0.7051854882815509,0.2834763585436666,0.2970229472343614,0.6288045520630259
0,15,X,Y,J,1,0.7107224141305162,0.29860847838791,0.265273815979426,0.622131309124734
0,16,X,X,D,1,0.7051712762286245,0.2922585602526061,0.2706867997769142,0.607688328642437
0,17,X,X,D,1,0.6953147338327982,0.3022782272064986,0.25,0.6284964522241953
0,18,X,Y,J,0,0.6943102088096943,0.2957516525154355,0.25,0.7128795859536801
0,19,X,X,D,1,0.6675585019751753,0.2770822341628151,0.2535805537726102,0.7190484865774482
1,0,X,X,D,1,0.2712893924005354,0.6463170870087138,0.4175374015720965,0.4552464786333535
1,1,X,X,D,0,0.2821257075613205,0.6615361432418793,0.3964075875455262,0.4662954320746865
1,2,X,X,D,0,0.2515486434814746,0.6508707109912285,0.3806363996311993,0.4633665742811962
1,3,X,X,D,0,0.2626268425596373,0.5956613955133798,0.3812738859833723,0.4677333421415371
1,4,X,X,F,1,0.255883321027219,0.6278806033693248,0.3773037024019834,0.4319594018553095
1,5,X,Y,J,1,0.2780173225822744,0.6081864025270213,0.3890561225906614,0.4195344448058393
1,6,X,Y,J,0,0.2665232737970622,0.5631057197136657,0.4015868706346842,0.4401974017371502
1,7,X,X,F,0,0.2800719064908081,0.5609988611486197,0.3689487463211356,0.4299901074048398
1,8,X,X,F,0,0.2689978679916647,0.5517434744002243,0.3738661307433178,0.461875327121331
1,9,X,X,F,0,0.25,0.5238180135863549,0.4235006887349922,0.4164848090732439
1,10,X,X,F,0,0.25,0.5533942795125911,0.3933930167756265,0.4158971716578328
1,11,X,X,F,0,0.25,0.5561695689484449,0.4462647627189363,0.4178776300740479
1,12,X,X,F,1,0.2710743020828335,0.5472077345480563,0.4268334931369179,0.4277842039947072
1,13,X,Y,J,1,0.25,0.5430538993794471,0.4246382928117853,0.4918081686673956
1,14,X,X,F,1,0.25,0.5265368618138444,0.4447126198125174,0.4310203447342116
1,15,X,Y,J,1,0.2580093910113581,0.5057844420700314,0.409538322458935,0.4430554782042826
1,16,X,X,F,1,0.25,0.5140331224704009,0.3982754842281052,0.4190588141943765
1,17,X,X,F,0,0.25,0.500870989548656,0.347480096591734,0.475165030606418
1,18,X,X,F,0,0.25,0.5365235477986146,0.3601596987164496,0.4582534406387338
1,19,X,X,F,1,0.25,0.5298626874186299,0.3208501714944725,0.4290095995720512
2,0,X,X,D,0,0.2691574124667002,0.5691941414045578,0.726606759857073,0.5655555620277746
2,1,X,Y,J,1,0.25,0.589216600106382,0.7184928165147844,0.5705137164723503
2,2,X,X,D,0,0.2895277748131161,0.5734288331846303,0.6913545649008432,0.6190620945682852
2,3,X,Y,J,0,0.2655260566971265,0.5940085352895889,0.7072074685279186,0.6444234828294239
2,4,X,Y,J,1,0.2740721592427365,0.5891672204063589,0.7414922927504617,0.5961323668091201
2,5,X,X,D,1,0.2799610992728467,0.5889844674966597,0.75,0.5749616602396382
2,6,X,X,D,1,0.3254032866972525,0.5644047332434913,0.7258294927424271,0.5989060445192363
2,7,X,X,D,0,0.3309257871091389,0.5330530715160035,0.75,0.5978102736928945
2,8,X,X,D,1,0.3282982475027196,0.5161462213198696,0.75,0.6259973895032138
2,9,X,X,D,0,0.3240712730547915,0.5712759633519366,0.7444682349518685,0.6149298059372008
2,10,X,Y,J,1,0.2804339983953879,0.5559614328707326,0.75,0.6224833410268189
2,11,X,X,D,1,0.2833903974140437,0.5829828776777546,0.75,0.5889299673434307
2,12,X,X,D,1,0.3038061934241374,0.5979304040834332,0.7139966178153331,0.6476255416357267
2,13,X,X,D,0,0.25,0.6509748605048039,0.7157245046272788,0.6235173901477091
2,14,X,Y,J,0,0.25,0.6513431503904608,0.6942964334681433,0.6202321336344022
2,15,X,X,D,0,0.278572979653222,0.6949855815179167,0.73646573817104,0.5890301149139389
2,16,X,X,D,0,0.3140364604620738,0.739733971377405,0.75,0.6106985118064591
2,17,X,X,D,0,0.3238289399346357,0.7227864951715215,0.75,0.6037356671079709
2,18,X,X,D,1,0.3156943923392441,0.71503997477773,0.7340879725483652,0.617866570598308
2,19,X,X,D,0,0.3107246736109323,0.7434359229892337,0.7456466628103873,0.6558885809385935
3,0,X,X,D,1,0.3776349232250217,0.5297041599999651,0.2578936758780135,0.2967567808952189
3,1,X,Y,J,1,0.3969984758808046,0.5447829396293907,0.2784678849696338,0.2915688982774451
3,2,X,Y,J,1,0.3968161050140337,0.5849771459038436,0.2773321146816648,0.262246952563379
3,3,X,X,D,0,0.3933969714876574,0.6171303783455814,0.258472766829568,0.25
3,4,X,X,D,0,0.3985052768738569,0.5977259529075608,0.25,0.2578520930235181
3,5,X,Y,J,0,0.3701222902847979,0.5943061016909224,0.2512648952452866,0.25
3,6,X,X,D,0,0.3736434576646967,0.6088023292693157,0.2514696242472934,0.2563434908865745
3,7,X,X,D,0,0.3799207748149565,0.5736628783454066,0.25,0.2568729895178161
3,8,X,X,D,1,0.3921677416026908,0.6101235641610282,0.25,0.2720722254757998
3,9,X,X,D,0,0.3656933598270879,0.626349704561644,0.2861708393476946,0.2549021095944672
3,10,X,X,D,1,0.3823196759216333,0.606059443192213,0.2923119034144143,0.2755584447941589
3,11,X,X,D,1,0.3672255513356674,0.6038225589998211,0.3527867638779055,0.25
3,12,X,X,D,0,0.3516392198834513,0.619014346516293,0.3537663645023739,0.262300524185032
3,13,X,X,D,0,0.3426919673909703,0.6010686270273653,0.3580176901499645,0.2651813549581537
3,14,X,Y,J,1,0.3384143820831216,0.5958778234692625,0.3416858043294055,0.2885296018958354
3,15,X,X,D,0,0.3295922415106057,0.6113828456057461,0.376476653655598,0.25593020925582
3,16,X,Y,J,1,0.3266346152296591,0.5933167709845316,0.401948932747649,0.25
