run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,0,0.4110471830949911,0.3135418848273956,0.3562391477228211,0.3219573365516632
0,1,Y,Y,J,0,0.4819606040773989,0.2979655647693607,0.3878136386191074,0.3405552852649171
0,2,X,Y,K,1,0.4258184789014371,0.2906078226975855,0.3421061172535133,0.3505783792067835
0,3,Y,Y,K,1,0.4324750178064273,0.3273621965873746,0.3498023445029249,0.2993312252891855
0,4,Y,X,D,1,0.4633242538823932,0.3185274717205136,0.3443853317987808,0.2757251140329878
0,5,X,Y,K,1,0.4490292339023121,0.3464536492902978,0.3758839291478023,0.288643367501244
0,6,Y,Y,K,1,0.4188497024140264,0.3343400924394945,0.3903842496729666,0.3130543579282479
0,7,Y,X,D,1,0.3990511061602105,0.3529001937502452,0.3907956869056249,0.3192712475782245
0,8,Y,Y,K,0,0.3693987184533987,0.358173775591167,0.4167565619873201,0.3432788950719251
0,9,X,X,D,0,0.3306033352726952,0.4008638949592166,0.4382545133695155,0.3133619760590201
0,10,Y,Y,K,0,0.3121669529518926,0.4037841284762665,0.4364984333840342,0.3687283658114642
0,11,X,Y,K,1,0.3331753071647385,0.4275630254014074,0.3985446547294408,0.4009444363733774
0,12,X,Y,K,1,0.3118776328977135,0.4290220689564295,0.3926358989266002,0.4424566632684691
0,13,X,X,D,0,0.3095077443588545,0.3859389536172082,0.4015781511341619,0.4395938797593683
0,14,Y,Y,K,0,0.3249985338372591,0.4188746007488104,0.3988100718641489,0.4165588531775705
0,15,X,Y,K,1,0.3274840444074031,0.4267187150403909,0.3825554206595941,0.4258879845416725
0,16,X,Y,K,0,0.3325328533747925,0.4265383215802651,0.3985032007677377,0.4353112941298138
0,17,X,X,D,0,0.3608802997612613,0.427032816706491,0.4425445289979214,0.4464619870315384
0,18,X,Y,K,0,0.3666703965039694,0.4492263813498972,0.4157803846432905,0.4789398835218224
0,19,Y,Y,K,1,0.3516353272346589,0.4482496734852836,0.4085661051843914,0.4892570735295091
1,0,X,X,D,0,0.6160648883339934,0.6720127012089323,0.6046359549163391,0.2979154899317781
1,1,Y,X,D,1,0.6087198862163884,0.6580529974715597,0.5955014310240394,0.2945410063353317
1,2,Y,Y,K,1,0.5985925716574867,0.6312851416495835,0.6093641316513317,0.3532883228521719
1,3,Y,X,D,1,0.6162397423321976,0.6371380736753391,0.5982437183147491,0.3670455606509705
1,4,Y,X,D,1,0.6831688929058154,0.6044176338910361,0.6052588844796651,0.3447510694434023
1,5,Y,Y,K,0,0.7284420148232577,0.6005194565661658,0.5953342407495258,0.3654283768722461
1,6,X,Y,K,0,0.7365104917973652,0.5812925878910772,0.6112051786892673,0.3607995516390204
1,7,X,X,D,1,0.731977546855503,0.5524890708980754,0.6041671030014691,0.3733515399776025
1,8,X,X,D,1,0.713889615765558,0.5436561316510156,0.6181027791493748,0.349044402431754
1,9,X,X,D,1,0.709242940569114,0.5746627576012356,0.6389866816465468,0.376618504931818
1,10,X,X,D,1,0.7023747761671216,0.5961750773404928,0.6622579220669343,0.3971048298352855
1,11,X,X,D,1,0.7171257980865678,0.566512393450314,0.6569209608830681,0.453725139069582
1,12,X,X,D,1,0.6756696898893867,0.5517825213259393,0.6386693571704413,0.4452593807123781
1,13,X,X,D,0,0.6634717690526648,0.5196316974849009,0.6276664376823062,0.4453993251237972
1,14,X,Y,K,0,0.6008005045667462,0.4876702849406773,0.6539048401638599,0.45307965762664
1,15,X,Y,K,0,0.6374276409104621,0.4706135459390539,0.6610152919905902,0.5009860185058329
1,16,X,Y,K,0,0.6303221567914193,0.4814967163491057,0.642553760979373,0.4715331361489991
1,17,X,X,D,0,0.612675924121832,0.4668695199789581,0.636255594685057,0.4794114308825056
1,18,X,X,D,0,0.6378937861073144,0.4340519809005894,0.6230469482297606,0.4992568640843774
1,19,X,X,D,1,0.6736551054969847,0.5164312028561622,0.6282169102943276,0.4706440878242839
2,0,X,X,D,0,0.3029216509046918,0.6353961879771363,0.4681741862354772,0.6318354692771426
2,1,Y,Y,J,0,0.3025403295759507,0.6714935674408048,0.4515497236130538,0.6446627115816501
2,2,X,X,D,0,0.2677577317863783,0.6606148967140278,0.4317049450986492,0.6429636890839557
2,3,Y,Y,K,0,0.2651019135891642,0.6329935626915277,0.4267500165229235,0.6620479614075534
2,4,X,X,D,1,0.2868979838389369,0.625598366071847,0.4191834252314741,0.6488370978685376
