run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,1,0.7222182059359091,0.5678361381850705,0.4668482483459082,0.5315209271218879
0,1,Y,Y,J,0,0.7224523318568812,0.5741339805699925,0.4051477671797669,0.5386187967850246
0,2,X,Y,J,0,0.75,0.5683380948600147,0.4509006182256698,0.5687067315440746
0,3,X,X,D,1,0.7487785571183986,0.5497565120647672,0.4100119025404101,0.5761327957354093
0,4,X,Y,J,1,0.7430999886656253,0.5667997239883426,0.456910524571136,0.6149931581951164
0,5,X,Y,J,0,0.7234081996391538,0.5418024385439743,0.436213092677349,0.6000808171274681
0,6,X,Y,J,0,0.707215452804522,0.53215461665727,0.4403171466275375,0.6286456757760224
0,7,X,X,D,1,0.6901070401554159,0.5905638285447562,0.4176757074689752,0.626875907104194
0,8,X,X,D,0,0.725536277279804,0.6101573127707725,0.3841152591346367,0.6365684761492318
0,9,X,Y,J,1,0.708495836482587,0.6196357681428483,0.3808374640272305,0.5957475713681466
0,10,X,X,D,0,0.725077268350628,0.59949879224216,0.3859778783909185,0.6494144100928037
0,11,X,X,D,1,0.7459941282342073,0.5606639860639046,0.3844824586651607,0.6276010594162954
0,12,X,Y,J,1,0.7375202774975839,0.5581368837663465,0.4047156103046043,0.6356054485979585
0,13,X,X,D,1,0.6702296874213471,0.5918961129470546,0.4421504469878911,0.5898502958192888
0,14,X,X,D,0,0.6428628218609278,0.607175417439189,0.4494710621123346,0.6288179592830031
0,15,X,X,D,1,0.6324767043933506,0.5806183664439788,0.4559993307795914,0.6345413530958297
0,16,X,X,D,1,0.6257465424059973,0.5595989649397427,0.4735807878687881,0.6516210424390262
0,17,X,X,D,0,0.6177536274965647,0.5625649481314433,0.4862817945007477,0.6727045601382992
0,18,X,Y,J,1,0.6361521075352706,0.6140817653320213,0.5031536399984657,0.6898537391173314
0,19,X,X,D,0,0.6339052329694823,0.5653197906394978,0.5067362644669885,0.7394640307183237
1,0,X,X,D,1,0.6839259913492373,0.4834030403752333,0.3378323258249375,0.4082700075236989
1,1,Y,X,D,1,0.6787102784708627,0.49390148599596,0.3355414714040106,0.3692516688557444
1,2,X,X,D,0,0.6334176891662441,0.4740429973385403,0.3274266340568086,0.3354188990373514
1,3,X,X,D,1,0.6306760459380771,0.432602255105161,0.3463809319530397,0.3478477568721995
1,4,X,Y,J,1,0.6445815492360764,0.4155619622921824,0.3312926741253985,0.3333105315041894
1,5,X,Y,J,0,0.6315684792402305,0.3855284384028963,0.3008418364822923,0.3299228865329902
1,6,X,X,D,0,0.6544920934281121,0.3900193570378419,0.3182459914365375,0.3403704322495389
1,7,X,X,D,1,0.7151270580726183,0.3635744601244899,0.3409781649511862,0.3130709183048329
1,8,X,Y,J,1,0.6960897749051856,0.3745342484640716,0.364119947783743,0.3243039906629857
1,9,X,X,D,1,0.686513152611163,0.3737992392122406,0.3177924147832586,0.3108931028381482
1,10,X,X,D,1,0.6765441594132137,0.3655334365999186,0.3616884429011973,0.2624425566862821
1,11,X,X,D,0,0.6601348651552927,0.3763715481958236,0.3782731756106214,0.2799377731988161
1,12,X,X,D,1,0.6385300625292535,0.3888393899825317,0.3786619590713665,0.25
1,13,X,X,D,1,0.6051130776608648,0.3747017734925327,0.3581357313021927,0.2827657988012573
1,14,X,Y,J,1,0.6268856886378101,0.3716396435281713,0.3515078874896138,0.3088955551685246
1,15,X,X,D,1,0.685474516565286,0.384123382936629,0.3577419266179542,0.3499647874420366
1,16,X,Y,J,0,0.6662262459468604,0.3749491750392403,0.3541952380083386,0.321717695206999
1,17,X,X,D,1,0.6701529740438646,0.3947759465458961,0.3818344904128486,0.307738011922503
1,18,X,Y,J,0,0.6547336107884029,0.3946009468151006,0.3835526978382884,0.2852331677649639
1,19,X,X,D,0,0.6249624222954505,0.3870401158015057,0.3707184770093986,0.2683231619417557
2,0,X,Y,J,1,0.361328829321278,0.510440568754045,0.6581217121989693,0.4777519356401046
2,1,Y,Y,J,0,0.348940382590748,0.5314651245265616,0.6610516016438255,0.4998178396491327
2,2,X,Y,J,1,0.3248557130066824,0.5027186772615583,0.6687813455710055,0.4698239449625704
