trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,0,0.4571590000192324,0.6364906620368311,0.4684724132158425,0.6974635167778336,0
1,X,X,D,0,0.43942825256392015,0.6064653905028414,0.4757297966893495,0.7008713232181588,0
2,X,X,D,1,0.4287567825058157,0.6223249395353047,0.4962980864103232,0.742536116990362,0
3,X,Y,J,1,0.36321350106471345,0.6485843791725664,0.4993105172524532,0.746982755744664,0
4,X,X,D,0,0.3711710311135267,0.6127986858451488,0.49187135046836106,0.7247368572496276,0
5,X,X,D,0,0.43987597219764646,0.6018693016148288,0.5198672318145153,0.735980542182148,0
6,X,Y,J,0,0.41603489932155596,0.6686941728462951,0.5107637263781389,0.75,0
7,X,Y,J,1,0.3754617438149631,0.6652952472410785,0.5291181303416796,0.75,0
8,X,Y,J,0,0.37057365961364847,0.6481368539009972,0.5049267274355989,0.7394992931400791,0
9,X,X,D,1,0.35637758475512077,0.7016185658034897,0.4909245446484201,0.75,0
10,X,X,D,1,0.40339071221748307,0.6848009737644555,0.4967929987716223,0.7478266129476289,0
11,X,X,D,1,0.36567640881247393,0.6923426394982897,0.4614315197630616,0.7429491080000701,0
12,X,Y,J,0,0.31038632891408396,0.7252015338600499,0.5069999393360795,0.7372905225981085,0
13,X,X,D,1,0.3237593894238058,0.7406347809801893,0.4871393822510996,0.7405958662668232,0
14,X,X,D,0,0.32317862008625353,0.6571862081719075,0.4625043127756852,0.75,0
15,X,X,D,0,0.3417844417509707,0.6812784020010886,0.47123422733385073,0.7371909080307213,0
16,X,X,D,1,0.3274517093734559,0.6501913280939656,0.48849571667072644,0.7470283363544287,0
17,X,X,D,1,0.32128656440173375,0.7259278600428107,0.4893116004754174,0.75,0
18,X,Y,J,1,0.3312643176835876,0.678216164188082,0.5125414014140858,0.75,0
19,X,X,D,0,0.354961878538925,0.6476578394822275,0.5192722148745933,0.75,0
0,X,X,D,1,0.38861939049811994,0.5972954030361901,0.4344796411839671,0.7408104392066639,1
1,X,Y,J,0,0.36862847174572694,0.6042419333475485,0.4212334806936398,0.7421756459812278,1
2,X,X,D,0,0.33062576285498124,0.618689421451634,0.4171928660653298,0.7207958959254962,1
