run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,X,D,0,0.6565832104792162,0.6902337022968683,0.5074590830864087,0.4383467145070023
0,1,X,X,D,1,0.6512370859363973,0.6915843366884251,0.538821011780351,0.4658221873391598
0,2,X,Y,J,0,0.6564105708831706,0.70716246991149,0.5465448988300349,0.4595773652252938
0,3,X,X,D,0,0.6664106066706232,0.7167302813524411,0.5869299240328522,0.472016183552408
0,4,X,Y,J,1,0.596326137684392,0.6983485886167684,0.5741932023745699,0.4530442941380809
0,5,X,X,D,0,0.5945436382115595,0.7278615859631938,0.5913689542666725,0.4533314988557588
0,6,X,X,D,1,0.6245562305330923,0.744983464756376,0.5680234560188611,0.4467035458105724
0,7,X,Y,J,0,0.6078208099007864,0.7284390589433418,0.5222334783821554,0.4048351491931785
0,8,X,X,D,1,0.5919070602548052,0.75,0.5529724771664246,0.4210154815643154
0,9,X,Y,J,1,0.596833052625655,0.7403768910105197,0.5251902515759678,0.4291284461598093
0,10,X,X,D,0,0.6025174659530645,0.7402814933373106,0.5259312496298613,0.4529912685234459
0,11,X,X,D,1,0.6271666728754639,0.75,0.5153310279027542,0.4907218187476457
0,12,X,X,D,1,0.612902767090666,0.75,0.5438222458523282,0.4613086127472283
0,13,X,X,D,0,0.6037950513713674,0.7247863434026477,0.5153857336024587,0.4865359015452477
0,14,X,Y,J,0,0.6207849574391393,0.7449810904089171,0.4745356140802369,0.4806903284134667
0,15,X,X,D,0,0.5995616891894844,0.75,0.4406283110161174,0.4871752336467994
0,16,X,X,D,1,0.5670265257430015,0.7277883525820753,0.4495743104625593,0.5260961282302519
0,17,X,X,D,1,0.557511897396735,0.7192237959269293,0.4270498222721959,0.4998326776262302
0,18,X,X,D,1,0.5636949291388691,0.6997318235090113,0.4370538367392251,0.4827379019118651
0,19,X,X,D,0,0.5604955257249067,0.6968829941100312,0.3915123591966676,0.4831397456022274
1,0,X,X,D,1,0.6526183781637841,0.3259166499902461,0.386062251435688,0.5925741231946884
1,1,X,X,D,0,0.6131959435837159,0.2991035252010218,0.3484041354629808,0.6064926279949846
