run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,X,Y,J,1,0.6416493508394552,0.3734232632996342,0.6752021795400991,0.6203302116986593
0,1,Y,Y,K,1,0.6531757012840632,0.3915053945343446,0.6364606344782436,0.6489074320645546
0,2,Y,Y,K,1,0.6726554038026475,0.4006814664563062,0.6225453828586042,0.6477421945637476
0,3,Y,Y,K,1,0.6403237207793135,0.3909137944988235,0.6078558211028358,0.6421040148056031
0,4,Y,X,F,0,0.6449629031097373,0.4211691277826018,0.5952918087073353,0.6416020419353791
0,5,Y,Y,K,0,0.6609450651743501,0.4214022342869526,0.5813396438896327,0.6759288941363203
0,6,X,X,D,1,0.7133310934284286,0.4185288558608153,0.5877307494025135,0.6951463908928294
0,7,Y,Y,K,1,0.721147463235591,0.4559310492632968,0.5557756060672858,0.6868553061155496
0,8,Y,X,F,0,0.7356681982713658,0.4798189013689694,0.6148287099081686,0.6770231418250635
0,9,Y,X,D,0,0.75,0.4679493290735874,0.6094740233918287,0.6479384547743636
0,10,Y,Y,K,1,0.7031328736221745,0.4591468950750066,0.5881896281296571,0.6551439941593739
0,11,Y,X,D,1,0.728886123775053,0.4636387300907058,0.6228447793660759,0.6148312554219602
0,12,Y,X,D,1,0.6974502826764255,0.4270376799145101,0.5945348764169291,0.6132801371125469
0,13,Y,Y,K,1,0.7169861204417193,0.4299886690737146,0.5933530894991688,0.6421623314469079
0,14,X,X,D,0,0.7194777527233124,0.4312437478533784,0.6038916424422283,0.6616593097036931
0,15,Y,Y,K,1,0.7169230526254715,0.3956877695125678,0.6633639340634937,0.6984852297781523
0,16,Y,Y,J,1,0.6878182872273872,0.3694711981391465,0.6637984178596609,0.7052357653348285
0,17,Y,Y,K,1,0.7356244245910916,0.4144828885627596,0.6871979681036693,0.75
0,18,Y,Y,K,1,0.7371364356787733,0.428828855378292,0.6583593577819243,0.75
0,19,Y,Y,K,1,0.7268416457076148,0.4124949178388535,0.6269684814025499,0.75
1,0,Y,Y,K,0,0.3640245682601255,0.5979794411881185,0.4130643190621889,0.3374361151564309
1,1,Y,Y,J,1,0.3565763253878695,0.5849253954949204,0.4297476905564542,0.3221602050681297
1,2,Y,Y,J,1,0.3809013741209457,0.5710463322846306,0.4530594297254884,0.3005337666223237
1,3,Y,Y,J,0,0.356784592075257,0.5871606916801244,0.3934456475921895,0.2961237735422197
1,4,Y,Y,J,1,0.3426519629327081,0.5660571202048768,0.429544774322272,0.3057365744121842
1,5,Y,Y,J,0,0.3615184656254669,0.5869547988456308,0.45470762186697,0.2712948114073716
1,6,Y,X,F,1,0.3976811519439088,0.6015573100004413,0.4289193641652845,0.25
1,7,Y,X,F,1,0.3775272497858458,0.592549252922487,0.4377054057204214,0.25
1,8,X,X,F,1,0.361348100643128,0.5357299380352251,0.4474257999016406,0.2537666532595313
1,9,X,X,F,1,0.3570945771415353,0.5006614746799607,0.4213206057359784,0.2505798988202418
1,10,X,X,F,0,0.3833287429086507,0.4582676308458675,0.4072087991733368,0.2617171835771413
1,11,Y,Y,J,0,0.3659629251705951,0.4705034497064264,0.3750588061208201,0.2572875525501203
1,12,X,X,F,0,0.3914755295549194,0.4625813517195676,0.4077628590252853,0.2595680120652213
1,13,X,X,F,0,0.4190823183996023,0.4451167251561987,0.3673789925509729,0.25
1,14,Y,Y,J,0,0.3947497689322135,0.4337462052989734,0.3631298629364279,0.2598060317858898
1,15,X,X,F,0,0.3724958832823426,0.4047582379873883,0.3891359414874213,0.25
1,16,Y,Y,J,0,0.380276517175079,0.3828304046161925,0.3823446934170644,0.2747401477733686
1,17,Y,Y,J,1,0.3608800087404584,0.3979774608771078,0.3765744755246142,0.2955243833609233
1,18,Y,X,F,0,0.3603330016330869,0.4207197824222036,0.3985125382198782,0.3467857162084855
1,19,X,X,F,1,0.339856676250337,0.4114526898163135,0.4180439694043074,0.3272950049753115
2,0,Y,Y,J,1,0.3833552195991686,0.5187937230420889,0.7310204365528212,0.5449095464884979
2,1,Y,Y,J,1,0.3832745226075784,0.4907158623296432,0.727910532421429,0.5251098044285367
2,2,Y,Y,J,0,0.3631176628854619,0.4881589132326934,0.7083898191057089,0.5089760119244141
2,3,Y,Y,J,1,0.4028224516063628,0.4803860837120114,0.7052962937492963,0.4677515643320463
2,4,Y,X,D,0,0.4113734715979542,0.4677757986636261,0.6731643626923732,0.4561851302512313
2,5,Y,X,F,1,0.4389528711021976,0.4742430183470784,0.6858761588740252,0.4789376067354708
2,6,X,X,F,0,0.4045470380689732,0.469223834767173,0.7023787434485974,0.4689479934660743
2,7,Y,Y,K,0,0.46109851036738,0.462509683105446,0.6890193008926112,0.4669931275549976
2,8,Y,X,F,1,0.5418136060721767,0.4298849581727394,0.6893075419314054,0.4378877065394379
2,9,Y,X,F,1,0.5693835678306276,0.4445781545308041,0.6817531079484653,0.4325998638083738
2,10,Y,Y,J,1,0.5746059224119004,0.4395714781483371,0.6939670970559053,0.3893033579357246
2,11,Y,Y,J,1,0.6105400133147232,0.4188471001956811,0.7086864287970901,0.3606107881727209
2,12,Y,Y,J,0,0.5876288670189375,0.4335605262244655,0.7151688868722108,0.3887938274443984
2,13,Y,Y,J,1,0.586755945264174,0.3979178174355027,0.7140911096410465,0.4356849586771174
